Chapter_No	Text_no	Hymn
9	17	By such means should a question regarding occupation and possession be decided in a contest concerning landed property; but in a cause in whichno (human) evidence is forthcoming, divine test should be resorted to.
9	18	When a village, field, or garden is referred to in one and the same grant, they are (considered to be) possessed of all of them, though possession be held of part of them only. (On the other hand) that title has no force which is not accompanied by a slight measure of possession even.
9	19	Not to possess landed property, not to show a document in the proper time, and not to remind witnesses (of their deposition): this is the way to lose one's property.
9	20	Therefore evidence should be preserved carefully; if this be done, lawsuits whether relating to immovable or to movable property are sure to succeed.
9	21	Female slaves can never be acquired by possession, without a written title; nor (does possession create ownership) in the case of property belonging to a king, or to a learned Brahman, or to an idiot, or infant.
9	22	It is not by mere force of possession that land becomes a man's property; a legitimate title also having been proved, it is converted into property by both (possession and title), but not otherwise.
9	23	Should even the father, grandfather, and great-grandfather of a man be alive, land having been possessed by him for thirty years, without intervention of strangers,
9	24	It should be considered as possession extending over one generation; possession continued for twice that period (is called possession) extending over two generations; possession continued for three times that period (is called possession) extending over three generations. (Possession continued) longer than that even, is (called) possession of long standing.
9	25	When the present occupant is impeached, a document or witness is (considered as) decisive. When he is no longer in existence, possession alone is decisive for his sons.
9	26	When possession extending over three generations has descended to the fourth generation, it becomes legitimate possession, and a title must never be inquired for.
9	27	When possession undisturbed (by others) has been held by three generations (in succession), it is not necessary to produce a title; possession is decisive in that case.
9	28	In suits regarding immovable property, (possession)held by three generations in succession, should be considered as valid, and makes evidence in the decision of a cause.
9	29	He whose possession has passed through three lives, and is duly substantiated by a written title, cannot be deprived of it; such possession is equal to the gift of the Veda.
9	30	He whose possession has passed through three lives and has been inherited from his ancestors, cannot be deprived of it, unless a previous grant should be in existence (in which the same property has been granted to a different person by the king).
9	31	That possession is valid in law which is uninterrupted and of long standing; interrupted possession even is (recognised as valid), if it has been substantiated by an ancestor.
9	32	A witness prevails over inference; a writing prevails over witnesses; undisturbed possession which has passed through three lives prevails over both.
9	33	When an event (forming the subject, of a plaint) has occurred long ago, and no witnesses are forthcoming, he should examine indirect witnesses, or he should administer oaths, or should try artifice.
10	1	A forger of gems, pearl, or coral, one withholding a deposit, a ruffian, and an adulterer, shall be tested by oaths or ordeals in every case.
10	2	In charges relating to a heavy crime or to the appropriation of a deposit, the king should try the cause by ordeals, even though there be witnesses.
10	3	When a thing has happened long ago or in secret, or when the witnesses have disappeared long ago, or are perjured all of them, the trial should be conducted by having recourse to an ordeal.
10	4	The balance, fire, water, poison, and, fifthly, sacred libation; sixthly, grains of rice; seventhly, a hot piece of gold, are declared (to be ordeals).
10	5	The ploughshare is mentioned as the eighth kind, the ordeal by Dharma (and Adharma) as the ninth. All these ordeals have been ordained by the Self-existent (Brahman).
10	6	Truth, a vehicle, weapons, cows, seeds, and gold, venerable gods or Brahmans, the heads of sons or wives:
10	7	By these have oaths been ordained, which are easy to perform and proper for trifling occasions.
10	8	When a quarrel between two litigants has arisen regarding a debt or other charge, that ordealmust be administered which corresponds to the amount (of the sum in dispute) and to the (character or strength of the) individual (to be examined).
10	9	(The ordeal by) poison should be administered when (property worth) a thousand (Panas) has been stolen; (the ordeal by) fire, when a quarter less than that .
10	10	When the charge concerns four hundred, the hot piece of gold should be administered. (When it concerns) three hundred, the grains of rice should be given; and the sacred libation, (when it concerns) half of that.
10	11	When a hundred has been stolen or falsely denied, purgation by Dharma should be administered. Thieves of cows should be subjected by preference to the (ordeal by the) ploughshare by the judges.
10	12	These figures are applicable in the case of low persons; for persons of a middling kind, double is ordained; and for persons of the highest, rank, the amount has to be fixed four times as high by persons entrusted with judicial affairs.
10	13	The quantities (of various coins or weights), beginning with a floating particle of dust and ending with a Kârshâpana, have been declared by Manu. They are applicable both to ordeals and to fines.
10	14	A Nishka is four Suvarnas. A Pana ofcopper is a Kârshika (having the weight of one Karsha). A coin made of a Karsha of copper has to be known as a Kârshika Pana.
10	15	It is also called an Andikâ. Four such are a Dhânaka. Twelve of the latter are a Suvarna. That is also called a Dînâra (denarius).
10	16	(The testimony of) witnesses is apt to become invalid, whether it be through affection, anger, or avarice. An ordeal properly administered never loses its validity.
10	17	When a doubt arises with regard to a document or oral evidence, and when ratiocination also fails, purgation through ordeal (is the proper test).
10	18	Let an ordeal be administered according to the established rule by persons acquainted with the rule of ordeals. If it is administered against the rule, it is ineffective as a means of proving what ought to be proved.
10	19	If one who has been subjected to the ordeal by balance goes down on being weighed (for the second time), he shall be held guilty. If he remains level, he shall be balanced once more. If he rises, he gains his cause.
10	20	Should the scale break, or the balance, or beam, or iron hooks split, or the strings burst, or the transverse beam split, he would have to be declared guilty.
10	21	(In the ordeal by water) he should immerse the individual in water and discharge three arrows.
10	22	He is acquitted (in the ordeal by poison) who has digested poison, which has been given to him according to rule, without the application of spells or antidotes. Otherwise he should be punished and compelled to pay the sum in dispute.
10	23	To whatsoever deity the accused happens to be devoted, let (the judge) bathe the weapon of that deity in water, and give him to drink three handfuls of it.
10	24	He to whom no calamity happens, within a week or a fortnight, (either to himself or) to his son, wife or property, is innocent beyond doubt.
10	25	Let a man chew grains of rice after having kept a fast and purified himself, at a time when the sun is not visible. He is acquitted if what he spits out is pure; but if it be mixed with blood, he must be (held) guilty.
10	26	Let (the person) take a hot piece of gold out of (a mixture of) well-heated oil and butter.
10	27	He whose fingers’ ends do not tremble, and who does not become blistered, is acquitted according to law, as has been declared by Pitâmaha.
10	28	Iron twelve Palas in weight should be formed into what is called a ploughshare. It should be eight Aṅgulas long by four Aṅgulas broad.
10	29	(The ploughshare) having been made red-hot in fire, a thief should be made to lick at it once with his tongue. If he is not burnt, he obtains acquittal. Otherwise he loses his cause.
10	30	(Images of) Dharma and Adharma, one black and the other white, should be painted on two leaves. Then they should be invoked with prayers producing life or others, and with the Gâyatrî or other Sâmans,
10	31	And should be worshipped with perfumes and with white and black flowers, sprinkled with the five products of a cow, and enclosed in balls made of earth afterwards.
10	32	After having been made equal in size, they should be placed unobserved in a fresh jar. Then the person should take one ball out of the vessel at the bidding (of the judge).
10	33	If he takes out Dharma, he is acquitted, and should be honoured by the (appointed) examiners.
11	1	A creditor should never lend money without having first secured a pledge of adequate value, or adeposit, or a trustworthy surety; nor without a bond written (by the debtor himself) or attested (by subscribing witnesses).
11	2	That (loan) is termed kusîda (a loan on interest) which is exacted by persons apprehending no sin (from the act), from a mean (kutsita) or wretched (sîdat) man, after having been increased to four or eight times the original amount (through the interest accruing on it).
11	3	An eightieth part (of the principal) accrues as interest on it (every month); and it is certainly doubled by such interest within a third of a year less than seven years (that is to say, within six years and eight months).
11	4	Interest is declared (by some) to be of foursorts; by others, it is stated to be fivefold; and by others again, it is said to be of six kinds. Learn their (various) qualities.
11	5	Kâyikâ (bodily interest); kâlikâ (periodical interest); kakravriddhi (compound interest); kâritâ (stipulated interest); sikhâvriddhi (hair-interest); and bhogalâbha (interest by enjoyment): such are the six kinds of interest.
11	6	Kâyikâ interest is connected with bodily labour; kâlikâ is due every month; kakravriddhi is interest on interest; kâritâ is interest promised by the borrower.
11	7	,
11	8	When interest is received every day, it is termed sikhâvriddhi (hair-interest, because it grows every day). Because it grows constantly like hair, and does not cease growing except on the loss of the head, that is to say, on payment of the principal, therefore it is called hair-interest. The use of a (mortgaged) house, or the produce of a field, is termed bhogalâbha (interest by enjoyment).
11	9	That kâritâ (stipulated) interest has to be paid always, which has been stipulated by the debtor himself, over and above (the ordinary rate of interest), and has been promised in times of distress.
11	10	When (such special) interest has been stipulated in any other manner, it must not be paid by any means.
11	11	Hair-interest, bodily interest, and interest byenjoyment shall be taken by the creditor so long as the principal remains unpaid.
11	12	But the use of a pledge after twice the principal has been realised from it, compound interest, and the exaction of the principal and interest (together as principal) is usury and reprehensible.
11	13	On gold (and other precious metals), the interest may make (the debt) double; on clothes and base metals (such as tin or lead), treble; on grain, it is allowed to rise to four times the original amount, and so on edible plants (or fruit), beasts of burden, and wool.
11	14	It is allowed to make (the debt) quintuple, on pot-herbs; sextuple, on seeds and sugar-cane; and it may make (the debt) octuple, on salt, oil, and spirituous liquor.
11	15	Likewise, on sugar and honey, if the loan be of old standing.
11	16	On grass, wood, bricks, thread, substances from which spirits may be extracted, leaves, bones, leather, weapons, flowers, and fruits, no interest is ordained.
11	17	A pledge is termed bandha, and is declared tobe of four sorts; movable or immovable; to be kept only or to be used; to be released at any time, or limited as to time; stated in writing, or stipulated (orally) before witnesses.
11	18	Should the creditor, actuated by avarice, use a pledge before interest has ceased to accrue on the loan (on becoming equal to the principal), or before the fixed period has expired, such use shall be stopped.
11	19	The pledge has to be kept carefully, like a deposit; interest is forfeited in case of its being damaged.
11	20	A pledge having been used and rendered worthless (by such use), the principal (itself) is lost; if a very valuable pledge be spoiled, he must satisfy the pledger.
11	21	If a pledge be destroyed by a fatal accident or by an act of the king, the debtor shall be caused either to deliver another pledge or to pay the debt.
11	22	When the debtor restores the principal and asks for his pledge, it must be restored to him; otherwise the creditor is liable to punishment.
11	23	When a field or other (immovable property) has been enjoyed, and more than the principal realised by it, then the debtor shall recover his pledge, if the principal and interest has been actually got out of it (by the creditor).
11	24	(This law applies) when the debtor delivers a field to the creditor, with the following stipulation, 'This (field) shall be enjoyed by you, when interest has ceased (on becoming equal to the principal), that is certain. When the principal has been realised together with the interest, you shall restore (the field) to me.'
11	25	When the time (for payment) has passed and interest has ceased (on becoming equal to the principal), the creditor shall be owner of the pledge; but, till ten days have elapsed, the debtor is entitled to redeem it.
11	26	Notice having been given to the debtor's family, a pledge to be kept (only) may be used, after the principal has been doubled; and so may a pledge for a fixed period, on the expiration of that term.
11	27	When the principal has been doubled, or the stipulated period expired in the case of a pledge delivered for a certain time only, the creditorbecomes owner of the pledge, after having waited for a fortnight.
11	28	If the debtor should pay the debt during that interval, he may recover his pledge (even then).
11	29	When the amount of the debt has been doubled (by the interest accruing on it), and the debtor is either dead or no longer present, (the creditor) may take his chattel and sell it before witnesses.
11	30	Or, its value having been estimated in an assembly, he may keep it for ten days; after which, having realised a sufficient sum to cover his demand, he should relinquish the balance.
11	31	When a man neither enjoys a pledge, nor obtains it (from the debtor), nor points it out (to others), his written contract (concerning the pledge) is invalid, (just like) a document when the (subscribing) witnesses and debtor are dead.
11	32	When a house or field has been mortgaged for use and the period (fixed for such use) has not expired, the debtor cannot recover his property, nor can the creditor (recover) his loan.
11	33	When the (stipulated) period has elapsed, bothparties are at liberty to do so. But, even before (the stipulated period) has elapsed, they may make an arrangement by mutual consent.
11	34	Where one field has been mortgaged to two creditors at the same time, it shall belong to that mortgagee who was the first to obtain possession of it.
11	35	If both have possessed it for an equal time, it shall be held in common (or shared equally) by them. The same rule is ordained in the case of a gift or a sale.
11	36	Which course should be adopted in cases of a competition between three different acts, the identical property having been sold, mortgaged, and given away on one and the same day?
11	37	The three parties should divide that lawful property of theirs among themselves in proportionate shares, the two first in the ratio of their respective claims, whereas the donee ought to obtain a full third.
11	38	The pledgee can never be compelled to restore the pledge against his will, before the whole amount due to him has been paid, nor must (the pledge be obtained from him) by deceit or by (the mode called) Karita.
11	39	For appearance, for confidence, for payment, and for delivering the assets of the debtor: it is for these four different purposes that sureties have been ordained by the sages in the system (of law).
11	40	The first says, 'I will produce (that man);' the second (says), 'He is a respectable man;' the third (says), 'I will pay the debt; the fourth (says), 'I will deliver his assets.'
11	41	If the debtors fail in their engagements, the two first (sureties themselves, but not their sons) must pay the sum lent at the appointed time; both the two last (sureties), and in default of them their sons (are liable for the debt), when the debtors break their promise (to pay the debt).
11	42	The creditor should allow time for the surety to search for a debtor who has absconded; a fortnight, a month, a month and a half, according to (the distance of) the place (where he is supposed to be hiding himself).
11	43	(Sureties) must not be excessively harassed; they should be made to pay the debt by instalments;they must not be attacked when the debtor is present: such is the law regarding sureties.
11	44	When (a surety), being harassed, pays a proved debt which he has vouched for, (the debtor) shall pay him twice as much, after the lapse of a month and a half.
11	45	Should foolish (sureties) in good faith pay the debt, though not required to do so, or on being required to pay a different debt, how and from whom can they recover that sum?
11	46	By whom, to whom, and how, should, or should not, be paid a loan which has been received from the hands of another man in the shape of a loan on interest, will now be declared.
11	47	A loan shall be restored on demand, if no time has been fixed (for its restoration); or on the expiration of the time (if a definite period has been fixed); or when interest ceases (on becoming equal to the principal). If the father is no longer alive, (the debt must be paid) by his sons.
11	48	The father's debt must be paid first of all, and after that, a man's own debt; but a debt contracted by the paternal grandfather must always be paid before these two even.
11	49	The father's debt, on being proved, must be paid by the sons as if it were their own; the grandfather's debt must be paid (by his son's sons) withoutinterest; but the son of a grandson need not pay it at all.
11	50	When a debt has been incurred, for the benefit of the household, by an uncle, brother, son, wife, slave, pupil, or dependant, it must be paid by the head of the family.
11	51	Sons shall not be made to pay (a debt incurred by their father) for spirituous liquor, for losses at play, for idle gifts, for promises made under the influence of love or wrath, or for suretyship, nor the balance of a fine or toll (liquidated in part by their father).
11	52	The liability for the debts devolves on the successor to the estate, when the son is involved in calamity; or on the taker of the widow, in default of a successor to the estate.
11	53	Debts contracted by the wives of distillers of spirituous liquor, hunters, washermen, herdsmen, barbers or the like persons, shall be paid by their protector; they were contracted for the affairs of their husbands.
11	54	When (a debtor) has acknowledged a debt, it may be recovered from him by the expedients of friendly expostulation and the rest, by moral suasion,by artful management, by compulsion, and by confinement at his house.
11	55	When a debtor is caused to pay by the advice of friends or kinsmen, by friendly remonstrances, by constant following, or by (the creditor) starving himself to death, it is termed moral suasion.
11	56	When a creditor, with a crafty design, borrows anything from his debtor, for his own use, or withholds an Anvâhita deposit or the like, and thus enforces payment of the debt, it is termed artful management.
11	57	When a debtor is fettered and conducted into (the creditor's) own house, where he is compelled to pay the debt by beating or other (forcible) means, it is called compulsion.
11	58	When a debtor is made to pay by confining his wife, son or cattle, and by watching at his door, it is termed Âkarita (the customary mode).
11	59	An indigent debtor may be taken to his own house by the creditor and compelled to do work there, such as distilling spirits and the like; but a Brahman must be made to pay gradually.
11	60	When the time fixed (for payment) has elapsed, and the interest has ceased (on becoming equal to the principal), the debtor may either recover his loan or cause a new bond to be written in the form of compound interest.
11	61	As compound interest is taken on the doubled principal, so does the use of a pledge (become a new principal), the debt together with the interest being considered as the (new) principal.
11	62	This rule concerns an acknowledged (debt); but (a debtor) denying (his liability) shall be compelled to pay, on the debt being proved in a (judicial) assembly by a document or by witnesses.
11	63	(A debtor) claiming judicial investigation in a doubtful case, shall never be put under restraint (by the creditor). He who puts under restraint one not liable to such treatment, shall be fined according to law.
11	64	A debtor who makes a declaration in this form, 'What may be found to be justly due, that I will pay,' is termed 'one claiming judicial investigation.'
11	65	When there is a difference of opinion between the two parties regarding the nature (of the loan), or the number or the like, or the (amount of) interest,or whether the sum be due or not, it is termed a doubtful case.
11	66	Should a man, after recovering his debt by moral suasion or one of the other modes, fail to receipt it on the bond, or to give a deed of acquittance; it shall yield interest (to the debtor).
12	1	The Law of Debt, beginning with the delivery of a loan and ending with its recovery, has been declared. Hear, now, the complete set of rules concerning Deposits.
12	2	When any chattel is deposited in the house of another man, through fear of the king, robbers, or other dangers, or for the purpose of deceiving one's heirs, it is called a Nyâsa deposit.
12	3	When a chattel enclosed in a cover and marked with a seal (is deposited) without describing its nature or quantity, and without showing it, it is termed an Aupanidhika deposit.
12	4	Let a man make a deposit, after duly considering the place, house, master of the house, the power, means, qualities, veracity, and kindred (of the depositary).
12	5	(A deposit) is declared to be of two sorts:attested, or deposited in private; it must be guarded with the same care as a son; for it would be destroyed by neglect.
12	6	The merit of one who preserves a deposit or one who places himself under his protection, is equal to the merit of one who gives (articles made of) gold, or of base metal, or clothes.
12	7	The sin of those who consume or spoil (by negligence) a bailed chattel is as great as (the sin) of a woman who injures her husband, or of a man who kills his son or his friend.
12	8	It is the best course not to accept a deposit; but to destroy it (after having received it) is disgraceful; after having taken it, a man should keep it carefully and restore it when it has been asked for even once only.
12	9	A deposit must be returned to the very man who bailed it, in the very manner in which it was bailed; it must not be delivered to the successor of that man.
12	10	When a deposit is destroyed, together with the goods of the depositary, by the act of fate or of the king, (the depositary) is not to blame.
12	11	If the depositary should suffer the deposit to be destroyed by his want of care or indifference, or should refuse to restore it on being asked for it, he shall be made to pay (the value of) it with interest.
12	12	Should any (depositary) procure advantage for himself by an article deposited (with him), he shall be fined by the king, and compelled to pay its value together with interest.
12	13	He who, after receiving a deposit, denies the fact, and is convicted by (the evidence of) witnesses or ordeal, shall be compelled to give up the deposit and to pay an equal amount as a fine.
12	14	When a dispute arises with regard to a deposit privately made, the performance of an ordeal is ordained for both parties, to establish the facts of the case.
12	15	The same set of rules applies in the case of a bailment for delivery (to a third person), a loan for use, an article delivered to an artist (such as gold delivered to a goldsmith to be worked by him into an earring), a pledge, and a person offering himself for protection.
13	1	Immediately after deposits, sale by another person than the owner has been declared by Bhrigu; listen attentively, I will expound that subject thoroughly.
13	2	An open deposit, a bailment for delivery (Anvâhita), a Nyâsa (sealed) deposit, stolen property, a pledge, or what has been borrowed for use: when any one of these articles has been sold in secret by a man, he is declared a person different from the owner (asvâmin).
13	3	When the vendor has been produced and has been cast in the suit, (the judge) shall cause him to pay the price and a fine to the buyer and king respectively, and to restore the property to the owner.
13	4	When the former owner comes forward and makes good his claim to the thing bought, the vendor shall be produced (by the purchaser); by doing so, the purchaser may clear himself.
13	5	That greedy man who covets another man's property, without having any claim to it, shall be compelled to pay twice the value (of the property claimed) as a fine, if he is unable to prove his claim.
13	6	When there is no evidence in a suit, the king shall consider the character of the parties and pass a decree himself, according to the equal, greater, or less (credibility of the parties).
13	7	When a purchase has been made before an assembly of merchants, the king's officers being aware of it (also), but from a vendor whose habitation is unknown; or when the purchaser has deceased:
13	8	The owner may recover his own property bypaying half the price (tendered), the custom in that case being that one half of the value is lost to each of the two.
13	9	A purchase from an unknown (vendor) is one fault (in that case); want of care in keeping it is another; these two faults are viewed by the wise as legitimate grounds of loss to each party.
13	10	When a man purchases (a commodity) at a fair price, and (the purchase) has been previously announced to the king, there is no wrong about it; but he who makes a fraudulent purchase is a thief.
13	11	That should be known as a fraudulent purchase which is made at an unreasonably low price, in the interior of a house, outside of the village, at night, in secret, or from a dishonest person.
14	1	Trade or other occupations should not be carried on by prudent men jointly with incompetent or lazy persons, or with such as are afflicted by an illness, ill-fated, or destitute.
14	2	A man should carry on business jointly with persons of noble parentage, clever, active, intelligent, familiar with coins, skilled in revenue and expenditure, honest, and enterprising.
14	3	As an equal, smaller, or larger share (of thejoint stock) has been contributed by a partner, in the same proportion shall he defray charges, perform labour, and obtain profit.
14	4	Of those who lend (jointly) gold, grain, liquids and condiments, or the like, the gain shall be equal to their respective shares (of the joint expenditure), whether equal, more, or less.
14	5	Whatever property one partner may give (or lend), authorized by many, or whatever contract he may cause to be executed, all that is (considered as having been) done by all.
14	6	They are themselves pronounced to be arbitrators and witnesses for one another in doubtful cases, and when a fraudulent act has been discovered, unless a (previous) feud should exist between them.
14	7	When any one among them is found out to have practised deceit in a purchase or sale, he must be cleared by an oath (or ordeal); such is the rule in all disputes (of this sort).
14	8	When a loss or diminution has occurred through fate or the king, it is ordained that it should be borne by all (partners) in proportion to their respective shares.
14	9	When (a single partner acting) without the assent (of the other partners) or against their express instructions injures (their joint property)through his negligence, he must by himself give a compensation to all his partners.
14	10	That (partner), on the other hand, who by his own efforts preserves (the common stock) from a danger apprehended through fate or the king, shall be allowed a tenth part of it (as a reward), the remainder being distributed among the other (partners), according to their shares (in the stock).
14	11	Should any such partner in trade happen to die through want of proper care, his goods must be shown (and delivered) to officers appointed by the king.
14	12	And when any one comes forward claiming that man's property as heir (to the deceased partner), he shall prove his right to it by (the evidence of) other men, and then let him take it.
14	13	The king shall take a sixth, a ninth, and a twelfth part respectively from the property of a Sûdra, Vaisya, and Kshatriya; and a twentieth from the property of a Brahman.
14	14	But after the lapse of three years, if no owner should come forward by any means, the king shall take that property; the wealth of a Brahman he shall bestow on (other) Brahmans.
14	15	So among (several) persons jointly performing a ceremony, if any one should meet with an accident, his (part of) the ceremony shall be performed by a kinsman of his, or by all his associates (in work).
14	16	They (the officiating priests) are pronounced to be threefold; coming (of their own accord), hereditary in the family, and appointed by (the sacrificer) himself; their business should be performed by them accordingly.
14	17	To a kinsman, relative, or friend one may lend money with a pledge (only); a loan to others must be guaranteed by a surety, or there must be a written contract or witnesses.
14	18	Gold or silver may be lent according to one's own choice; liquids and condiments, and grain, for a specified period only; it is by local custom that both the loan and its recovery should be regulated.
14	19	That, however, which has been lent by several persons in common, must be recovered by them jointly; any (such lender) who fails to demand (the loan together with his partners) shall forfeit interest.
14	20	The law regarding loans has-been declared before, (therefore) it is referred to in an abridged form only in the present chapter. Listen to the legal rules regarding cultivators of the soil and other (associates in work), which are declared as follows.
14	21	Tillage should be undertaken by a sensibleman jointly with those who are his equals in point of cattle, workmen, seeds, and the like, as well as implements of husbandry.
14	22	They should refrain anxiously from cultivating an enclosed pasture-ground, land adjacent to a town, or to the king's highway, barren soil, and ground infested by mice.
14	23	That man will enjoy produce who sows fertile land, which has many holes and is wet, capable of irrigation, surrounded by fields on all sides, and cultivated in due season.
14	24	A sensible cultivator must not admit cattle which is lean, very old, tiny, diseased, apt to run away, blind of one eye, or lame.
14	25	When by the deficiency of one (partner) as to cattle or seeds a loss happens in (the produce of) the field, it must be made good by him to all the husbandmen.
14	26	This primeval set of rules has been declared for cultivators of the soil.
14	27	One able to work up gold, silver, thread, wood, stone, or leather, and acquainted with the articles to be manufactured (with such materials), is called Silpin (an artizan or artist) by the wise.
14	28	When goldsmiths or other (artists) practise their art jointly, they shall share the profits in due proportion, corresponding to the nature of their work.
14	29	The headman among a number of workmen jointly building a house or temple, or digging a pool or making articles of leather, is entitled to a double share (of the remuneration).
14	30	The same rule has been declared by virtuous men for musicians; he who knows how to beat the time shall take a share and a half, but the singers shall take equal shares.
14	31	When anything has been brought from a hostile country by freebooters, with the permission of their lord, they shall give a sixth part to the king and share (the remainder) in due proportion.
14	32	Four shares shall be awarded to their chief; he who is (specially) valiant shall receive three shares; one (particularly) able shall take two; and the remaining associates shall share alike.
15	1	The system of rules relative to Concerns of a Partnership has been fully declared thus; the rules regarding what may, or may not, be given, valid, and invalid gifts, will be declared (next).
15	2	That which may not be given is declared to be of eight sorts, joint property, a son, a wife, a pledge, one's entire wealth, a deposit, what has been borrowed for use, and what has been promised to another.
15	3	What remains after defraying (the necessary expenses for) the food and clothing of his family, may be given by a man; otherwise (by giving more than that), the religious merit (supposed to be acquired by the giver) though tasting like honey at first, will change into poison in the end.
15	4	When any field (or house) is given away, belonging to a number of houses or fields acquired in one of the seven modes of (lawful) acquisition, it is ordained to be viewed as a valid gift, whether it have been inherited from the father or acquired by the donor himself.
15	5	Self-acquired property may be given away at pleasure (by its owner); a pledge may be disposed of according to the rules of mortgage; in the case of property received as a marriage portion, or inherited from an ancestor, the bestowal of the whole is not admitted.
15	6	When, however, a marriage gift, or inherited property, or what has been obtained by valour, isgiven with the assent of the wife, kinsmen, or supreme ruler, the gift acquires validity.
15	7	Co-heirs (or joint-tenants), whether divided in interests or not, have an equal claim to the immovable wealth; a single (parcener) has no power to give, mortgage, or sell the whole (wealth).
15	8	The following eight sorts of gifts are recognised as valid by persons acquainted with the law of gift, viz. wages, (what was given) for the pleasure (of hearing bards, or the like), the price of merchandise, the fee paid for (or to) a damsel, (and what was given) to a benefactor (as a return for his kindness), through reverence, kindness, or affection.
15	9	What has been given by one angry, or resenting an injury, or through inadvertence, or by one distressed, by a minor, a madman, one terrified, intoxicated, overaged, cast out from society, idiotic, or afflicted with grief or an illness,
15	10	Or what is given in jest; all such gifts are declared to be void gifts.
15	11	When anything has been given through desire of a reward, or to an unworthy man mistaken for a worthy person, or for an immoral purpose, the owner may resume the gift.
16	1	What may not be given and kindred subjects have been declared; the law of servants shall be propounded next. (There) the title of Breach of Promised Obedience is treated first.
16	2	The titles of non-payment of wages, and then (of disputes) between the owner (of cattle) and his servants are to follow in due order. Such are the three divisions of (the law of) servants.
16	3	They are pronounced to be of many sorts, according to their particular caste and occupation; and fourfold, according as they serve for science, human knowledge (or skill), love, or gain.
16	4	Each of these is again divided (into several species), according to the difference of occupation.
16	5	Science is declared to be a knowledge of (one of) the three Vedas, called Rig-veda, Sâma-veda, and Yagur-veda; for the purpose of acquiring such knowledge, he should pay obedience to a spiritual teacher, as ordained in law.
16	6	Arts (consisting of) work in gold, base metals, and the like, and the art of dancing and the rest are termed human knowledge; he who studies them should do work at his teacher's house.
16	7	He who has intercourse with another man's female slave, should be considered as a slave for the sake of his paramour; he must do work for her master, like another hired servant.
16	8	The servant for gain (or pay) is declared to be of many sorts, another is the servant for a share (of the gain). Of all, a low, a middle, and a high sort is distinguished.
16	9	A servant engaged for a day, a month, half a month, a sixmonth, two months, or a year, must dothe work which he promised to do, and receives the stipulated fee.
16	10	The warrior is the highest of these; the cultivator of the soil is the middlemost; the porter is declared to be the lowest, and so is (a servant) employed in household work.
16	11	A servant for a share of the gain is declared to be twofold, either serving a husbandman or an owner of cattle; he shall receive, no doubt, a share of the grain produced, or of the milk.
16	12	A third or a fifth (of the produce) shall be awarded to the cultivator of the soil as his share.
16	13	Let that cultivator to whom food and clothing is given take a fifth of the crop; and let him who serves in consideration of the profit (alone) take a third part of the grain produced.
16	14	Should a hired servant fail in the performance of ever so small a part of his master's work, he forfeits his wages, and may be sued in court for his offence.
16	15	When a servant does not perform his work after having received his wages, though able (to do work), he shall be compelled to pay twice as much (as his wages) as a fine (to the king), and (shall restore) the wages (to his master).
16	16	He who has promised (to do work) and does not perform it, shall be compelled to do so by forcible means even; and if, through obstinacy, such a servant should still not do it as engaged for, he shall be finedeight Krishnalas, and his wages shall not be paid to him.
16	17	When a servant, commissioned by his master, does any improper act (such as theft) for the benefit of his master, the latter shall be held responsible for it.
16	18	When a master does not pay wages for the labour stipulated after the work has been performed, he shall be compelled by the king to pay it, and a proportionate fine besides.
16	19	(A man) hired for attendance on milch cows of another shall receive the whole milk every eighth day.
16	20	(A cowherd) shall save cattle from danger of reptiles, robbers, and tigers, and from caverns or pits; let him try his best to protect them, call out for help, or give notice to his master.
17	1	Thus has been declared the law concerning the mutual relations between master and servant; learn now concisely the performance of agreements.
17	2	Brahmans imbued with a knowledge of the Veda and of sacred lore, learned divines, and persons keeping a sacrificial fire, (the king) should worship, establish them there (in his kingdom), and provide a maintenance for them.
17	3	Let him bestow on them houses and landed property, exempt from taxation, declaring in a written grant that the revenue is remitted.
17	4	They shall perform for the citizens constant, special, and voluntary rites, as well as expiatory and auspicious ones, and pass a decision in doubtful cases.
17	5	A compact formed among villagers, companies (of artizans), and associations is (called) an agreement; such (an agreement) must be observed both in times of distress and for acts of piety.
17	6	When a danger is apprehended from robbers or thieves, it is (considered as) distress common to all; in such a case, (the danger) must be repelled by all, not by one man alone whoever he may be.
17	7	Mutual confidence having first been established by means of (the ordeal by) sacred libation, by, a stipulation in writing, or by umpires, they shall then set about their work.
17	8	Enemies, dissolute, bashful, indolent, timid, avaricious, overaged or very young persons must not be chosen as intendants of affairs.
17	9	Honest persons, acquainted with the Vedas and with duty, able, self-controlled, sprung from noble families, and skilled in every business, shall be appointed as heads (of an association).
17	10	Two, three, or five persons shall be appointed as advisers of the association; their advice shall be taken by the villagers, companies (of artizans), corporations (of cohabitants), and other (fellowships).
17	11	When a stipulation has been entered in adocument as follows, ‘The construction of a house of assembly, of a shed for (accommodating travellers with) water, a temple, a pool, or a garden,
17	12	Relief to helpless or poor people, the performance of sacrificial acts, a common path, or defence, shall be undertaken by us in proportionate shares:’ that is a lawful agreement.
17	13	(Such an agreement) must be kept by all. He who fails (in his agreement), though able (to perform it), shall be punished by confiscation of his entire property, and by banishment from the town.
17	14	And for that man, whoever he may be, who falls out (with his associates), or neglects (his work), a fine is ordained amounting to six Nishkas of four Suvarnas each.
