Chapter_no	Text_no	Hymn
6	42	Now they quote' also (the following verses): 'The opinion of the Sishtas is, that a man shall not be uselessly active, neither with his hands and his feet, nor with his eyes, nor with his tongues and his body.'
6	43	'Those Brâhmanas, in whose families the study of the Veda and of its supplements is hereditary, and who are able to adduce proofs perceptible by the senses from the revealed texts, must be known to be Sishtas.'
6	44	'He is a (true) Brâhmana regarding whom no one knows if he be good or bad, if he be ignorant or deeply learned, if he be of good or of bad conduct.'
7	1	There are four orders,
7	2	Viz. (that of) the student, (that of) the house-holder, (that of) the hermit, and (that of) the ascetic.
7	3	A man who has studied one, two, or three Vedas without violating the rules of studentship, may enter any of these (orders), whichsoever he pleases.
7	4	A (professed) student shall serve his teacher until death;
7	5	And in case the teacher dies, he shall serve the sacred fire.
7	6	For it has been declared in the Veda, 'The fire is thy teacher:'
7	7	(A student, whether professed or temporary), shall bridle his tongue;
7	8	He shall eat in the fourth, sixth, or eighth hour of the day.
7	9	He shall go out in order to beg.
7	10	He shall obey his teacher.
7	11	He either (may wear all his hair) tied in a knot or (keep merely) a lock on the crown of his head tied in a knot, (shaving the other parts of the head.)
7	12	If the teacher walks, he shall attend him walking after him; if the teacher is seated, standing; if the teacher lies down, seated.
7	13	He shall study after having been called (by the teacher, and not request the latter to begin the lesson).
7	14	Let him announce (to the teacher) all that he has received (when begging), and eat after permission (has been given to him).
7	15	Let him avoid to sleep on a cot, to clean his teeth, to wash (his body for pleasure), to apply collyrium (to his eyes),. to anoint (his body), and to wear shoes or a parasol.
7	16	(While reciting his prayers) he shall stand in the day-time and sit down at night.
7	17	Let him bathe three times a day.
8	1	(A student who desires to become) a house-holder shall bathe, free from anger and elation, with the permission of his teacher, and take for a wife a young female of his own caste, who does neither belong to the same Gotra nor has the same Pravara, who has not had intercourse (with another man),
8	2	Who is not related within four degrees on the mother's side, nor within six degrees on the father s side.
8	3	Let him kindle the nuptial fire.
8	4	Let him not turn away a guest who comes in the evening.
8	5	(A guest) shall not dwell in his house without receiving food.
8	6	If a Brâhmana who has come for shelter to the house of a (householder) receives no food, on departure he will take with him all the spiritual merit of that (churlish host).
8	7	But a Brâhmana who stays for one night only is called a guest. For (the etymological import of the word) atithi (a guest) is 'he who stays for a short while only.'
8	8	A Brâhmana who lives in the same village (with his host) and a visitor on business, or pleasure (are) not (called guests. But a guest), whether he arrives at the moment (of dinner) or at an inopportune time, must not stay in the house of a (householder) without receiving food.
8	9	(A householder) who has faith, is free from covetousness, and (possesses wealth) sufficient for (performing) the Agnyâdheya-sacrifice, must become an Agnihotrin.
8	10	He (who possesses wealth) sufficient for (the expenses of) a Soma, sacrifice shall not abstain from offering it.
8	11	(A householder) shall be industrious in reciting the Veda, offering sacrifices, begetting children, and (performing his other duties).
8	12	Let him honour visitors (who come) to his house by rising to meet them, by (offering them) seats, by speaking to them kindly and extolling their virtues,
8	13	And all creatures by (giving them) food according to his ability.
8	14	A householder alone performs sacrifices, a householder alone performs austerities, and (therefore) the order of householders is the most distinguished among the four.
8	15	As all rivers, both great and small, find a resting-place in the ocean, even so men of all orders find protection with householders.
8	16	As all creatures exist through the protection afforded by their mothers, even so all mendicants subsist through the protection afforded by householders.
8	17	A Brâhmana who always carries water (in his gourd), who always wears the sacred thread, who daily recites the Veda, who avoids the food of outcasts, who approaches (his wife) in the proper season, and offers sacrifices in accordance with the rules (of the Veda, after death) never falls from Brahman's heaven.
9	1	A hermit shall wear (his hair in) braids, and dress (in garments made of) bark and skins;
9	2	And he shall not enter a village.
9	3	He shall not step on ploughed (land).
9	4	He shall gather wild growing roots and fruit (only).
9	5	He shall remain chaste.
9	6	His heart shall be full of meekness.
9	7	He shall honour guests coming to his hermitage with alms (consisting of) roots and fruit.
9	8	He shall only give, not receive (presents).
9	9	He shall bathe at morn, noon, and eve.
9	10	Kindling a fire according to the (rule of the) Srâmanaka (Sûtra), he shall offer the Agnihotra.
9	11	After (living in this manner during) six months, he shall dwell at the root of a tree, keeping no fire and having no house.
9	12	He (who in this manner) gives (their due) to gods, manes, and men, will attain endless (bliss in) heaven.
10	1	Let an ascetic depart from his house, giving a promise of safety from injury to all animated beings.
10	2	Now they quote also (the following verses): 'That ascetic who wanders about at peace with all creatures, forsooth, has nothing to fear from any living being,'
10	3	'But he who becomes an ascetic and does not promise safety from injury to all beings, destroys the born and the unborn; and (so does an ascetic) who accepts presents.'
10	4	Let him discontinue the performance of all religious ceremonies, but let him never discontinue the recitation of the Veda. By neglecting the Veda he becomes a Sûdra; therefore he shall not neglect it.'
10	5	'(To pronounce) the one syllable (Om) is the best (mode of reciting the) Veda, to suppress the breath is the highest (form of) austerity; (to subsist on) alms is better than fasting; compassion is preferable to liberality.'
10	6	(Let the ascetic) shave (his head); let him have no property and no home.
10	7	Let him beg food at seven houses which he has not selected (beforehand),
10	8	(At the time) when the smoke (of the kitchen-fire) has ceased and the pestle lies motionless.
10	9	Let him wear a single garment,
10	10	Or cover his body with a skin or with grass that has been nibbled at by a cow.
10	11	Let him sleep on the bare ground.
10	12	Let him frequently change his residence,
10	13	(Dwelling) at the extremity of the village, in a temple, or in an empty house, or at the root of a tree.
10	14	Let him (constantly) seek in his heart the knowledge (of the universal soul).
10	15	(An ascetic) who lives constantly in the forest,
10	16	Shall not wander about within sight of the village-cattle.
10	17	'Freedom from future births is certain for him who constantly dwells in the forest, who has subdued his organs of sensation and action, who has renounced all sensual gratification, whose mind is fixed in meditation on the Supreme Spirit, and who is (wholly) indifferent (to pleasure and pain).'
10	18	(Let him) not (wear) any visible mark (of his order), nor (follow) any visible rule of conduct.
10	19	Let him, though not mad, appear like one out of his mind.
10	20	Now they quote also (the following verses): 'There is no salvation for him who is addicted to the pursuit of the science of words, nor for him who rejoices in captivating men, nor for him who is fond of (good) eating and (fine) clothing, nor for him who loves a pleasant dwelling.'
10	21	'Neither by (explaining) prodigies and omens, nor by skill in astrology and palmistry, nor by casuistry and expositions (of the Sâstras), let him ever seek to obtain alms.'
10	22	'Let him not be dejected when he obtains nothing, nor glad when he receives something. Let him only seek as much as will sustain life, without caring for household property.'
10	23	'But he, forsooth, knows (the' road to) salvation who cares neither for a hut, nor for water, nor for clothes, nor for the three Pushkaras' (holy tanks), nor for a house, nor for a seat, nor for food.'
10	24	In the morning and in the evening he may eat as much (food) as he obtains in the house of one Brâhmana, excepting honey and meat,
10	25	And he shall not (eat so much that he is quite) satiated.
10	26	At his option (an ascetic) may (also) dwell in a village.
10	27	Let him not be crooked (in his ways); (let him) not (observe the rules of) impurity on account of deaths (or births); let him not have a house; let him be of concentrated mind.
10	28	Let him not enjoy any object of sensual gratification.
10	29	Let him be (utterly) indifferent, avoiding to do injury or to show kindness to any living being.
10	30	To avoid backbiting, jealousy, pride, self-consciousness, unbelief, dishonesty, self-praise, blaming others, deceit, covetousness, delusion, anger, and envy is considered to be the duty of (men of) all orders.
10	31	A Brâhmana who wears the sacred thread, who holds in his hand a gourd filled with water, who is pure and avoids the food of Sûdras will not fail (to gain) the world of Brahman.
11	1	Six persons are (particularly) worthy to receive the honey-mixture (madhuparka),
11	2	(Viz.) an officiating priest, the bridegroom of one's daughter, a king, a paternal uncle, a Snâtaka, a maternal uncle, as well as (others enumerated elsewhere).
11	3	(A householder) shall offer, both at the morning and the evening (meals, a portion) of the prepared (food) to the Visve Devas in the (sacred) domestic fire.
11	4	Let him give a Bali-offering to the (guardian) deities of the house,
11	5	(Thereafter) let him give a portion, one Pala in weight, to a Srotriya or to a student, (and afterwards an offering) to the manes.
11	6	Next let him feed his guests in due order, the worthiest first,
11	7	(Thereafter) the maidens, the infants, the aged, the half-grown members of his family, and pradâtâs,
11	8	Then the other members of his family.
11	9	(Outside the house) he shall throw (some food) on the ground for the dogs, Kândâlas, outcasts, and crows.
11	10	He may give to a Sûdra either the fragments (of the meal) or (a portion of) fresh (food).
11	11	The master of the house and his wife may eat what remains.
11	12	A fresh meal for which all (the same materials as for the first) are used (may be prepared), if a guest comes after the Vaisvadeva has been offered. For such a (guest) he shall cause to be prepared food (of a) particularly (good quality).
11	13	For it has been declared in the Veda, 'A Brâhmana guest enters the house resembling the Vaisvânara fire. Through., him they obtain rain, and food through rain. Therefore people know that the (hospitable reception of a guest) is a ceremony averting evil.'
11	14	Having fed the (guest), he shall honour him.
11	15	He shall accompany him to the boundary (of the village) or until he receives permission (to return).
11	16	Let him present (funeral offerings) to the manes during the dark half of the month (on any day) after the fourth.
11	17	After issuing an invitation on the day preceding (the Srâddha, he shall feed on that occasion) three ascetics or three virtuous householders, who are Srotriyas, who are not very aged, who do not follow forbidden occupations, and neither (have been his) pupils, nor are (living as) pupils in his house.
11	18	He may also feed pupils who are endowed with good qualities.
11	19	Let him avoid men neglecting their duties, those afflicted with white leprosy, eunuchs, blind men, those who have black teeth, those who suffer from black leprosy, (and) those who have deformed nails.
11	20	Now they quote also (the following verses): 'Now, if a (Brâhmana) versed in the Vedas is afflicted with bodily (defects) which exclude him from the company, Yama declares him to be irreproachable. Such (a man) sanctifies the company.'
11	21	'At a funeral sacrifice the fragments (of the meal) must not be swept away until the end of the day. For streams of nectar flow (from them, and the manes of) those who have received no libations of water drink (them).'
11	22	'But let him not sweep up the fragments (of the meal) before the sun has set. Thence issue rich streams of milk for those who obtain a share with difficulty.'
11	23	'Manu declares that both the remainder (in the vessels) and the fragments (of the meal) certainly are the portion of those members of the family who died before receiving the sacraments.'
11	24	'Let him give the fragments that have fallen on the ground and the portion scattered (on the blades of Kusa grass), which consists of the wipingsand water, as their food, to the manes of those who died without offspring and of those who died young.'
11	25	'The malevolent Asuras seek an opportunity (to snatch away) that food intended for the manes, which is not supported with both hands;'
11	26	'Therefore let him not offer it (to the Brâhmanas) without holding (a spoon) in his hand; or let him stand, holding the dish (with both hands, until) leavings of both kinds (have been produced).'
11	27	'He shall feed two (Brâhmanas) at the offering to the gods, and three at the offering to the manes, or a single man on either occasion; even a very wealthy man shall not be anxious (to entertain) a large company.'
11	28	'A large company destroys these five (advantages), the respectful treatment (of the invited guests, the propriety of) time and place, purity and (the selection of) virtuous Brâhmana (guests); therefore he shall not (invite a large number).'
11	29	'Or he may entertain (at a Srâddha) even a single Brâhmana who has studied the whole Veda, who is distinguished by learning and virtue, and is free from all evil marks (on his body).'
11	30	'(But) how can the oblation to the gods be made if he feeds a single Brâhmana at a funeral sacrifice? Let him take (a portion) of each (kind of) food that has been prepared (and put it) into a vessel;'
11	31	'Let him place it in the sanctuary of a god and afterwards continue (the performance of) the funeral sacrifice. Let him offer that food in the fire or give it (as alms) to a student.'
11	32	'As long as the food continues warm, as long as they eat in silence, as long as the qualities of the food are not declared (by them), so long the manes feast on it.'
11	33	'The qualities of the food must not be declared as long as the (Brâhmanas who represent the) manes are not satiated. Afterwards when they are satisfied, they may say, "Beautiful is the sacrificial food."'
11	34	'But an ascetic who, invited to dine at a sacrifice of the manes or of the gods, rejects meat, shall go to hell for as many years as the slaughtered beast has hairs.'
11	35	'Three (things are held to) sanctify a funeral sacrifice, a daughter's son, the midday, and sesamum grains; and they recommend three (other things) for it, purity, freedom from anger and from precipitation.'
11	36	'The eighth division of the day, during which the sun's (progress in the heavens) becomes slow, one must know to be midday; what is (then) given to the manes lasts (them) for a very long time.'
11	37	'The ancestors of that man who has intercourse with a woman after offering or having dined at a Srâddha, feed during a month from that (day) on his semen.'
11	38	'A child that is born from (intercourse immediately) after offering a Srâddha or partaking of a funeral repast, is unable to acquire sacred learning and becomes short-lived.'
11	39	'The father and the grandfather, likewise the great-grandfather, beset a descendant who is born to them, just as birds (fly to) a rig tree;'
11	40	'(Saying), "He will offer to us funeral repasts with honey and meat, with vegetables, with milk and with messes made of milk, both in the rainy season and under the constellation Maghâh."
11	41	'The ancestors always rejoice at a descendant who lengthens the line, who is zealous in performing funeral sacrifices, and who is rich in (images of the) gods and (virtuous) Brâhmana (guests).'
11	42	'The manes consider him to be their (true) descendant who offers (to them) food at Gayâ, and (by the virtue of that gift) they grant him (blessings), just as husbandmen (produce grain) on well-ploughed (fields).'
11	43	He shall offer (a Srâddha) both on the full moon days of the months Srâvana and Âgrahâyana and on the Anvashtakî.
11	44	There is no restriction as to time, if (particularly suitable) materials and (particularly holy) Brâhmanas are at hand, or (if the sacrificer is) near (a particularly sacred) place.
11	45	A Brâhmana must necessarily kindle the three sacred fires.
11	46	He shall offer (in them) the full and new moon sacrifices, the (half-yearly) Âgraya.a Ishti, the Kâturmâsya-sacrifice, the (half-yearly) sacrifices at which animals are slain, and the (annual) Soma-sacrifices.
11	47	For all this is (particularly) enjoined (in the Veda), and called by way of laudation 'a debt.'
11	48	For it is declared in the Veda, 'A Brâhmana is born, loaded with three debts,' (and further, 'He owes) sacrifices to the gods, a son to the manes, the study of the Veda to the Rishis; therefore he is free from debt who has offered sacrifices, who has begotten a son, and who has lived as a student (with a teacher).'
11	49	Let him (ordinarily) initiate a Brâhmana in the eighth (year) after conception,
11	50	A Kshatriya in the eleventh year after conception,
11	51	A Vaisya in the twelfth year after conception.
11	52	The staff of a Brâhmana (student may) optionally (be made) of Palâsa wood,
11	53	(That) of a Kshatriya optionally of the wood of the Banyan tree,
11	54	(That) of a Vaisya optionally of Udumbara wood.
11	55	(The staff) of a Brâhmana shall (be of such a length as to) reach the hair,
11	56	(That) of a Kshatriya the forehead,
11	57	(That) of a Vaisya the (tip of the) nose.
11	58	The girdle of a Brâhmana shall be made of Muñga grass,
11	59	A bowstring (shall be that) of a Kshatriya,
11	60	(That) of a Vaisya shall be made of hempen threads.
11	61	The upper garment of a Brâhmana (shall be) the skin of a black antelope,
11	62	(That) of a Kshatriya the skin of a spotted deer,
11	63	(That) of a Vaisya a cow-skin or the hide of a he-goat.
11	64	The (lower) garment of a Brâhmana (shall be) white (and) unblemished,
11	65	(That) of a Kshatriya dyed with madder,
11	66	(That) of a Vaisya dyed with turmeric, or made of (raw) silk;
11	67	Or (a dress made of) undyed (cotton) cloth may be worn by (students of) all (castes).
11	68	A Brâhmana shall ask for alms placing (the word) 'Lady' first,
11	69	A Kshatriya placing (the word)' Lady' in the middle,
11	70	A Vaisya placing (the word) Lady' at the end (of the formula).
11	71	The time (for the initiation) of a Brâhmana has not passed until the completion of the sixteenth year,
11	72	(For that) of a Kshatriya until the completion of the twenty-second,
11	73	(For that) of a Vaisya until the completion of the twenty-fourth.
11	74	After that they become 'men whose Sâvitrî has been neglected.'
11	75	Let him not initiate such men, nor teach them, nor sacrifice for them; let them not form matrimonial alliances (with such outcasts).
11	76	A man whose Sâvitrî has not been performed, may undergo the Uddâlaka-penance.
11	77	Let him subsist during two months on barley-gruel, during one month on milk, during half a month on curds of two-milk whey, during eight days on clarified butter, during six days on alms given without asking, (and) during three days on water, and let him fast for one day and one night.
11	78	(Or) he may go to bathe (with the priests) at the end of an Asvamedha (horse-sacrifice).
11	79	Or he may offer a Vrâtya-stoma.
12	1	Now, therefore, the duties of a Snâtaka (will be explained).
12	2	Let him not beg from anybody except from a king and a pupil.
12	3	But let him ask, if pressed by hunger, for some (small gift) only, a cultivated or uncultivated field, a cow, a goat or a sheep, (or) at the last extremity, for gold, grain or food.
12	4	But the injunction (given by those who know the law) is, 'A Snâtaka shall not be faint with hunger.'
12	5	Let him not dwell together with a person whose clothes are foul;
12	6	(Let him not cohabit) with a woman during her courses,
12	7	Nor with an unfit one.
12	8	Let him not be a stay-at-home.
12	9	Let him not step over a stretched rope to which a calf (or cow) is tied.
12	10	Let him not look at the sun when he rises or sets.
12	11	Let him not void excrements or urine in water,
12	12	Nor spit into it.
12	13	Let him ease himself, after wrapping up his head and covering the ground with grass that is not fit to be used at a sacrifice, and turning towards the north in the day-time, turning towards the south at night, sitting with his face towards the north in the twilight.
12	14	Now they quote also (the following verses): 'But Snâtakas shall always wear a lower garment and an upper one, two sacrificial threads, (shall carry) a staff and a vessel filled with water.'
12	15	'It is declared, that (a vessel becomes) pure (if cleaned) with water, or with the hand, or with a stick, or with fire: Therefore he shall clean (his) vessel with water and with his (right) hand.'
12	16	'For Manu, the lord of created beings, calls (this mode of cleaning) encircling it-with fire.'
12	17	He who is perfectly acquainted with (the rules of) purification shall sip water (out of this vessel), after he has relieved the necessities of nature.'
12	18	Let him eat his food facing the east.
12	19	Silently let him swallow the entire mouthful, (introducing it into the mouth) with the four fingers and with the thumb;
12	20	And let him not make a noise (while eating).
12	21	Let him approach his wife in the proper season, except on the Parva days.
12	22	Let him not commit a crime against nature (with her).
12	23	Now they quote also (the following verse): 'The ancestors of a man-who commits an unnatural crime with a wedded wife, feed during that month on his semen. All unnatural intercourse is against the sacred law.'
12	24	It is also declared in the Kâthaka, '(When) the women (asked) Indra, "May even those among us, who are soon to be mothers, (be allowed to) cohabit with their husbands," he granted that wish.'
12	25	Let him not ascend a tree.
12	26	Let him not descend into a well.
12	27	Let him not blow the fire with his mouth.
12	28	Let him not pass between a fire and a Brâhmana,
12	29	Nor between two fires;
12	30	Nor between two Brâhmanas; or (he may do it) after having asked for permission.
12	31	Let him not dine together with his wife. For it is declared in the Vâgasaneyaka, His children will be destitute of manly vigour.'
12	32	Let him not point out (a rainbow calling it) by (its proper) name, 'Indra's bow.'
12	33	Let him call it 'the jewelled bow' (manidhanuh).
12	34	Let him avoid seats, clogs, sticks for cleaning the teeth, (and other implements) made of Palâsa wood.
12	35	Let him not eat (food placed) in his lap.
12	36	Let him not eat (food placed) on a chair.
12	37	Let him carry a staff of bamboo,
12	38	And (wear) two golden earrings.
12	39	Let him not wear any visible wreath excepting a golden one;
12	40	And let him disdain assemblies and crowds.
12	41	Now they quote also (the following verse): 'To deny the authority of the Vedas, to carp at the teaching of the Rishis, to waver with respect to any (matter of duty), that is to destroy one's soul.'
12	42	Let him not go to a sacrifice except if he is chosen (to be an officiating priest. But) if he goes,. he must, on returning home, turn his right hand (towards the place).
12	43	Let him not set out on a journey when the sun stands over the trees.
12	44	Let him not ascend an unsafe boat, or (any unsafe conveyance).
12	45	Let him not cross a river, swimming.
12	46	When he has risen in the last watch (of the night) and has recited (the Veda) he shall not lie down again.
12	47	In the Muhûrta sacred to Pragâpati a Brâhmana shall fulfil some sacred duties.
13	1	Now, therefore, the Upâkarman (or the rite preparatory to the study) of the Veda (must be performed) on the full moon day of the month Srâvana or Praushthapada.
13	2	Having kindled the sacred fire, he offers (therein) unground (rice) grains,
13	3	To the gods, to the Rishis, and to the Khandas.
13	4	Let them begin to study the Vedas, after having made Brâhmanas (invited for the purpose) wish 'welfare' (svasti), and after having fed them with sour milk,
13	5	(And continue the Veda-study) during four months and a half or during five months and a half.
13	6	After (the expiration of) that (period), he may study (the Vedas) during the bright half of each month,
13	7	But the supplementary treatises (Aṅgas) of the Veda at pleasure (both during the bright and the dark halves of each month).
13	8	Interruptions of the (Veda-study shall take place),
13	9	If it thunders during the twilight,
13	10	During (both) the twilights (of each day),
13	11	In towns where a corpse (lies) or Kândâlas (stay).
13	12	At pleasure (he may study seated) in (a place) which has been smeared with cowdung and around which a line has been drawn.
13	13	(Let him not study) near a burial-ground,
13	14	(Nor) lying down,
13	15	Nor when he has eaten or received a gift at a funeral sacrifice;
13	16	And with reference to this (subject) they quote a verse of Manu, 'Be it fruit, or water, or sesamum, or food, or whatever be the (gift) at a Srâddha, let him not, having just accepted it, recite the Veda; for it is declared in the Smriti, that the hand of a Brâhmana is his mouth.'
13	17	(Let him not recite the Veda) while he runs, (nor) while a foul smell and the like (are perceptible, nor) on barren ground,
13	18	(Nor) when he has ascended a tree,
13	19	(Nor) in a boat or in a camp,
13	20	Nor after meals while his hands are moist,
13	21	(Nor) while the sound of a Vâna (is heard),
13	22	(Nor) on the fourteenth day (of each half-month, nor) on the new moon day, (nor) on the eighth day (of each half-month, nor) on an Ashtakâ,
13	23	(Nor) while he stretches his feet out, (nor) while he makes a lap, (nor) while he leans against (something), nor (in any other unbecoming posture),
13	24	(Nor) close to his Gurus,
13	25	(Nor) during that night in which he has had conjugal intercourse,
13	26	(Nor) dressed in that garment which he had on during conjugal intercourse, except if it has been washed,
13	27	(Nor) at the extremity of a village,
13	28	(Nor) after (an attack of) vomiting,
13	29	(Nor) while voiding urine or fæces.
13	30	(Let him not recite) the Rig-veda, the Yagur-veda, and (the Atharva-veda) while the sound of the Sâman melodies (is audible), nor (the Sâman while the other Vedas are being recited).
13	31	(Let him not study) before (his food is) digested,
13	32	(Nor) when a thunderbolt falls,
13	33	(Nor) when an earthquake happens,
13	34	Nor when the sun and the moon are eclipsed.
13	35	When a preternaturally loud sound is heard in the sky, when a mountain falls, (and) when showers of stones, blood or sand (fall from the sky, the Veda must not be read) during the twenty-four hours (immediately succeeding the event).
13	36	If meteors and lightning appear together, (the interruption shall last) three (days and) nights.
13	37	A meteor (alone and) a flash: of lightning (alone cause an interruption lasting) as long as the sun shines (on that or the next day).
13	38	(If rain or other celestial phenomena come) out of season, (the Veda must not be read) during the twenty-four hours (immediately succeeding the event).
13	39	If the teacher has died, (he shall not study the Veda) during three (days and) nights.
13	40	If the teacher's son, a pupil, or a wife (have died, he shall not study) during a day and a night.
13	41	Let him honour an officiating priest, a father-in-law, paternal and maternal uncles, (though they may be) younger than himself, by rising and saluting them,
13	42	Likewise the wives of those persons whose feet must be embraced, and the teacher's (wives)
13	43	And his parents.
13	44	Let him say to one acquainted with (the meaning of) a salute, 'I N. N. ho! (salute thee);'
13	45	But him who does not know it (he shall address with the same formula, omitting his name).
13	46	When a salute is returned, the last vowel (of the noun standing) in the vocative is produced to the length of three moras, and if it is a diphthong (e or o) changeable according to the Sandhi rules, it becomes ây or âv, e.g. bho, bhâv.
13	47	A father who has committed a crime causing loss of caste must be cast off. But a mother does not become an outcast for her son.
13	48	Now they quote also (the following verses): [paragraph continues] 'The teacher (âkârya) is ten times more venerable than a sub-teacher (upâdhyâya), the father a hundred times more than the teacher, and the mother a thousand times more than the father.'
13	49	'A wife, sons, and pupils who are defiled by sinful deeds, must first be reproved, and (if they do not amend, then) be cast off. He who forsakes them in any other way, becomes (himself) an outcast.'
13	50	An officiating priest and a teacher who neglect to teach the recitation of the Veda, or to sacrifice, shall be cast off. If he does not forsake them, he becomes an outcast.
13	51	They declare that the male offspring of outcasts are (also) outcasts, but not the females.
13	52	For a female enters (the family of) a stranger.
13	53	He may marry such a (female) without a dowry.
13	54	'If the teacher's teacher is near, he must be treated like the teacher (himself). The Veda declares that one must behave towards the teacher's son just as towards the teacher.'
13	55	A Brâhmana shall not accept (as gifts) weapons, poison, and spirituous liquor.
13	56	Learning, wealth, age, relationship, and occupation must be honoured.
13	57	(But) each earlier named (quality) is more venerable than (the succeeding ones).
13	58	If he meets aged men, infants, sick men, load-carriers, women, and persons riding in chariots, he must make way (for them, i.e.) for each later (named before those enumerated earlier).
13	59	If a king and a Snâtaka meet, the king must make (way) for the Snâtaka.
13	60	All (must make way) for a bride who is being conveyed (to her husband's house).
13	61	Grass, room (for resting), fire, water, a welcome, and kind words never fail in the houses of good men.
14	1	Now, therefore, we will declare what may be eaten and what may not be eaten.
14	2	Food given by a physician, a hunter, a woman of bad character, a mace-bearer, a thief, an Abhisasta, a eunuch, (or) an outcast must not be eaten,
14	3	(Nor that given) by a miser, one who has performed the initiatory ceremony of a Srauta-sacrifice, a prisoner, a sick person, a seller of the Soma-plant, a carpenter, a washerman, a dealer in spirituous liquor, a spy, a usurer, (or) a cobbler,
14	4	Nor (that given) by a Sûdra,
14	5	Nor (that given) by one who lives by his weapons,
14	6	Nor (that given) by the (kept) paramour of a married woman, or by a husband who allows a paramour (to his wife),
14	7	Nor (that given) by an incendiary,
14	8	Nor (that given) by (a ruler) who does not slay those worthy of capital punishment,
14	9	Nor (food) offered publicly with these words, 'Who is willing to eat?'
14	10	Nor food given by a multitude of givers, or by harlots, and so forth.
14	11	Now they quote also (the following verse): 'The gods do not eat (the offerings) of a man who keeps dogs, nor of him whose (only) wife is of the Sûdra caste, nor of him who lives in subjection to his wife, nor of (a husband) who (permits) a paramour (of his wife to reside) in his house.'
14	12	He may accept (the following presents even) from such (people, viz.) firewood, water, fodder, Kusa grass, parched grain, (food) given without asking, a vehicle, (shelter in) the house, small fish, millet, a garland, perfumes, honey, and meat.
14	13	Now they quote also (the following verse): 'For the sake of a Guru, when he desires to save his wife (and family from starvation), when he wishes to honour the gods or guests, he may accept (presents) from anybody; but let him not satisfy his (own hunger) with such (gifts).'
14	14	Food given by a hunter who uses the bow must not be rejected.
14	15	For it is declared in the Veda, 'At a sacrificial session (sattra), which lasted one thousand years, Agastya went out to hunt. He had sacrificial cakes prepared with the meat of beasts and fowls good (to eat).'
14	16	With reference to this (subject) they quote also some verses proclaimed by Pragâpati, 'Pragâpati (the Lord of created beings) has declared that food freely offered and brought (by the giver himself) may be eaten, though (the giver) be a sinful man, provided the gift has not been asked for beforehand.'
14	17	Food offered by a man who has faith must certainly be eaten, even though (the giver) be a thief, but not that given by (a Brâhmana) who sacrifices for many and who initiates many.'
14	18	'The manes do not eat during fifteen years (the food) of that man who disdains a (freely offered gift), nor does the fire carry his offerings (to the gods).'
14	19	'But alms, though offered without asking, must not be accepted from a physician, from a hunter, from a surgeon or a (very) wicked man, from a eunuch, and from a faithless wife.'
14	20	Fragments of food left by other persons than the teacher must not be eaten,
14	21	Nor remnants of one's own (meal) and food touched by leavings,
14	22	Nor (food) defiled by contact with a garment, hair, or insects.
14	23	But at pleasure he may use (such food) after taking out the hair and the insects, sprinkling it with water, dropping ashes on it, and (after it has been declared) fit for use by the word (of a Brâhmana).
14	24	With reference to this (subject) they quote also some verses proclaimed by Pragâpati, The gods created for Brâhmanas three means of purifying (defiled substances), viz. ignorance (of defilement), sprinkling (them) with water, and commending (them) by word of mouth.'
14	25	Let him not throw away that food which, at a procession with images of the gods, at weddings, and at sacrifices, is touched by crows or dogs.'
14	26	After the (defiled) portion has been removed, the remainder shall be purified, liquids by straining them, but solid food by sprinkling it with water.'
14	27	'What has been touched by the mouth of a cat is even pure.'
14	28	(Cooked food which has become) stale (by being kept), what is naturally bad, what has been placed once only in the dish, what has been cooked more than once, raw (food), and (food) insufficiently cooked (must not be eaten).
14	29	But at pleasure he may use (such food) after pouring over it sour milk or clarified butter.
14	30	With reference to this (subject) they quote also some verses proclaimed by Pragâpati, 'A Brâhmana shall not eat clarified butter or oil which drips from the nails (of the giver). Yama has declared such (food to be) impure; (to eat it is as sinful) as to partake of cow's flesh.'
14	31	'But fatty substances, salt, and condiments proffered with the hand do not benefit the giver, and he who partakes of them will eat sin.'
14	32	'Let him give, therefore, such substances placed on a leaf or on grass, but never with his hands or in an iron vessel.'
14	33	For eating garlic, onions, mushrooms, turnips, Sleshmântaka, exudations from trees, the red sap flowing from incisions (in trees or plants), food pecked at by crows or worried by dogs, or the leavings of a Sûdra, an Atikrikkhra (penance must be performed).
14	34	(Let him not drink) the milk of a cow that is in heat, nor of one whose calf has died,
14	35	Nor that which cows, buffalo-cows, and goats give during the first ten days (after giving birth to young ones),
14	36	Nor water collected at the bottom of a boat.
14	37	Let him avoid wheat-cakes, (fried) grain, porridge, barley-meal, pulse-cakes, oil, rice boiled in milk, and vegetables that have turned sour (by standing),
14	38	Likewise other kinds of (sour) food prepared with milk and barley-flour.
14	39	Among five-toed animals, the porcupine, the hedgehog, the hare, the tortoise, and the iguana may be eaten,
14	40	Among (domestic) animals those having teeth in one jaw only, excepting camels.
14	41	And among fishes, the long-nosed crocodile, the Gavaya, the porpoise, the alligator, and the crab (must not be eaten),
14	42	Nor those which are misshaped or have heads like snakes,
14	43	Nor the bos Gaurus, the Gayal, and the Sarabha,
14	44	Nor those that have not been (specially mentioned (as fit for food),
14	45	Nor milch-cows, draught-oxen, and animals whose milk teeth have not dropped out.
14	46	It is declared in the Vâgasaneyaka, that (the flesh of) milch-cows and oxen is fit for offerings.
