Aranyaka	Adhyaya	Khanda	Text_no	Hymn
1	4	1	5	He who knows this, gets offspring and cattle.
1	4	1	6	Next comes the Sûdadohas verse. Verily, Sûdadohas is breath, and thereby he joins all joints with breath.
1	4	1	7	Next follow the vertebrae  (of the bird). These verses are Virâg (shining). Therefore man says to man, 'Thou shinest above us;' or to a stiff and proud man, 'Thou carriest thy neck stiff.' Or because the (vertebrae of the neck) run close together, they are taken to be the best food. For Virâg, is food, and food is strength.
1	4	1	8	Next comes the Sûdadohas verse. Sûdadohas is breath, and thereby he joins all joints with breath.
1	4	2	1	Next follows the right wing. It is this world (the earth), it is this Agni, it is speech, it is the Rathantara , it is Vasishtha, it is a hundred . These are the six powers (of the right wing) . The Sampâta hymn  serves indeed for obtaining desires and for firmness. The Paṅkti verse  serves for proper food.
1	4	2	2	Next comes the Sûdadohas verse. Sûdadohas is breath, thereby he joins all joints with breath.
1	4	2	3	Next follows the left wing. It is that world (heaven), it is that sun, it is mind, it is the Brihat, ita, it is a hundred . These are the six powers (of the left wing). The Sampâta hymn  serves indeed for obtaining desires and for firmness. The Paṅkti verse  serves for proper food.
1	4	2	4	These two (the right and the left wings) are deficient and excessive . The Brihat (the left wing) is man, the Rathantara (the right wing) is woman. The excess belongs to the man, the deficiency to the woman. Therefore they are deficient and excessive.
1	4	2	5	Now the left wing of a bird is verily by one feather better, therefore the left wing is larger by one verse.
1	4	2	6	Next comes the Sûdadohas verse. Sûdadohas is breath, and thereby he joins all joints with breath.
1	4	2	7	Next follows the tail. They are twenty-one Dvipadâ verses . For there are twenty-one backward feathers in a bird.
1	4	2	8	Then the Ekavimsa is the support of all Stomas, and the tail the support of all birds .
1	4	2	9	He recites a twenty-second verse. This is made the form of two supports. Therefore all birds support themselves on their tail, and having supported themselves on their tail, they fly up. For the tail is a support.
1	4	2	10	He (the bird and the hymn) is supported by two decades which are Virâg. The man (the sacrificer) is supported by the two Dvipadâs, the twenty first and twenty-second. That which forms the bird serves for the attainment of all desires; that which forms the man, serves for his happiness, glory, proper food, and honour.
1	4	2	11	Next comes a Sûdadohas verse, then a Dhayyâ, then a Sûdadohas verse. The Sûdadohas is a man, the Dhayyâ a woman, therefore he recites the Dhayyâ as embraced on both sides by the Sûdadohas. Therefore does the seed of both, when it is effused, obtain oneness, and this with regard to thewoman only. Hence birth takes place in and from the woman. Therefore he recites that Dhayyâ in that place .
1	4	3	1	He recites the eighty tristichs of Gâyatrîs . Verily, the eighty Gâyatrî tristichs are this world (earth). Whatever there is in this world of glory, greatness, wives, food, and honour, may I obtain it, may I win it, may it be mine.
1	4	3	2	Next comes the Sûdadohas verse. Sûdadohas verily is breath. He joins this world with breath.
1	4	3	3	He recites the eighty tristichs of Brihatîs. Verily, the eighty Brihatî tristichs are the world of the sky. Whatever there is in the world of the sky of glory, greatness, wives, food, and honour, may I obtain it, may I win it, may it be mine.
1	4	3	4	Next comes the Sûdadohas verse. Sûdadohas verily is breath. He joins the world of the sky with breath.
1	4	3	5	He recites the eighty tristichs of Ushnih. Verily, the eighty Ushnih tristichs are that world, the heaven. Whatever there is in that world of glory, greatness, wives, food, and honour, also the divine being of the Devas (Brahman), may I obtain it, may I win it, may it be mine.
1	4	3	6	Next comes the Sûdadohas verse. Sûdadohas verily is the breath. He joins that world with breath, yea, with breath.
1	5	1	1	He recites the Vasa hymn , wishing, May everything be in my power.
1	5	1	2	They (its verses) are twenty-one , for twenty-one are the parts (the lungs, spleen, &c.) in the belly.
1	5	1	3	Then the Ekavimsa is verily the support of all Stomas, and the belly the support of all food.
1	5	1	4	They consist of different metres. Verily, the intestines are confused, some small, some large.
1	5	1	5	He recites them with the pranava , according to the metre , and according to rule . Verily, the intestines are according to rule, as it were; some shorter, some longer.
1	5	1	6	Next comes the Sûdadohas verse. Sûdadohas verily is breath. He joins the joints; with breath.
1	5	1	7	After having recited that verse twelve times heleaves it off there. These prânas are verily twelvefold, seven in the head, two on the breast, three below. In these twelve places the prânas are contained, there they are perfect. Therefore he leaves it off there .
1	5	1	8	The hymn indrâgnî yuvam su nah  forms the two thighs (of the bird) belonging to Indra and Agni, the two supports with broad bones.
1	5	1	9	These (verses) consist of six feet, so that they may stand firm. Man stands firm on two feet, animals on four. He thus places man (the sacrificer), standing on two feet, among four-footed cattle.
1	5	1	10	The second verse has seven feet, and he makes it into a Gâyatrî and Anushtubh. Gâyatrî is Brahman, Anushtubh is speech; and he thus puts together speech with Brahman.
1	5	1	11	He recites a Trishtubh at the end. Trishtubh is strength, and thus does he come round animals by strength. Therefore animals come near where there is strength (of command, &c.); they come to be roused and to rise up, (they obey the commands of a strong shepherd.)
1	5	2	1	When he recites the Nishkevalya hymn addressed to Indra , pra vo mahe, he inserts a Nivid  (between the fourth and fifth verses). Thus he clearly places strength in himself (in the sastra, in the bird, in himself).
1	5	2	2	They are Trishtubhs and Gagatîs.
1	5	2	3	There they say: 'Why does he insert a Nivid among mixed Trishtubhs and Gagatîs ?' But surely one metre would never support the Nivid of this day, nor fill it: therefore he inserts the Nivid among mixed Trishtubhs and Gagatîs.
1	5	2	4	Let him know that this day has three Nivids: the Vasa hymn is a Nivid, the Vâlakhilyas  are a Nivid, and the Nivid itself is a Nivid. Thus let him know that day as having three Nivids.
1	5	2	5	Then follow the hymns vane na vâ  and yo gâta eva . In the fourth verse of the former hymn occur the words anne samasya yad asan manîshâh, and they serve for the winning of proper food.
1	5	2	6	Then comes an insertion. As many Trishtubh and Gagatî verses , taken from the ten Mandalas and addressed to Indra, as they insert (between the two above-mentioned hymns), after changing them into Brihatîs, so many years do they live beyond the (usual) age (of one hundred years). By this insertion age is obtained.
1	5	2	7	After that he recites the Saganîya hymn, wishing that cattle may always come to his offspring.
1	5	2	8	Then he recites the Târkshya hymn . Târkshya is verily welfare, and the hymn leads to welfare. Thus (by reciting the hymn) he fares well .
1	5	2	9	Then he recites the Ekapadâ (indro visvam vi râgati), wishing, May I be everything at once, and may I thus finish the whole work of metres .
1	5	2	10	In reciting the hymn indram visvâ avivridhan  he intertwines the first seven verses by intertwining their feet . There are seven prânas (openings) in the head, and he thus places seven prânas in the head. The eighth verse (half-verse) he does not intertwine . The eighth is speech, and he thinks, May my speech never be intertwined with the other prânas. Speech therefore, though dwelling in the same abode as the other prânas, is not intertwined with them.
1	5	2	11	He recites the Virâg verses . Verily, Virâg verses are food, and they thus serve for the gaining of food.
1	5	2	12	He ends with the hymn of Vasishtha , wishing, May I be Vasishtha!
1	5	2	13	But let him end with the fifth verse, esha stomo maha ugrâya vâhe, which, possessing the word mahat, is auspicious.
1	5	2	14	In the second foot of the fifth verse the word dhuri occurs. Verily, dhuh (the place where the horse is fastened to the car) is the end (of the car). This day also is the end (of the sacrifice which lasts a whole year) . Thus the verse is fit for the day.
1	5	2	15	In the third foot the word arka is auspicious.
1	5	2	16	The last foot is: 'Make our glory high as heaven over heaven.' Thus wherever Brahmanic speech is uttered, there his glory will be, when he who knows this finishes with that verse. Therefore let a man who knows this, finish (the Nishkevalya) with that verse.
1	5	3	1	Tat savitur vrinîmahe  and adyâ no deva savitar  are the beginning (pratipad) and the next step (anukara) of the Vaisvadeva hymn, taken from the Ekâha ceremonial and therefore proper .
1	5	3	2	On that day  much is done now and then which has to be hidden, and has to be atoned for. Atonement is rest, the one-day sacrifice. Therefore at the end of the year the sacrificers; rest on this atonement as their rest. He who knows this rests firm, and they also for whom a Hotri priest who knows this, recites this hymn.
1	5	3	3	Then (follows) the hymn addressed to Savitri, tad devasya savitur vâryam mahat . Verily, mahat, great, (in this foot) is the end . This day too is the end. Thus the verse is fit for the day.
1	5	3	4	The hymn katarâ pûrvâ katarâ parâyoh , addressed to Dyâvâprithivî, is one in which many verses have the same ending. Verily, this day also (the mahâvrata) is one in which many receive the same reward . Thus it is fit for the day.
1	5	3	5	The hymn anasvo gâto anabhîsur ukthyah  is addressed to the Ribhus.
1	5	3	6	In the first verse the word tri (kakrah) occurs, and trivat  is verily the end. This day also is the end (of the sacrifice). Thus the verse is fit for the day.
1	5	3	7	The hymn asya vâmasya palitasya hotuh , addressed to the Visvedevas, is multiform. This day also is multiform . Thus the verse is fit for the day.
1	5	3	8	He recites the end of it, beginning with gaurîr mimâya .
1	5	3	9	The hymn â no bhadrâh kratavo yantu visvatah , addressed to the Visvedevas, forms the Nividdhâna, taken from the Ekâha ceremonial, and therefore proper.
1	5	3	10	On that day much is done now and then which has to be hidden, and has to be atoned for. Atonement is rest, the one-day sacrifice. Therefore at the end of the year the sacrificers rest on this atonement as their rest. He who knows this rests firm, and they also for whom a Hotri priest who knows this, recites this hymn.
1	5	3	11	The hymn vaisvânarâya dhishanâm ritavridhe[paragraph continues]  forms the beginning of the Âgnimâruta. Dhishanâ, thought, is verily the end, this day also is the end. Thus it is fit for the day.
1	5	3	12	The hymn prayagyavo maruto bhrâgadrishtayah , addressed to the Maruts, is one in which many verses have the same ending. Verily, this day also is one in which many receive the same reward. Thus it is fit for the day .
1	5	3	13	He recites the verse gâtavedase sunavâma somam , addressed to Gâtavedas, before the (next following) hymn. That verse addressed to Gâtavedas is verily welfare, and leads to welfare. Thus (by reciting it) he fares well .
1	5	3	14	The hymn imam stomam arhate gâtavedase , addressed to Gâtavedas, is one in which many verses have the same ending. Verily, this day also (the mahâvrata) is one in which many receive the same reward. Thus it is fit for the day, yea, it is fit for the day.
2	1	2	1	People say: 'Uktha, uktha,' hymns, hymns! (without knowing what uktha, hymn , means.) Thehymn is truly (to be considered as) the earth, for from it all whatsoever exists arises.
2	1	2	2	The object of its praise is Agni (fire), and the eighty verses (of the hymn) are food, for by means of food one obtains everything.
2	1	2	3	The hymn is truly the sky, for the birds fly along the sky, and men drive following the sky. The object of its praise is Vâyu (air), and the eighty verses (of the hymn) are food, for by means of food one obtains everything.
2	1	2	4	The hymn is truly the heaven, for from its gift (rain) all whatsoever exists arises. The object of its praise is Âditya (the sun), and the eighty verses are food, for by means of food one obtains everything.
2	1	2	5	So much with reference to the gods (mythological); now with reference to man (physiological).
2	1	2	6	The hymn is truly man. He is great, he is Pragâpati. Let him think, I am the hymn.
2	1	2	7	The hymn is his mouth, as before in the case of the earth.
2	1	2	8	The object of its praise is speech, and the eighty verses (of the hymn) are food, for by means of food he obtains everything.
2	1	2	9	The hymn is the nostrils, as before in the case of the sky.
2	1	2	10	The object of its praise is breath, and the eighty verses (of the hymn) are food, for by means of food he obtains everything.
2	1	2	11	The slight bent (at the root) of the nose is, as it were, the place of the brilliant (Âditya, the sun).
2	1	2	12	The hymn is the forehead, as before in the case of heaven. The object of its praise is the eye, and the eighty verses (of the hymn) are food, for by means of food he obtains everything.
2	1	2	13	The eighty verses (of the hymn) are alike food with reference to the gods as well as with reference to man. For all these beings breathe and live by means of food indeed. By food (given in alms, &c.) he conquers this world, by food (given in sacrifice) he conquers the other. Therefore the eighty verses (of the hymn) are alike food, with reference to the gods as well as with reference to man.
2	1	2	14	All this that is food, and all this that consumes food, is only the earth, for from the earth arises all whatever there is.
2	1	2	115	And all that goes hence (dies on earth), heaven consumes it all; and all that goes thence (returns from heaven to a new life) the earth consumes it all.
2	1	2	16	That earth is thus both food and consumer.He also (the true worshipper who meditates on himself as being the uktha) is both consumer and consumed (subject and object ). No one possesses that which he does not eat, or the things which do not eat him .
2	1	3	1	Next follows the origin of seed. The seed of Pragâpati are the Devas (gods). The seed of the Devas is rain. The seed of rain are herbs. The seed of herbs is food. The seed of food is seed. The seed of seed are creatures. The seed of creatures is the heart. The seed of the heart is the mind. The seed of the mind is speech (Veda). The seed of speech is action (sacrifice). The action done (in a former state) is this man, the abode of Brahman.
2	1	3	2	He (man) consists of food (irâ), and because he consists of food (irâmaya), he consists of gold (hiranmaya ). He who knows this becomes golden in the other world, and is seen as golden (as the sun) for the benefit of all beings.
2	1	4	1	Brahman (in the shape of prâna, breath) entered into that man by the tips of his feet, and because Brahman entered (prâpadyata) into that man by the tips of his feet, therefore people call them the tips of the feet (prapada), but hoofs and claws in other animals.
2	1	4	2	Then Brahman crept up higher, and therefore they were (called)  the thighs (ûrû).
2	1	4	3	Then he said: 'Grasp wide,' and that was (called) the belly (udara).
2	1	4	4	Then he said: 'Make room for me,' and that was (called) the chest (uras).
2	1	4	5	The Sârkarâkshyas meditate on the belly as Brahman, the Ârunis on the heart . Both (these places) are Brahman indeed .
2	1	4	6	But Brahman crept upwards and came to the head, and because he came to the head, therefore the head is called head .
2	1	4	7	Then these delights alighted in the head, sight, hearing, mind, speech, breath.
2	1	4	8	Delights alight on him who thus knows, why the head is called head.
2	1	4	9	These (five delights or senses) strove together, saying: 'I am the uktha (hymn), I am the uktha .' 'Well,' they said, 'let us all go out fromthis body; then on whose departure this body shall fall, he shall be the uktha among us .'
2	1	4	10	Speech went out, yet the body without speaking remained, eating and drinking.Sight went out, yet the body without seeing remained, eating and drinking.Hearing went out, yet the body without hearing remained, eating and drinking.Mind went out, yet the body, as if blinking, remained, eating and drinking.Breath went out, then when breath was gone out, the body fell.
2	1	4	11	It was decayed, and because people said, it decayed, therefore it was (called) body (sarîra). That is the reason of its name.
2	1	4	12	If a man knows this, then the evil enemy who hates him decays, or the evil enemy who hates him is defeated.
2	1	4	13	They strove again, saying: 'I am the uktha, I am the uktha.' 'Well,' they said, 'let us enter that body again; then on whose entrance this body shall rise again, he shall be the uktha among us.'
2	1	4	14	Speech entered, but the body lay still. Sight entered, but the body lay still. Hearing entered, but the body lay still. Mind entered, but the body lay still. Breath entered, and when breath had entered, the body rose, and it became the uktha.
2	1	4	15	Therefore breath alone is the uktha.
2	1	4	16	Let people know that breath is the uktha indeed.
2	1	4	17	The Devas (the other senses) said to breath: 'Thou art the uktha, thou art all this, we are thine, thou art ours.'
2	1	4	18	This has also been said by a Rishi : 'Thou art ours, we are thine.'
2	1	6	1	Speech is his (the breath's) rope, the names the knots . Thus by his speech as by a rope, and by his names as by knots, all this is bound. For all this are names indeed, and with speech he calls everything.
2	1	6	2	People carry him who knows this, as if they were bound by a rope.
2	1	6	3	Of the body of the breath thus meditated on, the Ushnih verse forms the hairs, the Gâyatrî the skin, the Trishtubh the flesh, the Anushtubh the muscles, the Gagatî the bone, the Paṅkti the marrow, the Brihatî the breath  (prâna). He is covered with the verses (khandas, metres). Because he is thus covered with verses, therefore they call them khandas (coverings, metres).
2	1	6	4	If a man knows the reason why khandas are called khandas, the verses cover him in whatever place he likes against any evil deed.
2	1	6	5	This is said by a Rishi :--
2	1	6	6	'I saw (the breath) as a guardian, never tiring, coming and going on his ways (the arteries). That breath (in the body, being identified with the sun among the Devas), illuminating the principal and intermediate quarters of the sky, is returning constantly in the midst of the worlds.'He says: 'I saw a guardian,' because he, the breath, is a guardian, for he guards everything.
2	1	6	7	He says: 'Never tiring,' because the breath never rests.
2	1	6	8	He says: 'Coming and going on his ways,' because the breath comes and goes on his ways.
2	1	6	9	He says: 'Illuminating the principal and intermediate,' because he illuminates these only, the principal and intermediate quarters of the sky.
2	1	6	10	He says. 'He is returning constantly in the midst of the worlds,' because he returns indeed constantly in the midst of the worlds.
2	1	6	11	And then, there is another verse : 'They are covered like caves by those who make them,'
2	1	6	12	For all this is covered indeed by breath.
2	1	6	13	This ether is supported by breath as Brihatî, and as this ether is supported by breath as Brihatî, so one should know that all things, not excepting ants, are supported by breath as Brihatî.
2	1	7	1	Next follow the powers of that Person .
2	1	7	2	By his speech earth and fire were created.[paragraph continues] Herbs are produced on the earth, and Agni (fire) makes them ripe and sweet. 'Take this, take this,' thus saying do earth and fire serve their parent, speech.
2	1	7	3	As far as the earth reaches, as far as fire reaches, so far does his world extend, and as long as the world of the earth and fire does not decay, so long does his world not decay who thus knows this power of speech.
2	1	7	4	By breath (in the nose) the sky and the air were created. People follow the sky, and hear along the sky, while the air carries along pure scent. Thus do sky and air serve their parent, the breath.As far as the sky reaches, as far as the air reaches, so far does his world extend, and as long as the world of the sky and the air does not decay, so long does his world not decay who thus knows this power of breath.
2	1	7	5	By his eye heaven and the sun were created. Heaven gives him rain and food, while the sun causes his light to shine. Thus do the heaven and the sun serve their parent, the eye.As far as heaven reaches and as far as the sun reaches, so far does his world extend, and as long as the world of heaven and the sun does not decay, so long does his world not decay who thus knows the power of the eye.
2	1	7	6	By his ear the quarters and the moon were created. From all the quarters they come to him, and from all the quarters he hears, while the moon produces for him the bright and the dark halves for the sake of sacrificial work. Thus do the quarters and the moon serve their parent, the ear.As far as the quarters reach and as far as themoon reaches, so far does his world extend, and as long as the world of the quarters and the moon does not decay, so long does his world not decay who thus knows the power of the ear.
2	1	7	7	By his mind the water and Varuna were created. Water yields to him faith (being used for sacred acts), Varuna keeps his offspring within the law. Thus do water and Varuna serve their parent, the mind.As far as water reaches and as far as Varuna reaches, so far does his world extend, and as long as the world of water and Varuna does not decay, so long does his world not decay who thus knows the power of the mind.
2	1	8	1	Was it water really? Was it water? Yes, all this was water indeed. This (water) was the root (cause), that (the world) was the shoot (effect). He (the person) is the father, they (earth, fire, &c.) are the sons. Whatever there is belonging to the son, belongs to the father; whatever there is belonging to the father, belongs to the son. This was intended .
2	1	8	2	Mahidâsa Aitareya, who knew this, said: 'I know myself (reaching) as far as the gods, and I know the gods (reaching) as far as me. For thesegods receive their gifts from hence, and are supported from hence.'
2	1	8	3	This is the mountain , viz. eye, ear, mind, speech, and breath. They call it the mountain of Brahman.
2	1	8	4	He who knows this, throws down the evil enemy who hates him; the evil enemy who hates him is defeated.
2	1	8	5	He (the Prâna, identified with Brahman) is the life, the breath; he is being (while the gîvâtman remains), and not-being (when the gîvâtman departs).
2	1	8	6	The Devas (speech, &c.) worshipped him (prâna) as Bhûti or being, and thus they became great beings. And therefore even now a man who sleeps, breathes like bhûrbhuh.
2	1	8	7	The Asuras worshipped him as Abhûti or not being, and thus they were defeated.
2	1	8	8	He who knows this, becomes great by himself, while the evil enemy who hates him, is defeated.
2	1	8	9	He (the breath) is death (when he departs), and immortality (while he abides).
2	1	8	10	And this has been said by a Rishi :--
2	1	8	11	'Downwards and upwards he (the wind of the breath) goes, held by food;'--for this up-breathing, being held back by the down-breathing, does not move forward (and leave the body altogether).
2	1	8	12	'The immortal dwells with the mortal;'--for through him (the breath) all this dwells together, the bodies being clearly mortal, but this being (the breath), being immortal.
2	1	8	13	'These two (body and breath) go for ever in different directions (the breath moving the senses of the body, the body supporting the senses of the breath: the former going upwards to another world, the body dying and remaining on earth). They increase the one (the body), but they do not increase the other,' i. e. they increase these bodies (by food), but this being (breath) is immortal.
2	1	8	14	He who knows this becomes immortal in that world (having become united with Hiranyagarbha), and is seen as immortal (in the sun) by all beings, yea, by all beings.
2	2	1	1	He (the sun), who shines, honoured this world (the body of the worshipper, by entering into it), in the form of man  (the worshipper who meditates on breath). For he who shines (the sun) is (the same as) the breath. He honoured this (body of the worshipper) during a hundred years, therefore there are a hundred years in the life of a man. Because he honoured him during a hundred years, therefore there are (the poets of the first Mandala of the Rig-veda, called) the Satarkin, (having honour for ahundred years.) Therefore people call him who is really Prâna (breath), the Satarkin poets .
2	2	1	2	He (breath) placed himself in the midst of all whatsoever exists. Because he placed himself in the midst of all whatsoever exists, therefore there are (the poets of the second to the ninth Mandala of the Rig-veda, called) the Mâdhyamas. Therefore people call him who is really Prâna (breath), the Mâdhyama poets.
2	2	1	3	He as up-breathing is the swallower (gritsa), as down-breathing he is delight (mada). Because as up-breathing he is swallower (gritsa) and as down-breathing delight (mada), therefore there is (the poet of the second Mandala of the Rig-veda, called) Gritsamada. Therefore people call him who is really Prâna (breath), Gritsamada.
2	2	1	4	Of him. (breath) all this whatsoever was a friend. Because of him all (visvam) this whatsoever was a friend (mitram), therefore there is (the poet of the third Mandala of the Rig-veda, called) Visvâmitra. Therefore people call him who is really Prâna (breath), Visvâmitra.
2	2	1	5	The Devas (speech, &c.) said to him (the breath): 'He is to be loved by all of us.' Because the Devas said of him, that he was to be loved (vâma) by all of them, therefore there is (the poet of the fourth Mandala of the Rig-veda, called) Vâmadeva. Therefore people call him who is really Prâna (breath), Vâmadeva.
2	2	1	6	He (breath) guarded all this whatsoever from evil. Because he guarded (atrâyata) all this whatsoeverfrom evil, therefore there are (the poets of the fifth Mandala of the Rig-veda, called) Atrayah. Therefore people call him who is really Prâna (breath), Atrayah.
2	2	2	1	He (breath) is likewise a Bibhradvâga (bringer of offspring). Offspring is vâga, and he (breath) supports offspring. Because he supports it, therefore there is (the poet of the sixth Mandala of the Rig-veda, called) Bharadvâga. Therefore people call him who is really Prâna (breath), Bharadvâga.
2	2	2	2	The Devas (speech, &c.) said to him: 'He it is who chiefly causes us to dwell on earth.' Because the Devas said of him, that he chiefly caused them to dwell on earth, therefore there is (the poet of the seventh Mandala of the Rig-veda, called) Vasishtha. Therefore people call him who is really Prâna (breath), Vasishtha .
2	2	2	3	He (breath) went forth towards  all this whatsoever. Because he went forth toward all this whatsoever, therefore there are (the poets of the eighth Mandala of the Rig-veda, called) the Pragâthas. Therefore people call him who is really Prâna (breath), the Pragâthas.
2	2	2	4	He (breath) purified all this whatsoever. Because he purified all this whatsoever, therefore thereare (the hymns and also the poets  of the ninth Mandala of the Rig-veda, called) the Pavamânîs. Therefore people called him who is really Prâna (breath), the Pavamânîs.
2	2	2	5	He (breath) said: 'Let me be everything whatsoever, small (kshudra) and great (mahat), and this became the Kshudrasûktas and Mahâsûktas.' Therefore there were (the hymns and also the poets of the tenth Mandala of the Rig-veda, called) the Kshudrasûktas (and Mahâsûktas). Therefore people call him who is really Prâna (breath), the Kshudrasûktas (and Mahâsûktas).
2	2	2	6	He (breath) said once: 'You have said what is well said (su-ukta) indeed. This became a Sûkta (hymn).' Therefore there was the Sûkta. Therefore people call him who is really Prâna (breath), Sûkta .
2	2	2	7	He (breath) is a Rik (verse), for he did honour  to all beings (by entering into them). Because he did honour to all beings, therefore there was the Rik verse. Therefore people call him who is really Prâna (breath), Rik.
2	2	2	8	He (breath) is an Ardharka (half-verse), for he did honour to all places (ardha) . Because he did honour to all places, therefore there was the Ardharka. Therefore people call him who is really Prâna (breath), Ardharka.
2	2	2	9	He (breath) is a Pada (word) , for he got into all these beings. Because he got (pâdi) into all these beings, therefore there was the Pada (word). Therefore people call him who is really Prâna (breath), Pada.
2	2	2	10	He (breath) is an Akshara (syllable), for he pours out (ksharati) gifts to all these beings, and without him no one can pour out (atiksharati) gifts. Therefore there was the Akshara (syllable). Therefore people call him who is really Prâna (breath), Akshara .
2	2	2	11	Thus all these Rik verses, all Vedas, all sounds  are one word, viz. Prâna (breath). Let him know that Prâna is all Rik verses.
2	2	3	1	While Visvâmitra was going to repeat the hymns of this day (the mahâvrata), Indra sat down near him . Visvâmitra (guessing that Indra wanted food) said to him, 'This (the verses of the hymn) is food,' and repeated the thousand Brihatî verses [paragraph continues] By means of this he went to the delightful home of Indra (Svarga).
2	2	3	2	Indra said to him: 'Rishi, thou hast come to my delightful home. Rishi, repeat a second hymn .' Visvâmitra (guessing that Indra wanted food) said to him, 'This (the verses of the hymn) is food,' and repeated the thousand Brihatî verses. By means of this he went to the delightful home of Indra (Svarga).
2	2	3	3	Indra said to him: 'Rishi, thou hast come to my delightful home. Rishi, repeat a third hymn.' Visvâmitra (guessing that Indra wanted food) said to him, 'This (the verses of the hymn) is food,' and repeated the thousand Brihatî verses. By means of this he went to the delightful home of Indra (Svarga).
2	2	3	4	Indra said to him: 'Rishi, thou hast come to my delightful home. I grant thee a boon.' Visvâmitra said: 'May I know thee.' Indra said: 'I am Prâna (breath), O Rishi, thou art Prâna, all things are Prâna. For it is Prâna who shines as the sun, and I here pervade all regions under that form. This food of mine (the hymn) is my friend and my support (dakshina). This is the food prepared by Visvâmitra. I am verily he who shines (the sun).'
2	2	4	1	This then becomes perfect as a thousand of Brihatî verses. Its consonants  form its body, its voice  (vowels) the Soul , its sibilants  the air of the breath.
2	2	4	2	He who knew this became Vasishtha, he took this name from thence .
2	2	4	3	Indra verily declared this to Visvâmitra, and Indra verily declared this to Bharadvâga. Therefore Indra is invoked by him as a friend .
2	2	4	4	This becomes perfect as a thousand of Brihatî verses , and of that hymn perfect with a thousand Brihad verses, there are
2	2	4	36	,
2	2	4	000	syllables . So many are also the thousands of days of a hundred years . With the consonants they fill the nights, with the vowels the days.
2	2	4	5	This becomes perfect as a thousand of Brihatî verses. He who knows this, after this thousand of Brihatîs thus accomplished, becomes full of knowledge, full of the gods, full of Brahman, full of the immortal, and then goes also to the gods.
2	2	4	6	What I am (the worshipper), that is he (sun); what he is, that am I.
2	2	4	7	This has been said by a Rishi : 'The sun is the self of all that moves and rests.'
2	2	4	8	Let him look to that, let him look to that!
2	3	1	1	He who knows himself as the fivefold hymn (uktha), the emblem of Prâna (breath), from whence all this springs , he is clever. These five are the earth, air, ether, water, and fire (gyotis). This is the self, the fivefold uktha. For from him all this springs, and into him it enters again (at the dissolution of the world). He who knows this, becomes the refuge of his friends.
2	3	1	2	And to him who knows the food (object) and the feeder (subject) in that uktha, a strong son is born, and food is never wanting. Water and earth are food, for all food consists of these two. Fire and air are the feeder, for by means of them  man eats all food. Ether is the bowl, for all this is poured into the ether. He who knows this, becomes the bowl or support of his friends.
2	3	1	3	To him who knows the food and the feeder in that uktha, a strong son is born, and food is never wanting. Herbs and trees are food, animals the feeder, for animals eat herbs and trees.
2	3	1	4	Of them again those who have teeth aboveand below, shaped after the likeness of man, are feeders, the other animals are food. Therefore these overcome the other animals, for the eater is over the food.
2	3	1	5	He who knows this is over his friends.
2	3	2	1	He who knows the gradual development of the self in him (the man conceived as the uktha), obtains himself more development.
2	3	2	2	There are herbs and trees and all that is animated, and he knows the self gradually developing in them. For in herbs and trees sap only is seen , but thought (kitta) in animated beings.Among animated beings again the self develops gradually, for in some sap (blood) is seen (as well as thought), but in others thought is not seen.
2	3	2	4	And in man again the self develops gradually, for he is most endowed with knowledge. He says what he has known, he sees what he has known . He knows what is to happen to-morrow, he knows heaven and hell. By means of the mortal he desires the immortal--thus is he endowed.
2	3	2	5	With regard to the other animals hunger and thirst only are a kind of understanding. But they do not say what they have known, nor do they seewhat they have known. They do not know what is to happen to-morrow, nor heaven and hell. They go so far and no further, for they are born according to their knowledge (in a former life).
2	3	3	1	That man (conceived as uktha) is the sea, rising beyond the whole world . Whatever he reaches, he wishes to go beyond . If he reaches the sky, he wishes to go beyond.
2	3	3	2	If he should reach that (heavenly) world, he would wish to go beyond.
2	3	3	3	That man is fivefold. The heat in him is fire; the apertures (of the senses) are ether; blood, mucus, and seed are water; the body is earth; breath is air.
2	3	3	4	That air is fivefold, viz. up-breathing, down-breathing, back-breathing, out-breathing, on-breathing. The other powers (devatâs), viz. sight, hearing, mind, and speech, are comprised under up-breathing and down-breathing. For when breath departs, they also depart with it.
2	3	3	5	That man (conceived as uktha) is the sacrifice, which is a succession now of speech and now of thought. That sacrifice is fivefold, viz. the Agnihotra, the new and full moon sacrifices, the four-monthly sacrifices, the animal sacrifice, the Soma sacrifice. The Soma sacrifice is the most perfect of sacrifices, for in it these five kinds of ceremonies are seen: the first which precedes the libations (the Dîkshâ, &c.), then three libations, and what follows (the Avabhritha, &c.) is the fifth.
2	3	4	1	He who knows one sacrifice above another, one day above another, one deity above the others, he is clever. Now this great uktha (the nishkevalya-sastra) is the sacrifice above another, the day above another, the deity above others .
2	3	4	2	This uktha is fivefold. With regard to its being performed as a Stoma (chorus), it is Trivrit, Pañkadasa, Saptadasa, Ekavimsa, and Pañkavimsa. With regard to its being performed as a Sâman (song), it is Gâyatra, Rathantara, Brihat, Bhadra, and Râgana. With regard to metre, it is Gâyatrî, Ushnih, Brihatî, Trishtubh, and Dvipadâ. And the explanation (given before in the Âranyaka) is that it is the head, the right wing, the left wing, the tail, and the body of the bird .
 
