Chapter	Text_no	Hymn
12	19-23	O Ascetic! You are the son of Brahmâ , versed in all the Vaidik Mantrams; so you are exceedingly fortunate; now I beg to inform you one thing; hear it gladly. I now desire to enjoy the happiness of the Heavens and all the enjoyments of the Devas, while I am in this body. To enjoy in the Nandana  Garden, to live with the Apsarâs and to hear the sweet music of the Devas and the Gandharbas, these ideas now have taken a strong hold of my heart. Therefore, O Great Muni! Engage me in such a sacrifice as will enable me, in this very body to live in the Svarloka. O Muni! You are fully competent to do this; therefore be ready for this. Have the sacrifice done and let me have quickly the Devaloka, so difficult to be obtained!
12	24-26	Vas’istha said :-- “O King! It is exceedingly hard to live in the Heavens while in this mortal body. The departed only live in theHeavens by their merits, this is a known fact. Therefore, O Omniscient One! Your desire is hard to be attained. I am afraid of this. O King! The living men can hardly enjoy the Apsarâs. Therefore, O Blessed One! Do the sacrifice first. Then, when you leave this body, you will go to the Heavens.”
12	27-31	Vyâsa said :-- O King! The Maharsi Vas’istha was already angry with the King; therefore when he spoke these words, the King heard and became absent-minded. He again spoke to the Maharsi :-- O Brâhmana! If you do not allow me to do the sacrifice, on account of your haughtiness, I will have the sacrifice performed now by another priest. Vas’istha became very angry at the words of the King and cursed him :-- “O evilminded One! Be as soon as possible a Chândâla in this body. You have committed acts by which your path to the Heaven is obstructed. You have stolen a Brâhmini’s wife, and defiled the path of religion; you have killed the Surabhi Cow and you are a libertine. Therefore, O Sinner! Never you will go to the Heavens, even after your death.”
12	32-56	Vyâsa said :-- O King! Hearing these harsh words from the Guru, Tris’anku became immediately Chândâla in that very body. His golden earrings became turned into iron; the sweet sandal smell over his body smelled like faeces; his beautiful yellow clothings became blue, the colour of his body became like that of an elephant, due to his curse. O King! Those who are the worshippers of the Supreme Force can produce such things when they are angry; there is not the slightest doubt in this. Therefore one ought never to insult any devotee of the Supreme Force. The Muni Vas’istha is always engaged in repeating silently the Gâyatrî of the Devî. So what wonder is there that the body of the King will be reduced to such a wretched state by his rage. The King Tris’anku became very sorry to see his ugly body; he did not go home; rather he remained in the forest in that form and poor dress. He began to think, distressed with sorrow and over-powered with misery :-- “My body is now blameable to the extreme, so what to do and where to go in this wretched state! I find no remedy to exhaust all my sufferings. If I go home, my son will be, no doubt, very much pained with sorrow. My wife, when she will see my Chândâla appearance, she won’t accept me; my ministers will not regard me as they used to do before. My friends and relations, when they will come to me, will not serve me with the former care. So it is far better to die than to live, thus despised. I will drink poison or drown myself in waters or hang myself. Or I will burn myself in the funeral pyre duly or I will quit this blameable life by starvation. But, Alas! I will be guilty ofsuicide; so again due to this sin I will be born a Chândâla and I will be again cursed.” Thus thinking, the King again thought that at present he ought not to commit suicide by any means. “I will have to suffer for my Karma; and, after due suffering, this Karma will be exhausted. So I will suffer in this forest for my Karma in this my body. Without the enjoyment of the fruits, the past actions can never die out; therefore all actions done by me, auspicious or inauspicious, I will enjoy or suffer in this place. Always to remain close to a holy Âs’rama, to wander in holy places of pilgrimage, to remember the Devî Ambikâ, and to serve the saints will now be my duties. Thus I will no doubt exhaust all my actions, residing in this forest; then, if chance permits, and if I meet with a saintly person, all my intentions will be crowned with success.” Thus thinking, the King quitting his city went to the banks of the Ganges and repenting very much, remained there on the Ganges. The King Haris’chandra came to know the cause of his father’s curse and with a sorrowful heart sent ministers to him. Like a Chândâla, the King was respiring frequently; at this time the ministers went to him and bowing humbly, said : -- O King! Your son has ordered us to come here; we have come at his command; we are the ministers of the King Haris’chandra. Know this verily, O King! Kindly hear what the Crown Prince has said :-- “Go and bring my Father here without any delay.” Therefore, O King! Cast aside your mental agonies and come to the city. The ministers, the subjects all will be always at your service. We will all try our best to please Vas’istha, so that he may favour you. And that greatly illustrious Muni being pleased will certainly remove your sorrows quickly. O King! Thus your son has spoken to us many words; so now be pleased to go to your own abode.
12	57-64	Vyâsa said :-- O King! That Chândâla-like King, hearing even their words thus, did not consent to go back to his house. Rather he told them :-- “Ministers, go back, all of you to the city; and at my word, tell my son that I won’t go back to my house. Better leaving off all idleness, you better govern the Kingdom carefully. Shew your respect specially to the Brâhmins and perform various sacrifices and worship the Devas. I do not like in this blameable Chândâla form to go to the city of Ayodhyâ with the high-souled ones; so you all go back to Ayodhyâ without any further delay. Install, at my order, my powerful son Haris’chandra on the throne and do all these stately duties.” When the ministers heard thus the King ordering them, they began to cry very much, and, bowing down, they went away early out ofthe hermitage. On coming back to Ayodhyâ they regularly installed on a sacred day the King Haris’chandra with Abhiseka water, purified with Mantrams. Thus the powerful virtuous Haris’chandra, on being installed on the royal throne by the command of the King, remembered always his father and began to govern his Kingdom with his ministers according to the dictates of Dharma.Here ends the Twelfth Chapter of the Seventh Book on the description of Vas’istha’s curse on Tris’anku in the Mahâ Purânam S’rî Mad Devî Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâsa.
13	1-3	Janamejaya said :-- “O Muni! I see that at the command of the King, the ministers installed Haris’chandra on the royal throne; but how Tris’anku got rid of his Chândâla body, kindly say. Was it that he bathed in the holy waters of the Ganges and lived in the forest and when he died he was freed of the curse; or was it that the Guru Vas’istha favoured him by his grace and freed him of the curse? O best of Risis! I am extremely eager to hear the life of the King; therefore kindly describe to me in detail his wonderful career.”
13	4-16	Vyâsa said :-- O King! The King became gladdened in his heart to install his son on the throne and began to pass his days in that forest in the meditation of Bhagavatî Bhavânî. Thus some time passed when Vis’vâmitra, the son of Kaus’ika, completing his course of Tapasyâ with an intent mind returned to his home to see his wife and sons. On coming back to his house, the intelligent Muni found his sons and other members of the family happy and well conditioned, became very glad and when his wife came to him for his service, asked her :-- O Fair-eyed One! How did you spend your time in days of famine? There was nothing whatsoever of the stock of rice, etc., in the house; how then did you nourish these boys? Please speak to me. O Fair One! I was very busy with my austerities, I could not therefore come to you and see my boys; how then, O Beloved, and what measures did you resort to for their maintenance? O good and auspicious One! When I heard of the dire famine, I thought then “I have no wealth; so what shall I do if I go there?” Thus thinking I did not come then. O Beautiful One! At that time, one day I was very hungry and being very muchtired I entered into the house of a Chândâla, with the object of stealing. On entering the house I found the Chândâla sleeping; then being extremely distressed with hunger, I entered into his kitchen if I could find anything there. When the dishes were sought and turned, and when I was going to take cooked dog’s flesh I immediately fell into the sight of that Chândâla. He asked me very affectionately “Who are you? Why have you entered here at this hour of night? Why are your looking after the dishes? Speak what you want.” O Beautiful One! When the Chândâla asked me these questions, I was very much pressed by hunger and I spoke out my wants in a tremulous voice :-- O Fortunate One! I am an ascetic Brâhmin very much pained by hunger; I have entered your house stealthily and am looking out for some eatables from your cooking pots. O Intelligent One! I am now your guest in the form of a thief; I am now specially very hungry; so I will now eat your cooked meat; kindly permit me. Hearing these words, the Chândâla spoke to me in words authorised by the S’âstras :-- O One of the Superior Varna! Know this to be the house of a Chândâla; so never eat that flesh.
13	17-28	The human birth is very rare in this world; then again to be born a Dvîja is more difficult; and to get Brâhmanhood again in the Dvîjas is exceedingly difficult. Are you not aware of this? They ought never to eat the defiled food who desire to attain to the Heavens; owing to Karma, the Maharsi Manu has denominated the seventh caste as Antyaja and has discarded them altogether. So, O Brâhmin! I am now by my actions turned into a Chândâla and so forsaken by all; there is no doubt in this. I am forbidding you so that this fault of Varna S’ankara may not suddenly attack you. Vis’vâmitra said :-- “O Knower of Dharma! What you are speaking is quite true; though a Chândâla, your intelligence is very clear; hear, I will now speak to you the subtleties of the Dharma in times of danger. O Giver of respect! Always and by all means it is advisable to keep up the body if sin be thereby incurred, one ought to perform Prâyas’chitta (penance) for its purification when the time of danger is over. But if one commits sin when the time is not one of danger, one gets degraded; not so in the time of danger. The man that dies out of hunger, goes to hell, no doubt. Therefore every man seeking for his welfare must satisfy his hunger. Therefore I intend to steal for preserving my body. O Chândâla See! The sin, incurred in stealing during famine, which the Pundits have declared, goes to the God of rains until he does not pour forth rain.” O Beloved! Just when I spoke these words, the God of Rains began to pour forth rain. O Beloved! Just when I spoke these words, the God of Rains began to pour forth rain so desired by all, like that coming out of the elephant’s trunk. Whenthe clouds thus poured forth rains with the glitterings of the lightnings, I felt very glad and left the house of the Chândâla. O Beautiful One! Now speak out to me, how did you behave in that famine time, so terrible to all the beings.
13	29-48	Vyâsa said :-- O King! Hearing the above words of the husband, the sweet speaking lady spoke :-- Hear, how I passed my time in times of famine. O Muni! After you had gone to practise Tapasyâ, the dire famine raged; and my sons, exhausted of hunger, became very anxious for food. I became very anxious to see the sons hungry; I then went out to the forest in quest of wild rice; and I got some fruits. Thus I spent some months by collecting the rice growing wildly in the forest; then in times these also could not be got and I became again anxious. The Nibâra rice, too, is now not available and nothing is obtained also by begging; there are no fruits on the trees and no roots are found under the earth. The sons are crying in agony of hunger. What to do? And where to go? What am I to say now to the hungry boys? Oh God! Thus thinking on various ways, I at last came to this conclusion that I would sell one of my sons to a rich man and whatever price I can fetch, with that I will preserve the lives of the other sons. O Dear! Thus thinking, I became ready and went out. O Fortunate One! Then this boy began to cry aloud and became very distressed; yet I was so shameless that I took the crying boy and got out of my Âs’rama. At this time one Râjarsi Satyavrata seeing me very distressed, asked me “O One of good vows! Why is this boy weeping?” O Muni! I spoke to him “Today I am going to sell this boy.” The King’s heart became overfilled with pity, and spoke to me :-- “Take back to your Âs’rama this boy. Daily I will supply you with meat for the food of your boys until the Muni returns home.” O Muni! The King from that time used to bring, with great pity, daily the flesh of deer and boar killed by him in the forest and he used to tie that on this tree. O Beloved! Thus I could protect my sons in that fearful ocean of crisis; but that King was cursed by Vas’istha only for my sake. One day that King did not get any meat in the forest; so he slaughtered the Kâma Dhenu (the cow giving all desires) of Vas’istha and the Muni became therefore very angry with him. The high-souled Muni, angry on account of the killing of his cow, called the King by the name of Tris’anku and made him a Chândâla. O Kaus’ika! The prince turned into a Chândâla because he came forward to do good to me, so I am very sorry for his sake. So it is your urgent duty to save the King from his terrible position by any means or by the influence of your powerful Tapasyâ.
13	49	Vyâsa said :-- O King! Hearing these words from his wife the Muni Kaus’ika consoled her and said :--
13	50-55	O Lotus-eyed One! I will free the King of his curse, who saved you at that critical moment; what more than this that I promise to you that I will remove his sufferings whether it be by my learning or it be by my Tapas. Thus consoling his wife at that moment, Kaus’ika, the Knower of the Highest Reality, began to think how he could destroy the pains and miseries of the King. Thus thinking, the Muni went to the King Tris’anku, who was staying at that time very humbly in a village of the Chândâlas, in the garb of a Chândâla. Seeing the Muni coming, the King was greatly astonished and instantly threw himself before his feet like a piece of stick. Kaus’ika raised the fallen King and consoling him said :-- O King! You are cursed, on my account, by the Muni Vas’istha. I will, therefore, fulfil your desires. Now speak what I am to do.
13	56-62	The King said :-- With a view to perform a sacrifice I prayed to Vas’istha that I would perform a sacrifice, kindly do this for me. O Muni! Do that sacrifice, by which I can go to the Heavens in this my present body.” Vas’istha became angry and said :-- “O Villain! How can you go and live in the Heavens in this your human body?” I was very anxious to go to the Svarga (Heaven)so I again spoke to him :-- “O Sinless One! I will then have the excellent sacrifice done by another priest.” Hearing this, Vas’istha Deva cursed me, saying “Be a Chândâla.” O Muni! Thus I have described to you all about my curse. You are the one quite able to remove now my grievances. Distressed in pain and agony, the King informed him and became quiet. Vis’vâmitra, too, thought how he could free him of his curse.Here ends the Thirteenth Chapter of the Seventh Book on the coming of Vis’vâmitra to Tris’anku in the Mahâ Purânam S’rî Mad Devî Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâsa.
14	1-8	Vyâsa said :-- O King! Settling in his mind what to do, the great ascetic Vis’vâmitra collected all the materials necessary for the sacrifice and invited all the Munis. Thus invited by Vis’vâmitra, the Munis became informed all about the Sacrifice; but, owing to thefact that the Muni Vas’istha prevented them, none of them went to the sacrifice. When Vis’vâmitra, the son of Gâdhi, came to know this, he became very anxious and very sad and came to the King Tris’anku and sat. The Maharsi Kaus’ika then became angry and said :-- “O King! Vas’istha preventing the Brâhmins have all refused to come to the sacrifice. But, O King! See my power of tapasyâ; I will immediately fulfil your desires; I will instantly send you to the Heavens, the abode of the Gods.” Thus saying, that Muni took water in his hand and repeated the Gâyatrî Mantram. He gave to the King all the Punyams (merits) that he collected for himself up to then. Giving him thus all the Punyams, he spoke to the King :-- “O King! Throw away all idleness and go to the abode of the Gods you wanted to go. O King of Kings! Gladly go to the Heavens by the power of all the merits collected by me for a long time and let you fare well there.”
14	9-20	Vyâsa spoke :-- O King! When the King of the Vipras, Vis’vâmitra, spoke thus, the King Tris’anku, by virtue of the Muni’s Tapas, got high up in the air without any delay like a quick flying bird. Thus getting up and up, when the King reached the abode of Indra, the Devas, seeing the terrible Chândâla-like appearance of Tris’anku, spoke out to Indra :-- “Who is this person coming like a Deva with a violent speed in the air? Why does he look like a Chândâla and is so fierce-looking?” Hearing thus, Indra got up at once and saw that one, the meanest of the human beings and knowing him to be Tris’anku, reproachingly said to him :-- You are a Chândâla, quite unfit for the Devaloka; so where are you going? You ought not to remain here; so go immediately back to the earth. O Destroyer of the enemies! Indra speaking thus, the King dropped from the Heavens and, like a Deva whose merits had been exhausted, fell down immediately. Tris’anku then cried out frequently “O Vis’vâmitra! O Vis’vâmitra! Being displaced from the Heavens I am now falling very violently; so save me from this trouble.” O King! Hearing his cry and seeing him getting down, Vis’vâmitra said :-- “Wait, wait.” Though displaced from Heaven, the King by virtue of the Muni’s Tapas, remained stationed at that place in the middle of the air. Vis’vâmitra then began to do Âchaman (sip water) and commenced his great Sacrifice to create another new creation and a second Svargaloka (Heaven). Seeing his resolve, the Lord of S’achî became very anxious and eagerly came to the son of Gâdhi without the least delay and said :-- “O Brâhmana! What are you going to do? O Saint! Why are you so very angry? O Muni!There is no necessity to create another new creation. Order now what I am to do.”
14	21	Vis’vâmitra said :-- “O Lord of the Devas! The King Tris’anku has become very miserable to have a fall from the Heavens. Therefore this is now my intention that you gladly take him to your own abode.”
14	22-31	Vyâsa said :-- O King! Indra was thoroughly aware of his determined resolve and very powerful asceticism; so he accepted to do according to his word, out of terror. The Lord Indra then gave the King a bright and divine body and made him take his seat in an excellent car and taking leave of Kaus’ika went with the King to his own abode. Vis’vâmitra became glad to see Tris’anku go to the Heavens with Indra and remained happy in his own Âs’rama. The King Haris’chandra now hearing that his father has gone to Heaven by virtue of his Tapas, began to govern his kingdom with a gladdened heart. The King of Ayodhyâ began then to live constantly with his clever wife full of youth and beauty. Thus time passed away; but the beautiful wife did not become pregnant. The King became very sorry and thoughtful. He then went to the holy hermitage of Vas’istha and bowing down informed him of his mental agony due to his getting no son. O Knower of Dharma! You are skilled in the Science of Mantrams. Especially you know everything of Daiva (Fate). So, O Giver of honour! Do for me so that I get a son. O Best of Brâhmins! There is no salvation for one who has not got any son; you are well aware of this. Then why do you overlook my case when you can remove my sorrow. Even these sparrows are blessed who nourish their offsprings. And I am so very unfortunate that, day and night, I am immersed in cares and anxieties, due to my not having any son.
14	32	Vyâsa said :-- O King! Hearing these pitiful utterances of the King, Vas’istha thought over in his mind and spoke to him everything in particular.
14	33-41	Vas’istha said :-- “O King! True you have spoken that in this world there is no other sorrow more painsgiving than the state of not having any issue. Therefore, O King! you worship with great care the water-god Varuna. He will crown your efforts with success. There is no other god than Varuna to grant sons. So, O Virtuous One! Worship Him and you will get success. Both Fate and Self-exertion are to be respected by men; how can success come unless efforts are made. O King! Men who realise the Highest Truth should make efforts, guided by just rules; success comes to those who work; else never one is toexpect success.” Hearing these words of the Guru, of unbounded energy, the King made a fixed resolve and bowing himself down, went away to practise tapasyâ. On the banks of the Ganges, in a sacred place, seated on Padmâsan, the King became merged in the meditation of the God Varuna with noose in his hand and thus practised severe asceticism. O King! When he was doing this, the god Varuna took pity on him and gladly came before his sight. Varuna, then, spoke to the King Haris’chandra :-- “O Knower of Dharma! I am glad at your tapasyâ. So ask boons from me.”
14	42-43	The King said :-- “O God! I am without any son; give me a son, who will give me happiness and will free me from the three debts that I owe to the Devas, the Pitris and the Risis. Know that with that object I am doing this Tapasyâ.” Then the God Varuna, hearing these humble words of the sorrowful King, smiled and said.
14	44-45	O King! If you get your desired well-qualified son, what will you do for me to my satisfaction? O King! If you perform a sacrifice in honour of me and fearlessly sacrifice your son there like an animal, I will then grant you your desired boon.
14	46-47	The King :-- “O Deva! Free me from this state of sonless-ness; O Water God! When my son will be born, I will do your sacrifice with my son as an animal in that. This I speak truly to you. O Giver of honour! There is no suffering more unbearable than this one, not to have any son; so grant me a good son so that all my sorrows be vanished.”
14	48	Varuna said :-- “O King! You will get a son as you desire; go home; but see what you have spoken before be fulfilled and turned true.”
14	49-55	Vyâsa said :-- Hearing these words from Varuna, Haris’chandra went back and told everything about his getting the boon to his wife. The King had one hundred exquisitely beautiful wives of whom, S’aivyâ was the lawful wife and queen and was very chaste. After some time, that wife became pregnant and the King became very glad to hear this and her longings in that state. The King performed all her purificatory ceremonies, and when ten months were completed, and on an auspicious Naksatra and on an auspicious day, she gave birth to a son, like that of a Deva son. On the birth of his son, the King, surrounded by the Brâhmins, performed his ablutions and first of all performed the natal ceremonies and distributed innumerable jewels and muchwealth; and the King’s joy knew no bounds at that time. The liberal King gave away, in special charities, wealth, grains, and various jewels and lands and had the performance of music, dancing and other things.Here ends the Fourteenth Chapter of the Seventh Book on the going to Heavens of Tris’anku and the commencement of Haris’chandra’s narrative in the Mahâ Purânam S’rî Mad Devî Bhâgavatam of Eighteen Thousand verses, by Maharsi Veda Vyâsa.
15	1-7	Vyâsa said :-- O King! When there was going on in the King’s palace, the grand festivities for the son’s birth ceremonies, Varuna Deva came there in the holy Brâhmin form. “Let welfare be on you.” Saying this, Varuna began to say :-- “O King! Know me to he Varuna. Now hear what I say. O King! Your son is now born; therefore perform sacrifices in honor to me with your son. O King! Your defect of not having a son is now removed; so fulfil what you promised before.” Hearing these words, the King began to think “Oh! Only one lotus-faced son is born to me; how can I kill it. On the other hand, the powerful Regent (Lokapâla) of one quarter is present in Brâhmana form; and it never behoves one to show disrespect to a Deva or to a man who wishes welfare to us. Again it is very difficult to root out the affection for a son; so what am I to do now? How shall I preserve my happiness due to the birth of my son.” The King, then, with patience bowed down to him and worshipped him duly and humbly spoke to him in beautiful words, pregnant with reason.
15	8-10	O Deva of the Devas! I will obey your order no doubt and I will perform your sacrifice according to the Vedic rites and with profuse Daksinâs (remuneration to priests, etc.) But, when in a sacrifice human beings are immolated as victims, both the husband and wife are entitled to the ceremony. Father becomes purified on the tenth day and mother on the expiration of one month after the son’s birth; so how can I perform the sacrifice until one month expires! You are omniscient and the master of all the beings; and you know what is Nitya Dharma. So, O Varuna Deva! I want one month time; and show mercy thus on me.
15	11-19	Vyâsa said :-- O King! The King Haris’chandra saying thus, Varuna Deva spoke to the King :-- “O King! Welfare be untoyou! Do your duties; I am now going back to my place. O King! I will come again after one month. Better finish the natal ceremonies and the Nâmakarana ceremony regularly and then perform my sacrifice.” O King! When Varuna Deva turned his back, the King began to feel happiness. Then the King gave as gifts millions of cows, yielding plenty of milk and ornamented with gold, and mountains of Til, sesamums to the Brâhmins versed in the Vedas and kept his name, with formal ceremonies as Rohitâs’va. When one month became complete, Varuna Deva came again in a Brâhmin form and frequently said :-- “O King! Start the sacrifice just now!” The King, on seeing the God of Waters, at once fell into an ocean of anxieties and sorrows; he then bowed down and worshipping him as a guest, spoke to him with folded palms :-- “O Deva! It is to my great fortune that you have landed your feet at my place; O Lord! My house has been sanctified to day. O Deva! I will do, no doubt, your desired sacrifice according to the rites and ceremonies. But see, the victims that have not their teeth come as yet are not fit for a sacrifice; so the versed Pundits say; so I have settled I would perform your great sacrifice, as desired by you, when the teeth will come out of my son.”
15	20-41	Vyâsa said :-- O Lord of men! Hearing thus, Varuna spoke “Let it be so” and went away. The King Haris’chandra became glad and passed his days in enjoyments in his household. When the teeth of the child got out, Varuna knew it and came again in a Brâhmin garb in the palace and spoke “O King! Now commence my sacrifice.” Seeing the Brâhmin Varuna there, the King, too, bowed down and gave him a seat and shewing all respects to him, worshipped him. He sang hymns to him and very humbly said with his head bent low :-- “O Deva! I will perform your desired sacrifice with plenty of Daks’inâs according to rites and ceremonies. But the child’s Chûdâkarana (the ceremony of tonsure) is not yet done; so the hairs that were at the birth time are still there and the child cannot be fit for sacrifice as long as those hairs exist. So I have heard from the elderly persons. O Lord of Waters! You know the S’âstric rules; kindly wait till the Chûdâkarana is over. When the child will have his head shaven, I will certainly perform your sacrifice; there is no doubt in this.” Hearing these words, Varuna spoke to him again :-- “O King! Why are you deceiving me like this so often? O King! Now you have all the materials ready for the sacrifice; only for your filial affection you are deceiving me. However, if, after the ceremony of tonsure, you do not perform my sacrifice, I will be angry and I will curse you. O King! I am going for the present; but see do not tell lies, being born in the family of Iksâku.” Instantly Varunadisappeared; the King, too, felt himself happy in his household. When the ceremony of tonsure was commenced and grand festivities were held, on the occasion Varuna soon came again to the King’s palace. The queen was then sitting before the King with the child in her lap when Varuna came up there. The Brâhmin Varuna then appeared like a Flaming Fire and spoke to the King in a clear voice :-- “O King! Start the sacrifice.” Seeing him, the King was confused with terror and with folded palms, quickly bowed down to him. After worshipping him duly, he very humbly said :-- “O Lord! Today I will perform your sacrifice. But kindly hear with attention my saying and then do what is advisable. O Lord! If you approve of this as reasonable, I then open my heart to you. The three Varnas Brâhmanas, Ksattriyas, and Vais’yas become Dvîjas (twice-born) only when they are duly purified according to proper rules and ceremonies; without any such purifications they are certainly S’ûdras. So the Pundits versed in the Vedas declare. My child is now an infant only; so it is like a S’ûdra. When his thread ceremony (Upanayan) will be performed, he will then be fit for the sacrifice; this the Veda S’âstras declare. The Ksatttriyas are so purified in their eleventh year; the Brâhmanas in their eighth year and the Vais’yas in their twelfth year. So, O Lord of the Devas! If you feel pity for your this humble servant, then wait till the Upanayana ceremony is over, when I will perform your grand sacrifice with my son. O Bibhu! You are the Lokapâla; specially you are conversant with all the S’âstric rules and have acquired the knowledge of Dharma. If you think my saying as true, then go to your home.”
15	42-51	Vyâsa said :-- Hearing these words, Varuna’s heart was filled with pity and so he went away instantly, saying “Let it be so.” Varuna going away, the King felt very glad and the queen, knowing the welfare of the son became glad too. Then the King gladly performed his state duties. After some time, the child grew ten years old. Consulting with the peaceful Brâhmanas as well as his ministers, he collected materials for the Upanayana ceremony befitting his position. When the eleventh year was completed by his son, the King arranged everything for the thread ceremony but when his thoughts turned to Varuna’s sacrifice, he became very sad and anxious. When the thread ceremony began to be performed, the Brâhmin Varuna came there. Seeing him, the King instantly bowed down and standing before him with clasped palms, gladly spoke to him :-- O Deva! My son’s Upanayana being over, now my son is fit for the victim in the sacrifice; and by your grace, my sorrow that was within me as not having a son, has vanished. I speak truly beforeyou that, O Knower of Virtue! after some mere time I have desired to perform your sacrifice with plenty of Daksinâs. In fact, when the Samâvartan ceremony will be over, I will do as you like. Kindly wait till then.
15	52-62	Varuna said :-- O Intelligent One! You are very much attached to your son now and so by various reasonable plays of intellect, you are repeatedly deceiving me. However, I am going home today at your request but know certain that I will come again at the time of the Samâvartan ceremony. (N. B.:-- Samâvartan means the return home especially of a pupil from his tutor’s house after finishing his course of study there.) O King! Thus saying, Varuna went away and the King became glad and began to perform duly his various duties. The prince was very intelligent; and as he used to see Varuna coming, now and then, at the time of the ceremonies, he became very anxious. He then made enquiries outside hither and thither and came to know of his own being about to be killed and he desired to quit the house instantly. He then consulted with the minister’s sons and came to a final conclusion and went out of the city to the forest. When the son had gone to the forest, the King became very much afflicted with sorrow and sent messengers in quest of him. When some time passed away, Varuna came to his house and spoke to the distressed King :-- “O King! Now perform your desired Sacrifice.” The King bowed down to him and said :-- “O Deva! What shall I do now? My son has become afraid and has gone away. I do not know where he has gone. O Deva! My messengers have searched for him in difficult places in mountains, in the hermitages of the Munis, in fact, in all the places; but they have not been able to find him out anywhere. My son has left his home; order now what I can do. O Deva! You know everything; so judge I have got no fault in this matter. It is certainly luck and nothing else.”
15	63-66	Vyâsa said :-- O King! Hearing these words of the King, Varuna became very much angry and when he saw that he was deceived so many times by the King, he then cursed, saying :-- “O King! As you have cheated me by your deceitful words, so you be attacked by dropsy and be severely pained by it.” Thus cursed by Varuna, the King was attacked with that disease and began to suffer much. Cursing thus, Varuna went back to his own place and the King was much afflicted with that terrible disease.Here ends the Fifteenth Chapter in the Seventh Book on the story of the King Haris’chandra in the Mahâpurânam S'rî Mad Devî Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâsa.
16	1-4	Vyâsa said :-- O King! When Varuna went away, the King was very much laid down with that dropsy and daily his pains began to increase and he began to suffer extreme pains. O King! The prince, on the other hand, heard, in the forest, of the illness of his father and filled with affection, wanted to go to his father. A year had passed away and the prince desired very gladly to go to his father and see him. Knowing this, Indra came there. He came instantly in the form of a Brâhmin  and with favourable arguments desisted the prince, who was about to go to his father.
16	5-31	Indra said :-- “O Prince! It seems you are silly; you know nothing of the difficult state policies. Therefore it is that you are ready to go, out of sheer ignorance, to your father. O Fortunate One! If you go there, your father will get his sacrifice, where a human victim is to be offered, performed by the Vedic Brâhmanas and your flesh will be offered are oblations to the blazing Fire. O Child! The souls of all the beings are very dear; it is for that reason, for the sake of soul, that sons, wife, wealth and jewels are all dear. Therefore, though you are his dear son, like his son, yet he will certainly have you killed and get Homas offered, to free himself from the disease. O Prince! You ought not to go home now; rather when your father dies, you would certainly go there and inherit your Kingdom.” O King! Thus hindered by Vâsava, the prince remained in that forest for one year more. But when the prince again heard of the severe illness of his father, he wanted again to go to his father, resolved to court the death of his ownself. Indra also came there in the form of a Brâhman and, with reasonable words, repeatedly advised him not to go there. Here, on the other hand, the King Haris’chandra became very much distressed and troubled by the disease and asked his family priest Vas’istha Deva :-- “O Brâhmana! What is the sure remedy for the cure of the disease?” Vas’istha, the Brahmâ’s son, said :-- “O King! Purchase one son by giving his value; then perform the sacrifice with that purchased son and you will be free from the curse. O King! The Brâhmins, versed in the Vedas, say that sons are of ten kinds, of whom the son, purchased by paying its proper value, is one of them. So buy one son. There will very probably be within your kingdom a Brâhmin who might sell out of avarice, his son. In that case Varuna Deva will certainly bepleased and grant your happiness.” Hearing these words of the high-souled Vas’istha, the King became glad and ordered his minister to look after such a son. There lived in that King’s dominion one Brâhmin, named Ajigarta, very poor; he had three sons. The minister spoke to him to purchase his son :-- “I will give you one hundred cows; give one son of yours for the sacrifice. You have three sons named respectively S’unahpuchcha, S’unahs’epha and S’unolangula. Give me out of them one son and I will give you one hundred cows as his value.” Ajigarta was very much distressed for want of food; so when he heard the proposal, he expressed his desire to sell his son. He thought that his eldest son was the rightful person to perform funeral obsequies and offer Pinda and he therefore did not spare him. The youngest son, too, he did not spare also, as he considered that his own. At last, he sold his second son for the price of one hundred cows. The King then bought him and made him the victim for the sacrifice. When that boy was fastened to the sacrificial post, he began to tremble and very much distressed with sorrow began to cry. Seeing this, the Munis cried out in a very pitiful tone. When the King gave permission for the immolation of that boy, the slaughterer did not take weapons to slaughter him. He told that he would never be able to kill the boy, since he is crying in a very pitiful tone. When he thus withdrew himself from his work, the King then asked his councillors :-- O Devas! What ought to be done now? S’unahs’epha then began to cry in a very pitiful voice; the people present there began to discuss and there arose a great noise on the affair. Then Ajigarta stood up in the midst of the assembly and spoke :-- “O King! Be patient; I will fulfil your desire. I am desirous of wealth and if you give me double the amount, I will slay immediately the victim; and you can complete early your sacrifice.” O King! He who is hankering after money, can always entertainfeelings of enmity even towards his own son. There is no doubt in this.
16	32-35	Vyâsa said :-- O King! Hearing those words of Ajigarta, Haris’chandra gladly spoke to him :-- “I will immediately give you another hundred excellent cows.” Hearing thus, the son’s father, avaricious of wealth, immediately resolved and became ready to slay his son. All the councillors seeing the father ready to slay his son, were struck with sorrow and began to lament exclaiming “Alas! This wretch, a disgrace to his family, is now ready to kill his own son. Oh! We never saw before such a cruel vicious person. This Brâhmin must be a Demon in a Brâhmin body!
