Chapter	Text_no	Hymn
7	17	Janamejaya said :-- “O Grandsire! First tell me what happiness or pain did Indra derive by killing Vritra, the son of Tvastâ.”
7	18-40	Vyâsa said :-- O fortunate One! What are you asking? and what is the nature of your doubt?  The fruit of one's Karma is certainly to be enjoyed, whether it be auspicious or inauspicious. Be he weak or strong. Be he a Deva, an Asura or a human being, everyone in fact, will have to suffer for one's Karma, good or bad, to its full extent, whether it be done a little or too much. See! It was Visnu that gave advice to Indra and entered into his thunderbolt and helped him when Indra was ready to kill Vritra; but when there had been Indra's difficult time, Visnu did not help Indra in any way. Therefore, O King! It is clear that when one's time is favourable, everybody turns out friends; but when Fate turns adverse, nobody is seen to come forward to help. When Fate is against anybody, one's father, mother, wife, or brother, servant, friend or one's own son becomes quite incapable to help anybody. The man, who does good or bad acts, suffers for his deeds. When Vritra was killed, everyone went back to their respective homes; but Indra, the Lord of S’achî, became very much deprived of his energy and brilliancy due to the sin of his kill-ing a Brâhmin; all the Devas, then, blamed him as a Brâhmaghataka (the killer of a Brâhmin). They talked further that no other body would have been able to even indulge the idea of killing a Muni who was an intimate friend and who placed full confidence on him when Indra had sworn on oath that he would be a friend to Vritra. O King! Everywhere then there was this gossip in the assemblages of the gods, in their gardens, at the meetings of the Gandharbas that Indra had deceived Vritra who had relied on him, on the words of the Munis and then killed him by pretext, and so had done, indeed, a horrible crime. Indra had now forsaken the eternal proofs of the Vedas; and he had become a Bauddha; therefore he could have easily killed Vritra. No other body, save Visnu and Indra, could have acted contrary to their words, as clearly evidenced by the manner in which Vritra had been killed. These remarks, similar to those mentioned above, became everywhere current and Indra heard all of them, tending to his own disgrace. O King! Fie on that man's life that is blamed everywhere! Fie on that man whose fame has been marred amongst the people. Such a person becomes laughed at by his enemies, when seen by them on the way. The royal saint Indradyumna (Râjarsî) was made to get down, though sinless, from Heavens when his good deeds expired. Why, then, would not vicious persons be made to descend? The king Yayâti had to get down from Heavens for his very little fault and had to pass eighteen Yugas in the form of a crab. What more can be said than the fact that even the Bhagavân Achyut Hari had to take several incarnations in the wombs of boar, crocodile, etc., out of the curse from a Brâhmin, due to his cutting off the bead of the wife of Bhrigu. Though omnipresent, yet he had to take the appearance of a dwarf and had to beg from the King Vali's palace. What more troubles and miseries than this can be inflicted on those that had sinned viciously. O Ornament of Bharata! Râmchandra, too, had to experience, due to the curse of Bhrigu, terrible miseries on the bereavement of Sîtâ Devî. Similarly Indra, too, for his sin of killing a Brâhmin, was so much terrified that he could not get his healthy condition though he remained in his own house, endowed with all sorts of prosperity and wealth. Seeing, then, Indra lustreless, knowledge-less, almost void of consciousness, and overwhelmed with fear, his wife S’achî, the daughter of Pulomâ, spoke to him thus :-- “O Lord! Your dreadful enemy has been killed; why are you, then, sighing so much, being afflicted with so much terror? O Lord! You have destroyed your enemy; then why are you so much anxious? why are you then so much remorseful and drawing such deep heavy sighs like an ordinary man? I am not seeing any other powerful enemy of yours; then, why do you look so anxious and bowed down with cares, as if you look quite unconscious.”
7	41-44	Indra said :-- “O Devî! True that I have no other powerful enemy, yet I do not find peace nor any happiness. I fear for the sin Brâhmahattyâ in my house. O Devî! This Nandana Garden, the city of Kuvera, the lord of riches, this nectar forest, the sweet music of the Gandbarbas, the beautiful dance of the Apsarâs, all these now do not give the least pleasure to me. What more can I say than this that the beautiful Lady like you, most beautiful amidst the three worlds, and other beautiful ladies, the Heavenly cow, the Mandâra tree (one of the five trees of the celestial region), the Pârijâta tree (the flower tree), the Santâna tree, the Kalpa tree (yielding all desires) and the Harichandan (saffron tree) and others cannot give pleasure to me. What to do, where to go, so that I get happiness, O Beloved! This thought makes me uneasy. And so I am not able to get happiness in my own thought.”
7	45-60	Vyâsa said :-- Thus speaking to his most distressed wife, Indra got out of his house and went to the exceedingly beautiful lake, named Manasarovara. Indra there entered into the tubular stalk of the lotus, his body becoming very lean and thin out of the fear and sorrow. Nobody could recognise him as he was overpowered by his terrible sin. He then began to behave himself, as regards feeding and enjoying, like a snake; and he became ovewhelmed with thought, helpless, and his organs were out of order, He remained hidden in the water. When Indra, the king of the Devas, thus fled away out of the fear of his Brâhmahattyâ sin, the other Devas became very anxious; everywhere various evil signs manifested themselves. The Risis, Siddhas and Gandharbas were very much panic-stricken, as various disturbances and violent symptoms covered all over the world without any king. Grains began to grow very scanty, due to want of rains; the streams were almost dry and very little water was there in the tanks. In such a state of anarchism, all the inhabitants of the celestial regions, the Devas and Risis consulted and installed the king Nahusa in the place of Indra. O King! Nahusa, though virtuous, became, under the sway of Rajoguna, influenced by lust and thus he got very much addicted to worldly enjoyments. He began to amuse himself in the Garden  of Paradise, surrounded by the Apsarâs or celestial nymphs. One day he heard of the excellent qualifications of S'achî Devî, the wife of Indra, and desired to acquire her. Then he spoke to the Risis :-- The Devas and you, united, have installed me in the office of Indra; but why does not the Indranî (the wife of Indra), come to me so long? If you want to do what I like, then quickly bring S'achî here before me for my gratification. I am now Indra and therefore the god of the Devas and all the worlds; therefore bring today quickly Indranî to my house. Hearing thus the wordsof the king Nahusa, the Devas and Devarsîs became anxious and went to S'achî, and, with their heads bowed down, spoke thus :-- “O Wife of Indra! The wicked Nahusa is now desiring you; he became angry and told as to send you to him quickly; O Devî! We have made him Indra and are therefore under him; what shall we do now under these circumstances?” S'achî, the wife of Indra, hearing their words, became absent-minded and spoke to Brihaspati, thus :-- “O Brâhmana! I now take refuge unto you.”
7	61-62	Brihaspati said :-- “O Devî! Do not be afraid of Nahusa; he has been deluded by Moha. O Child! I won't forsake the eternal religion and thus I won't give you over to the hands of Nahusa. No doubt that wretch suffers the severest torments in Hell to the end of Pralaya (the Great Dissolution) who quits and hands over the distressed person under one's refuge to another. O Good One! Be comfortable; I will never forsake you.”Here ends the Seventh Chapter of the Sixth Book on Indra's living under disguise in the Mânas Lake in the Mahâpurânam S'rî Mad Devî Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâsa.
8	1-11	Vyâsa said :-- O King! Hearing that the wife of Indra had taken refuge under Brihaspati, the King Nahusa became very angry towards Brihaspati and spoke to the Devas :-- “ O Devas! I hear that the stupid son of Angirasa has given protection to Indra and has kept her in his house; I will therefore kill him quickly.” Seeing the terrible Nahusa thus angry, the Devas and Risis consoled him and said :-- O King of kings! Do not be angry; quit this vicious motive yours. See, the Risis in all the Dharma S'âstras, have declared the holding of illicit  connection with other's wives as a very heinous crime and have blamed it very much. You can consider that the daughter of Pulomâ is always chaste, devoted to her husband and very good-natured. How can she, when her husband is alive, take another husband? O Lord! You are now the Lord of the three worlds and hence the Defender of Faith and Religion; and if a person like you act irreligiously, all the subjects will then go to annihilation. One who is a Lord should always observe the rules of good conduct. Besides there are manyother celestial women in this Heaven as beautiful as S'achî; you can satisfy your thirst with them. Mutual love is recognised by the wise as the true originator of amorous dealings; ravishing a woman by force destroys all amorous sentiments. O King! And if the mutual love be similar and equal in all respects, then comes the true happiness; you have now got the post of Indra; therefore quit this idea of holding illicit connection with other's wives and indulge in other good thoughts. Demerits destroy prosperity and merits increase it. Therefore, O King! Leave all these bad thoughts and make your heart take a good turn and be happy.
8	12-15	Nahusa said :-- “O Devas! Where were you all when Indra stole away the wife of Gautama and when the Moon stole away the wife of Brihaspati? It is easy to give advice to others but to act according to that is very rare in this world. O Devas! Let the qualified Devî come to me you will derive much benefit from it and the Devî, too, will get Her highest happiness; there is no doubt in this. I tell you truly that in no other way I will be satisfied; bring Indrânî here quickly, whether by good words or by force.”
8	16-17	The Devas and Munis heard the words of the king Nahusa, smitten by the Cupid's arrows, got terrified and said :-- “We will bring Indrânî to you by gentle words.” Saying thus, they went to the house of Brihaspati.
8	18-21	Vyâsa said :-- O King! The Devas, going to the house of Brihaspati, spoke thus with folded hands :-- O Guru! We know that Indrânî has taken shelter in your house; we will have to hand her over today to the king Nahusa for we all united have made over the post of Indra to Nahusa. Let this beautiful Lady now choose and worship him. Hearing these awful words of the Devas, Brihaspati said to them :-- “O Devas! This chaste woman, devoted to her husband, has now taken my shelter; therefore I can never part with her.” The Devas said :-- “O Guru! Kindly advise then - if you do not part with S'achî Devî - how the king Nahusa be pleased; if he becomes angry, it will then be very difficult to please him.”
8	22-31	Brihaspati said :-- “O Devas! Let S'achî now go to Nahusa, and tempt him with enticing words and make this condition that when her husband's death will be known to her, she will then accept Nahusa as her husband. How could she accept another husband when her husband was alive. Therefore let her now go in quest of her high-souled husband. Let S'achî thus make condition with him and, thus deceiving him, let her tryher best to bring back her husband. O King! Then, after coming to this conclusion, Brihaspati and other Devas went with Indrânî to the king Nahusa. Seeing them come, especially looking at Indrânî the artificial king Nahusa became very glad and said to Indrânî :-- “O Beloved! Today I am become the real Indra. O beautiful-eyed One! Worship me as your husband; see the Devas now have made me to be worshipped by all the gods.” When Nahusa spoke thus, the Devî S'achî became filled with great shame; she began to tremble and said to the king :-- “O Lord of the Devas! I desire to ask a boon from you. Better wait till I ascertain whether Indra is dead or alive, there is this doubt in my heart whether he lives or whether he is dead. O King of kings! Let me, first of all, clear my doubts. Kindly excuse me and wait till then. I tell this truly that after I ascertain the fact, I will worship you. I do not know anything whether Indra is dead or whether he has gone any where else.” When S'achî Devî spoke thus, Nahusa became very glad and saying “let it be so” dismissed her.
8	32-47	Thus having received permission from the King to depart, S'achî hurriedly went to the Devas and spoke to them to try their best to bring Indra back as soon as possible. O King! Hearing these sweet and holy words of Indrânî the Devas intently consulted with each other how they could get back Indra. They then went to Vaikuntha and began to praise with hymns the original Deva, the God Visnu, the Lord of the Universe, kind to those that seek His refuge. The Devas, skilled in speaking, spoke to Visnu with a very troubled heart :-- “O Lord! Indra, the Lord of the Devas, is very much troubled with his sin Brahmahattyâ. Where is he staying now, invisible to all the beings? O Lord! He is now overcome with the sin Brahmahattyâ by killing Vritra, the best of the Brâhmins. We ask your skilful and intelligent advice. O Lord! You are the sole refuge of him as well as of us. We are now involved in a great difficulty. Kindly show us the way how we, as well as Indra, can get out of this difficult crisis.” Hearing the pitiful words of the Devas, Visnu said :-- Let Indra perform the As'vamedha sacrifice (Horse sacrifice) for the purification of his sins. By this Yajña, that can destroy all sins, Indra will be purified and he will regain his Indraship; there is no doubt in this. The more so because the Devî, the Universal Mother, will be pleased with his Horse sacrifice and will destroy all his sins, Brahmahattyâ and others. Lo! Merely remembering Her destroys heaps of sins; and, if by this Horse sacrifice, She be pleased, what wonder is there that sins of a more grave nature would be destroyed! And let Indrânî worship Bhagavatî daily; happiness will undoubtedly be gained by worshipping that most Auspicious One! By this the King Nahusa will be particularly deluded by the WorldMother and will then be quickly destroyed by the sin committed by himself. And Indra, purified by As'vamedha, will soon regain his position and all his wealth. O king! Thus hearing the sweet beneficial words of Visnu of indomitable prowess, the Devas went to the spot, where resided Indra. Brihaspati and the other Devas consoled the distressed Indra and made him celebrate duly in right order, the Horse sacrifice the greatest of all sacrifices. Indra then distributed his sin Brahmahattyâ amongst the trees, rivers, mountains, women, and the earth.
8	48-51	Thus casting aside his sin on all the above things, Indra became again free from his sin, and, getting rid of his fever and uneasiness, abided by the time and remained there invisible in the tubular stem of the lotus. Doing that wonderful act, the Devas started from there and reached their own abodes. The daughter of Pulomâ, suffering from her bereavements from Indra, spoke then to Brihaspati with great sorrow :-- “O Lord! Why is my husband still invisible to me, when he has performed the As'vamedha sacrifice? Kindly show me the way how I can get a sight of him.”
8	52-62	Brihaspati said :-- “O Devî! Worship the most Auspicious Bhagavatî; surely She will make your husband sinless and you will see him. The Devî Ambikâ, the Upholdress of the Universe, will desist the King Nahusa from doing the wrongful act and it is She that will delude him by Her Mâyâ and get his downfall from the Heavens. O King! When Brihaspati spoke thus, S'achî Devî got initiated by him in the Devî Mantram, capable to secure success in any undertaking. Thus getting the Mantram from her Guru, She began to worship the Devî Bhuvane'svarî duly with flowers, sacrificial victims and other necessary articles for worship. Thus Indrânî, with a view to see her husband, performed the worship of the Devî; she quitted all the articles of enjoyment and luxury and assumed the garb of an ascetic; thus some time passed away, when the Devî was pleased and appeared before her on the back of a Swan, in Her peaceful form, ready to grant boons to Indrânî. She looked, then, fiery like thousands of Moons; Her lovely beauty appeared in rays like thousands and thousands of fixed lightnings. The four Vedas personified began to praise Her in hymns from the four sides. Her two hands were adorned with a noose and a goad, and Her two other hands made signs to grant boons and to discard all fear. The Vaijayantî garland of clear crystal-like gems suspended from Her neck up to Her feet. Her face was adorned with smiles and signs as if she would grant favours. She had three eyes and was the ocean of mercy and the Mother of all the Jîvas from a worm up to Brahmâ. Her two heavy breasts were filled withunbounded ocean of nectar-like juice of Peace and Mukti. She was the Goddess of innumerable worlds, the Goddess of all and the Highest, endowed with all the knowledges and the Incarnate of the Undecaying and Immoveable Brahmâ. The Devî, then, began to address S'achî, the wife of Indra, in pleasant words and in voice deep like a rolling thunder.
8	63-69	The Devî said :-- O Darling to Indra! Better now ask your desired boon. I am much pleased with your worship. O Beautiful One! I have come here to grant you boon. To see Me is not an easy task; by the collected merits, acquired in thousands and thousands of births one is able to See Me. Hearing the words of the Devî, S'achî Devî, the wife of Indra, fell prostrate before Her feet and began to speak to the Highest Goddess, the Bhagavatî, Who seemed graciously pleased :-- “O Mother! I now desire from Thee, that I may see my husband whom I attained after great difficulty, that I be freed from the fear arising out of King Nahusa and I want that Indra be reinstated as Indra as he was before.” The Devî said :-- “O Lady of the Devas! Better go with this My messenger (Dûtî) to Mânasarovara; there is installed My fixed form, named Vis'vakâmâ. You will see your Indra staying there very sorrowful and overwhelmed with terror. I will delude the King Nahusa within a very short period. O large-eyed One! Be calm and quiet; I will fulfil your desires; soon I will delude that king and deprive him of the seat of Indra.”
8	70-71	Vyâsa said :-- The wife of Indra accompanied the messenger of the Devî and quickly reached the presence of her husband Indra. She was very pleased to see her long-wished for husband, in the state disguise.Here ends the Eighth Chapter of the Sixth Book on the praising of the Bhagavatî by the wife of Indra and on getting the sight of Indra in the Mahâpurânam, S'rî Mad Devî Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâsa.
9	1-2	Vyâsa said :-- Indra was quite surprised to see in this state of solitude his dear wife S'achî, large-eyed and overwhelmed with much sorrow and spoke thus :-- “O Beloved! I am remaining here alone this desolate place unnoticed by all the Jîvas; O Auspicious faced One! How have you come to know this! And how is it that you have come here!”
9	3-5	S'achî said :-- O Lord of the Devas! I have been able to know this place where you are staying by the grace of Bhagavatî's Feet and I will get you back by Her grace. The Devas and Munis all united have installed the King Nahusa in your throne. That fellow says “O fair One! I am now made the King Indra; therefore you worship me as your husband.” And thus oppresses me always. O Destroyer of other's strength! That vicious one speaks to me thus; I am weak; What can I do to him?
9	6	Indra said :-- “O Beautiful One! I am now here waiting for the proper opportunity; O auspicious One! You should also make your mind calm and remain there, and wait for the proper time.”
9	7-12	Vyâsa said : -- O King! After Indra had spoken thus, S'achî Devî became sorrowful, drew a deep sigh and, trembling, said :-- “O Fortunate One! How can I stay there? That vicious man, puffed up with vanity and proud of his position will forcibly bring me under his control. The Devas and Munis say this to me out of his fear :-- O Beautiful One! The Lord of the Devas is now very much distressed with the arrows of the Cupid; therefore go and worship him. O Tormentor of foes! How can the Brâhmin Brihaspatî protect me, being himself powerless and under the control of the Devas. O Lord! This is now my grave anxiety; I am a weak woman, having none to protect me and therefore always under the guidance of a man. Fate is now against me; how can I keep myself religious? I am a chaste woman, devoted to my husband; I have got no shelter there; who will protect me when I fall into misery!
9	13-21	Indra said :-- “O Beautiful One! I will now tell you one means which, if you adopt, will no doubt preserve your character in times of crisis. Women cannot preserve their chastity when they are protected by others by thousand and one means; for lust penetrates into their restless minds and carries them to impure ways. It is the good and pure character that preserves a woman from a vicious course; therefore O Smiling One! You adopt this good conduct and character and remain steady in your place. In case that deceitful wicked King Nahusa shows his violence upon you, then take time and secretly cheat him, O Madâlase! Go to him when there will be no other body present and say :--“O Lord of the world! Please come to me on a conveyance carried by the Risis (great ascetics), I will then be very delighted and gladly yield myself to you; this is certainly my vow.” O Beautiful One! When you will say thus, that King, blinded by passion, will engage the Munis for the carriers of his conveyance. The ascetics, then, will be angry and curse him; theMunis will certainly burn him by the fire of their wrath; and the Divine Mother will no doubt help you. He who remembers the lotus-feet of the Ambikâ Devî never meets with any difficulties; and if there arises any difficulty, know certainly that it is for his immeasurable benefit. Therefore worship, with your whole heart, the Mother of the Universe, Who resides in the jewelled island (Mani Dvîpa) according to the words of the Guru Brihaspatî.
9	22-25	Vyâsa said :-- O King! Hearing thus the Indra's words, S'achî Devî said “Let it be so” and went to Nahusa, filled with confidence and inspiration to carry on the future work. Nahusa was very glad to see S'achî Devî and spoke thus :-- “O Sweet-speaking One! Are you all right? I am now completely yours; you have fulfilled my word; therefore I say truly that I am your servant. O Gentle-speaking One! When you have come to me, know that I am very glad. O Smiling One! Do not feel any shame before me. I am now your devotee; worship me. O large eyed One! Speak out what is that dear thing that I can do for you? I will carry that out at once.”
9	26-27	S'achî said :-- “O Lord Vâsava! You have done all the works; now I have got one desire to ask from you, kindly fulfil this and then I will be yours. O One full of auspiciousness! Now fulfil my desire; I am speaking this to you.”
9	28	Nahusa said :-- “O Thou, having a face sweet like the Moon! Speak out your desire; I will carry it out. O Beautiful One with nice eye-brows! Even if that be unattainable, I will give that to you.”
9	29-31	S'achî said :-- “O King of Kings! I cannot trust you; Swear on oath that you will fulfill my desire. O King! A truthful King very rare on this earth; I will speak out my desire when I will be convinced that you are bound by truth. O King! When you will fulfil my desire, I will always remain under your control; this I speak truly to you.”
9	32	Nahusa said :-- “O Beautiful One! On all the sacrifices and gifts that I have ever made, I swear, on all my merits, that I will certainly carry out your word.”
9	33-37	S'achî said :-- “Indra has got for his vehicles the horse Uchchais'ravâ, the Airâvata elephant and the chariot; Vâsudeva has got vehicle Garuda; Yama has got his buffalo; S'ankara his Bull; Brahmâ his Swan; Kartika has got his peacock and Ganes'a has got his mouse. But now, O Lord of the Devas! I want to see your vehicle, never witnessed before: I want to see the Munis and the great ascetics, observing vows, to be your vehicle; this is not Visnu's, Rudra's nor of the Devas, and Râks'asas. O King! Let the Munis carry your conveyance, this is my ever burning desire. O King of this earth! I know you the highest of all Devas; let your glory and splendour increase ever and ever; this is the intense desire reigning in my heart.”
9	38-56	Vyasa said :-- O King! Hearing S'achî's words, Nahusa, weak in intellect, laughed and beguiled by the Mâyâ of Bhagavatî began to praise her and said at once :-- “O Beautiful One! Truly you have made a nice suggestion of my vehicle. O One having luxuriant hairs! I will soon carry out your words. O Sweet-smiling One! Whoever is effeminate and of weak virility, he is never able to engage the Munis as his carriers; no doubt, my unbounded strength will be rendered manifest when I come to you on a vehicle carried by the Munis. What wonder is there that the seven Risis (the seven stars of the constellation Great Bear) and all the Devarsis would carry me, knowing me as the most capable and superior in all the three worlds by virtue of my sheer asceticism?” Vyâsa said :-- O King! The King Nahusa became very pleased and dismissed S'achî Devî. He, then, with a heart flamed with passion, called the Munis and said: --“O Munis! I am now become Indra and endowed with all powers thereof; therefore you all do my work without being at all surprised. I have got the seat of Indra but Indrânî is not coming to me. I called her to my presence and when I informed her of my desire, She had spoken to me with affection the following words:-- O Indra of the Devas! O Giver of one's honour! Better come to me on a vehicle carried by the Munis and do thus the one thing for me that I like. O Maharsis! To carry out this task is, indeed, difficult for me; therefore do you all unite and, out of mercy, do this for me in all its completeness. My heart is being always burnt, as I am very much attached to the wife of Indra; so I take refuge unto you to do this wonderful work for me.” Though this request was very indecent and greatly humiliating yet the Munis agreed to it, out of pity, and also impelled, as it were, by the great Fate. When the Great Seers, the Munis consented to this proposal, the King, whose heart was very much attached to the daughter of Pulomâ, became very glad and getting on the beautiful vehicle carried by the Munis, told them, move on quickly (Sarpa, Sarpa). Then the King Nahusa, getting very much impassioned, touched with his feet the heads of the Munis, and, being as it were smitten by the arrows of cupid, began to whip frequently the Risi Agastya, the best of the ascetics, who devoured the Râksasa Vâtâpi, who was the husband of Lopâmudrâ and who drank out the ocean, saying move on, move on (Sarpa, Sarpa another meaning of which is Snake). The Muni, then, became very angry, on being thus whipped, and cursed him saying :-- “'O Wicked One! As you are whipping me, saying Sarpa, Sarpa, so go and remain in the dense forest as a huge snake. When many years will elapse and when you will crawl on your own limb and suffer intense troubles, after that you will again come to heaven. You will be free from the curse when you will see the King Yudhisthira and hear from him the answers to several questions.”
9	57-67	Vyâsa said :-- O King! Thus cursed, the King Nahusa began to chant hymns to that best of the Munis, and, while praising, fell from the Heavens and instantly turned into a snake. Brihaspatî, then, quickly went to the Mânasarovara Lake and informed Indra everything in detail. Indra became very glad on hearing in detail of the downfall of the King Nahusa from Heaven and remained there gladly. When the Devas and Munis saw this downfall into the earth of Nahusa, they all went to the Lake Mânasarovara where Indra was staying. They then all encouraged Indra and honoured him by bringing him back to the Heavens. All the Devas and Risis installed Indra on the throne and then performed the Inauguration ceremony of the all auspicious Devî. On getting back his own throne. Indra, too, began to sport in the beautiful Nandana  Garden with his dear consort S'achî, in the home of the Devas. Vyâsa said :-- O King! Indra had to suffer such severe hardships on account of his slaying the Maharsi Vis'varûpa, the Lord of the Asuras. Subsequently through the grace of the Devî, he got back his own seat. O King! Thus I have narrated before you  to my best, this excellent story of the killing of Vritrâsura and thus have answered your question. O Ornament of the Kuru family! The fruits will be exactly according to the Karma done. The effects of the Karma done must be borne whether they be auspicious or inauspicious. (So Indra had to suffer for his Karma, the killing of a Brâhmana.)Here ends the Ninth Chapter of the Sixth Book on Indra's getting the fruits of his killing a Brâhmana and on the downfall of the King Nahusa from the Heavens in the Mahâpurânam S'rî Mad Devî Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâsa.
10	1-5	Janamejaya said :-- “O Brâhmana! You have described in detail the wonderful character of Indra, his displacement from his Heavens, and his suffering many hardships and at the same time, you have described very widely the greatness of the Highest Goddess of the world. But one doubt has arisen in my mind that Indra was very powerful and when he got the lordship over the Devas, which means in other words that no trouble would pain him, how was it that he had to feel pain and agony? He got the Lordship of the Devas and his highest position by performing one hundred Horse Sacrifices; how was it, then that he was again displaced from that position? O Ocean of mercy! Kindly explain to me the causes of all these. You know everything; you are the best of the Munis and the maker of the Purânas; I am your devoted disciple; therefore nothing there can be that cannot be mentioned to me. So, O highly fortunate One! Kindly remove my doubts.” Sûta said :-- Thus asked by Janamejaya, Vyâsa the son of Satyavatî gladly spoke, in due order, the following words :--
10	6-29	Vyâsa said :-- O King! Hear, then the causes that are certainly very wonderful. The seers say that Karma is of three kinds :-- Sañchita (accumulated), Vartamâna (present) and Prârabdha (commenced). Each of these is again subdivided into three, Sâttvik, Râjasik, and Tâmasik. The accumulated effects of Karmas done in many past lives is called Sañchita, O King! The effects of this Sânchita Karma, be it auspicious or inauspicious, be it for a long or for a short time, must have to be enjoyed by the beings whether they be good or bad. This Sañchita Karma done by the embodied beings in several previous births, can never be totally exhausted even in hundred Koti Kalpas without their being enjoyed. The Karma that is being done by a Jîva and that has not as yet been completed, that is called Vartamâna Karma. The Jîvas do this Vartamâna Karma, auspicious or inauspicious, in their present embodiments. At the time of birth, a part of the Sañchita Karma, the soul takes up for fructification. This part of Sañchita Karma is called Prârabdha Karma. This exhausts only when its effects have been fully borne out by the embodied soul. The beings cannot but bear the effects of this Prârabdha Karma. O King! Know this for certain that the effects of merits or demerits done previously must be borne by anybody, be he a Deva, or a man, or an Asura, or a Yaksa or a Gandharba. The acts done previously go to form the new births of all beings. When the Karma gets exhausted, then no more birth takes place. There is no doubt in this. Brahmâ, Visnu, Rudra, Indra and the other Devas, the Dânavas, Yaksas, Gandharbas, all are under the control of this Karma. O King! Were it not so, how could they get bodies that are the causes of the enjoyments of pains and pleasures of all the beings. Therefore, O King! Out of the Sañchita Karmas done in many previous births, some Karmas get ripe in due time and they manifest themselves; those manifested Sañchita Karmas are called Prârabdha Karmas (those that are being enjoyed by an individual in the present birth). Impelled by this Prârabdha Karma, the Devas and the human beings, all do meritorious acts as well as sinful acts. Thus Indra out of his past meritorious acts attained his Indraship, and, out of his past sinful acts, committed the sin Brahmahattyâ and so he was dislodged from his Indraship. What doubt can exist here? O King! So Nara and Nârâyana, the sons of Dharma, had to take births out of their previous Karmas; again Arjuna and Krisna were born out of their Karmic effects as part incarnations of this Nara and Nârâyana. The Munis describe this Karma as the basis of the Purânas. Know that he is born of a Deva who is very wealthy and prosperous; he who is not born of the part of a Muni, never writes any spiritual treatise on Jñana or Knowledge; he who is not born of Rudra, never worships Rudra; who is not born of a Deva never distributes rice in charity; he who is not bornof S'rî Visnu, never becomes the king and lord of the earth. O King! The embodied souls derive their bodies certainly from Indra, Agni, Yama, Visnu, and Kuvera. Indra presides over lordship, Agni presides over energy, Yama presides over anger, and Visnu presides over strength. He who is powerful, fortunate, enjoying many enjoyments, learned, charitable, is said to be born of a Devâms'a. O Lord of the earth! Similarly the Pândavas and Vâsudeva who was as glorious as Nârâyana were born of Devâms'as. O King! Know this as quite certain that the bodies of the Jîvas are the receptacles of pains and pleasures; and the embodied souls (Jîvas) experience alternately pleasure and pain. No Jîva is independent; he is always under the Great Fate. He experiences birth, death, pleasure and pain, not out of his self will, but compelled and guided, as it were, by the unseen Fate.
10	30-41	O King! How very strong is that Fate can easily be judged by the following. The Pândavas were born in forest; then they went their own homes. They performed the Great Râjasûya Sacrifice by virtue of their own strength. After this they had to suffer their exiles in forest a much greater and more terrible hardship indeed! Next Arjuna performed a very hard asceticism when the Devas, not self-controlled, became pleased and granted him an auspicious boon. Still he could not extricate himself from the hands of the terrible hardship; nowhere could be found the fruits of the merits acquired in the past when he was afterwards remaining in exile in his human body in the forest! The severe tapasyâ that he did in the Vadarikâsrama in his past incarnation as Nara, the son of Dharma, did not bear any fruit in his Arjuna birth. Mysterious and inexplicable are the ways and means of Karma with which the bodies of the several beings are concerned. How could men get an idea of it when the Devas themselves are at a loss to solve it. Bhagavân Vâsudeva had to take birth in the prison, a very critical and dangerous place; he was then carried by Vasudeva to the milkman Nanda's abode at Gokula; he remained there eleven years and thence came back to Mathurâ where he killed by force Kamsa, the son of Ûgrasena. Then he released his sorrowful father and mother from the bonds of prison and made Ûgrasena, the King of Mathurâ. Afterwards he went to Dvârkâ city, out of the fear of Kâla Yavana, the King of the Mlechchas; thus Janârdana Krisna performed many great and heroic deeds, being impelled by Fate. Then he left his mortal coil at Prabhâsa, a place of pilgrimage, along with his relatives and acquaintances and then ascended to his Vaikuntha abode. All the Yâdavas, sons, grandsons, friends, brothers, sisters and ladies of the houses all died under the curse of a Brâhmin. O King! I have thus described to you the inexplicable ways of Karma.What more shall I say than the fact that Vâsudeva was killed by the arrows of a hunter!Here ends the Tenth Chapter of the Sixth Book on the phase of Karma in the Mahapurânam S'rî Mad Devî Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâsa.
11	1-10	Janamejaya said :-- “O King of the Brâhmanas! You said that Râma and Krisna took their incarnations to relieve the burden of earth. One great doubt arises in my mind on this point. At the end of the Dvâpara Yuga, the Earth, burdened and oppressed very much, assumed, in anguish, the form of a cow and took refuge under Brahmâ. Brahmâ, then, went with the Earth to Visnu, the Lord of Laksmî, and thus prayed, “O Bibhu! Let You, with all the other gods, incarnate soon on earth at the house of Vâsudeva to relieve the Earth of Her load, as well as to protect the righteous.” When Brahmâ thus prayed, the Bhagavân Visnu incarnated as the son of Devakî, along with Balarâma to lessen the burden of the Earth. And, in fact, he relieved, to a certain extent, the Earth by killing many vicious persons and many wicked and irreligious Kings. But, along with that, Bhîsma, Drona, Virâta, Drupada, Somâdatta, and Karna, the son of the Sun were killed. But, See! that those who plundered afterwards His riches, and stole away the wives of Hari, those crores of Âbhîras, S’akas, Mlechchas, and Nisâdas and other vicious people remained alive; and how could it, then, be said that the Earth was relieved when Krisna did not kill those people! O Fortunate One! When I see all the people in this Kâlî Yuga addicted to sinful acts, this great doubt is not going out of my mind (how the Earth had been relieved of Her load).
