Chapter	Text_no	Hymn
10	13	Thus questioned by the Muni Jamadagni, Maharsi Lomas'a, one in the assembly, spoke :-- O Jamadagni! Hear in reply to your question.
10	14-15	The Goddess of Energy is the best of the Devas, most excellent and highest to be worshipped. Those who want welfare, they ought to worship this Supreme Force. She is the Parâ Prakriti, the Highest Nature, the Brâhma, conditioned by Mâyâ (Time, space, and causation). She grants all the desires, does good to all, pervades everywhere, and is the Mother of Brâhma and the other high souled Devas. She is the First Prakriti, and is the Root of this gigantic Tree of Universe.
10	16	If any one calls the Devî in remembrance or distinctly utters Her Name, She fulfills all the desires of the human beings. If anybody worships Her, She is at once filled with mercy and becomes ready to grant boons.
10	17	O Munis! How, once on a time, at Brâhmin, uttering one letter of Her mystical mantra, obtained Her Grace, I am now describing that most auspicious history before you. Be pleased to hear.
10	18	Once on a time, there lived in the country of Kosala,* a famous Brâhmin, named Deva Datta. He had no issues and therefore started duly according to the prescribed rules a sacrifice called Puttresti for the sake of obtaining children.*Kosala is a country situated, according to Râmâyana, along the banks of the Sarayû (or Gogrâ). It was divided into Uttara-Kosala and Dakshina Kosala. The former is also called Ganda and it must have therefore signified the country, north of Ayodhyâ comprising Gonda and Bahraich. Aja and Dasaratha, etc., are said to have ruled over the province. At the time of Râma's death, his two sons Kusa and Lava reigned respectively at Kusâvati in Southern Kosala in the defiles of the Vindhyas and at Srâvasti in northern Kosala.
10	19-20	On the banks of the Tamasâ river, the Brâhmin erected a temporary building (or an open shade) for performing the ceremony, and there built an altar and invited the Brâhmins, versed in the Vedas, and clever in performing sacrificial rites. There he placed the fire and began to perform according to the strict rules, the Puttresti sacrifice.
10	21-22	In that sacrifice, Suhotra, the best of the Munis acted the part of Brâhma (3); Yâjñyavalkya acted the part of Adhvaryu (3); Brihaspati, that of Hotâ (3); Paila, that of Prastotâ (3); Govila, that of Udgâtâ (3); and the other Munis acted as assistants. These all were duly paid their remunerations.(3) One of the four priests employed at a Soma sacrifice as a superintendent.(3) Any officiating priest technically distinguished from Hotri, Udgâtri and Brâhman. His duty was to measure the ground, build the altar, prepare sacrificial vessels, to fetch wood and water, light the fire, bring the animal and immolate it and while doing this to repeat the Yajurveda.(3) A sacrificing priest who offers the oblations. Or one who recites the prayers of the Rigveda at a sacrifice.(3) One of the four principal priests at a sacrifice, one who chants the hymns of the Sâmaveda.
10	23-24	The Hotâ Govila, the excellent reciter of the Sâma hymns, began to sing in accented tones called svarita (the accents are three Udâtta, Anudâtta and Svarita) and the Rathantara Sâma in
10	7	tunes.Then he began to draw breath frequently; and consequently there was a break in time in the accent of Govila. Seeing this, Deva Datta was angry and immediately said to Govila.
10	25	Well, Govila, you are the foremost of the Munis and still you are doing your work like a quite illiterate man. I fear obstacles may arise in the getting of my son in this my sacrifice of Puttresti.
10	26	Govila then became much enraged and told Deva Datta “your son will be illiterate, hypocrite, and dumb.”
10	27	Behold! Every being is subject to breathing and respiring; it is very hard to control them; there is no fault of mine in the accents of my songs being thus broken; it is strange that you, being intelligent, cannot understand this.
10	28	Being afraid to hear the curse from Govila, Deva Datta became very sorry and said “O Muni! I have done no serious offence; why are you so offended without any cause. See! The Munis are void of anger and they always give delight to others.”
10	29-30	O best of Brâhmans! My offence is very trifling; why have you inflicted on me so severe a curse? I was already under the mental agony, since I had no issues; and now you have made me suffer move pain.
10	31	For the Vedic Pundits declare that it is better not to have any son than to have an illiterate stupid son; the more so, when a Brâhmin's son is illiterate, he is blamed by one and all.
10	32	An illiterate son is like a S’ûdra or a beast; he is unfit for any action. O Brâhmin! What shall I do with an illiterate son?
10	33	An illiterate Brâhmin is like a S’ûdra; consequently not an object to be engaged in any act of worship or of gifts, he is not deserving to do any action.
10	34	A Brâhman, bereft of the knowledge of the Vedas, living in a country is treated as a S’ûdra by the king of the place and is liable to pay taxes.
10	35	Whoever wants to have any fruit in any action will never invite an illiterate Brâhmin to take his seat in the ceremony relating to the Pitris or the Devas.
10	36	The king will consider an illiterate Brâhmin as if a S’ûdra and will never engage him in any religious ceremony but will order him to do the work of a farmer in cultivating fields.
10	37	Rather to perform the funeral ceremonies by erecting a Kus'abata than to engage an illiterate Brâhmin for the purpose.
10	38	One should give food to an illiterate Brâhmin just sufficient to fill his belly and no more. If he does not do that, the giver and especially the receiver are subject to go down to hell.
10	39	Fie to a kingdom where honour is shown to the illiterate stupid Brâhmanas.
10	40	Where no difference is observed when seats, worship and gift are given to various persons, sages should draw their inference how the literate and illiterate persons are treated there.
10	41	When the illiterate fools become haughty, when they are paid honours and gifts, the literary persons should never dwell there.
10	42	The wealth of the wicked goes to the enjoyments of the bad persons; for the Nim trees, though abounding richly in fruits, are enjoyed only by crows.
10	43	Again, on the other hand, if the Brâhmins, versed in the Vedas, study the Vedas even after they have taken their food, still his father and forefathers are happy and play cheerfully in their heavens.
10	44	Therefore O Govîla! You being the foremost of the Brâhmin who are versed in the Vedas, what have you said just now? See in this world, death is rather to be preferred then to have an illiterate son. How is it, then, that you have cursed me that I would get an illiterate son, when you are the best one, highly qualified with knowledge.
10	45	O high minded one! You are capable to relieve the distressed; I am bowing down to your feet; shew your mercy and re-consider your curse.
10	46	Lomas'a said :-- O Munis! Devadatta, saying these words, fell prostrate at his feet and began to eulogise him in very pitiful words, being very much grieved and with tears in his eyes.
10	47	Seeing him thus distressed, Govila was moved with pity. The persons that are noble have their anger satiated after a short while; the anger of the ignoble lasts for a long time.
10	48	The water is naturally cool; but it gets hot in contact with fire heat; and no sooner the heat is drawn away, water gets again cooled quickly.
10	49	The merciful Govila then addressed the distressed Devadatta “your son though at first illiterate, will afterwards be very learned.”
10	50	The Brâhmin Devadatta was very glad on getting this boon; then completing the sacrifice, rewarded the Brâhmins with their due dakshinâs and dismissed them.
10	51	In due course of time, his fair chaste wife Rohinî, like the asterism Rohinî became pregnant.
10	52	Devadatta performed the Garbhâdhân (3) and Pumsavan (3) ceremonies and other purificatory rites duly.
10	53	He performed the Sîmantonnayana ceremony according to rules and considered his Puttrvesti sacrifice successful and made various offerings to the Brâhmins.N. B. -- (3) One of the Samskâras, purificatory ceremonies, performed after menstruation to ensure or facilitate conception (this ceremony legalises in a religious sense the consummation of marriage).(3) It is a ceremony performed on a woman's perceiving the first signs of a living conception, with a view to the birth of a son.(3) “Parting of the hair” one of the twelve Samskâras or purificatory rites observed by women in the fourth, sixth, or eighth month of their pregnancy.
10	54-55	In the auspicious lagna when Rohinî asterism was present and in the auspicious day, his wife Rohinî gave birth to a male child. Devadatta performed the nativities of the new born child and saw its face. Next that knower of the Purânas, Devadatta kept the name of the child as Utathya.
10	56	When the son was eight years old, Devadatta performed the Upanayana (thread) ceremony duly.
10	57-58	Next the child was made to accept the vow of Brâhmachâri; and Devadatta made him study the Vedas; but the child could not pronounce a single word and used to sit simply like a stupid boy. Though tried in various ways to read and write, that wicked boy never paid the slightest attention, simply sat idly. Seeing this, his father was very sorry and much grieved.
10	59	Thus twelve years passed. Yet the boy could not learn how to perform his Sandhyâ Bandanâ duly.
10	60	The rumour went abroad that Utathya, the son of Devadatta turned out very illiterate. All the Brâhmanas, ascetics, and other persons came to learn this fact.
10	61	Wherever Utathya used to go in any forest on hermitage, the people used to laugh at him, ridiculed his father and mother and began to chide that illiterate son.
10	62	Thus blamed by father, mother and all other persons, dispassion occupied the heart of Utathya.
10	63	Once when rebuked by his father and mother that it was better to have a blind and lame son instead of an illiterate brute, Utathya took recourse to renunciation and went to a dense forest.
10	64-65	On the banks of the Ganges in a beautiful spot free from obstacles, he built a beautiful hut and began to subsist on the roots andfruits of the forest and with collected mind. Having made the excellent vow “I will never speak untruth” and holding the vow of celibacy, he lived in that beautiful hermitage.Thus ends the  chapter in the  Skandha of S’rî Mad Devî Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâsa relating to the story of Satyavrata.
11	1-5	Lomas’a said :-- O Munis! Utatthya, the son of Devadatta, was quite ignorant of anything of the Vedas, Japam (muttering of mantra), meditation of the deity, worship of the Devas, Âsana (Posture), Prânâyâma (withholding the breath by way of religious austerity), Pratyâhâra (restraint of mind), Bhûtas’uddhi (purification of the elements of the body by respiratory attraction and replacement), mantra (a mystical formula regarding some deity), Kîlaka (chanting of a mantra to serve as a pin of protection), Gâyattrî (the famous mantra of the Brâhmins), Saucha (cleanliness, external and internal), rules how to bathe, Âchamana (sipping of water and reciting mantrams before worship), Prânâgnihotra (offering of oblations to the fire of Prâna or to the fire of life), the offering of a sacrifice, hospitality, Sandhyâ (the morning, mid-day or evening prayer), collecting fuels for oblations, and offering of oblations. Daily he rose in the morning and somehow rinsed his mouth and washed his teeth and bathed in the Ganges river without any mantrams (like a Sûdra).
11	6	That stupid fellow ate indiscriminately, did not know what to eat and what not to eat. During the mid-day he collected the fruits from the forest and used to eat them.
11	7	But he always spoke truth while he stayed there; never did he say any untruth. The people of that place, seeing this, named him Satyatapâ.
11	8-9	That Utatthya did no good or bad to anybody; he slept peacefully and blissfully; but be used to think when he would die; thus his troubles would be ended; he felt that the life of an illiterate Brâhman is a curse; his death would be a better alternative.
11	10	He used to think thus :-- Fate has made me a fool; I do not find any other cause for it. Oh! I got the exceedingly good birth amongst men; but all this has been rendered in vain by Fate.
11	11	Oh! As a fair woman, if barren, a cow if giving no milk, and a tree without any fruits are all useless, so Fate has rendered my life, too, quite useless.
11	12	Why am I cursing Fate? This is all the fruits of my past Karma. In my previous life I never wrote a book and presented to a good Brâhmin; hence I am illiterate in this birth.
11	13	In my former birth I did not impart any knowledge to my favourite pupils; hence I am wicked and a cursed Brâhmin in this birth.
11	14	I never performed any religious asceticism in any holy place, I did not serve the saints, I never worshipped the Brâhmins with any offerings. For all these reasons I am now born of perverted intellect in the present birth.
11	15	Many a son of the Munis have learnt the meanings of the Vedas and the S’âstras; and I am whiling away my time thus in a quite illiterate condition by some wretched combinations of incidents.
11	16	I do not know how to perform Tapasyâ; what is the use, then, of my attempting to do so? I am of very bad luck, and thus my good resolve will not be crowned with success.
11	17	I consider Fate to be the strongest of all; Fie on one’s own prowess! For actions done with effort and hard labour are frustrated entirely by Fate.
11	18	Time can never be overstepped; See! Brahmâ, Visnu, Rudra, Indra, and others are all under the influence of the Great Time.
11	19	O Risis! Thus arguing in his mind, that Brâhmin son Utatthya stayed there in that hermitage on the bank of the holy Ganges.
11	20	And gradually he became thoroughly unattached to all the things and, being peaceful, passed away his time in that forest without any habitations and men, with great difficulty.
11	21	Thus passed away fourteen years in that forest where the Ganges was flowing. Still he did not learn how to worship the Supreme Deity, how to make Japam, nor did he learn any mantrams. Simply he lived there and whiled away his time.
11	22	People surrounding that place knew this much only of him that this Muni spoke truth only and hence his name was Satyavrata. This one name made him celebrated that he is Satyavrata; never did he say any untruth.
11	23	Once on a time, a hunter named Nisâda, exceedingly clever in hunting, came accidentally with bows and arms in his hands, while hunting a deer in that wide forest. He looked like a second God of Death (Yama) and seemed to be very cruel.
11	24	That savage mountaineer, drawing his bow so as to touch the ear, pierced a boar with his sharp arrows. The boar, being very much terrified, fled with enormous rapidity to the Muni Satyavrata.
11	25	On seeing the distressed condition of the boar trembling with fear and his body besmeared with blood, the Muni was moved with mercy.
11	26	While the boar, pierced with arrows and besmeared with blood, was running away in front of him, mercy took possession of the Muni, therefore the Muni began to tremble and agreeably to the human nature exclaimed “Ai” “Ai” (go to that direction), the seed mantram of the Goddess of learning with “m” left out (Aim, Aim).
11	27	That illiterate Brâhmin son never heard before that “Ai” was the seed mantram of the Sarasvatî Devî; nor did he come to know of it by any other means. Accidentally it came out of his mouth, and he uttered. And afterwards that Mahâtmâ seeing the boar's distressed condition was merged in deep sorrow.
11	28	The boar entered trembling into the Muni's hermitage very much distracted and being very much pained with arrows. Being unable to find any other way the boar hid himself in the dense bushes.
11	29	Instantly there appeared then, before the Muni, the terrible savage hunter, like a second God of Death, with string stretched to his ear, in pursuit of that boar.
11	30-33	On seeing the Muni Satyavrata sitting there alone and silent on the Kus’a grass seat, the hunter bowed down to him and asked “O Brâhmin! Whither has that boar gone. I know very well everything about you that you never speak untruth; therefore I am enquiring about the boar pierced by my arrows. My family members are all very hungry; and to feed them, I am come out in this hunting. This is the living, ordained by the Fate; I have got no other means of maintaining the livelihood of my family. This I speak truly to you; whether it is bad or good, I will have to maintain my family with it. O Brâhman! You are famous as Satyavrata; my family members are starving; kindly reply quickly where that boar has gone?”
11	34	Thus asked by the hunter, the Mahâtmâ Satyavrata was merged in an ocean of doubt; he began to argue “If I say I have not seen the boar then my vow to speak the truth will certainly be broken.
11	35	The boar struck with arrows has gone this way, it is true. How can I tell a lie? Again this man is hungry and is therefore asking, he will instantly kill the boar no sooner he finds him. How then can I speak truth?
11	36	Where speaking out the truth causes injury and the loss of lives, that truth is no truth at all; moreover, even untruth, when tempered with mercy for the welfare of others, is recognised as truth. Really speaking, whateverleads to the welfare of all the beings in this world, that is truth; and every thing else is not truth.
11	37	O Jamadagni! Thus placed between the horns of a religious dilemma what shall I do now so as to meet both the ends -- to save the life of the boar, to do the welfare, as well as not to speak untruth.”
11	38	When Satyavrata saw the boar wounded by the arrow of the hunter, he, moved with pity, uttered the seed mantra of the Goddess of Learning; and now that most auspicious Goddess, on account of his uttering Her seed mantram, was very pleased and gave him the knowledge, difficult to be attained otherwise.
11	39	The door of all his knowledge opened out at once, and he became at once instantly the seer, the poet like the ancient Muni Vâlmikî.
11	40	Then that religiously disposed, merciful Brâhman, aiming at Truth, addressed that hunter before him with bows in his arms, thus :--
11	41	That force which sees (as witness) never speaks; and that force which speaks, never sees. O hunter! Why are you asking me repeatedly, impelled by your own selfish desire?
11	42	The hunter, the killer of the animals, on hearing this was disappointed in the matter of finding out the boar and went back to his home.
11	43	That Brâhmin turned out a poet like Varuna and he became celebrated as Satyavrata, the speaker of truth, in all the worlds.
11	44	He began to recite the Satyavrata mantram duly, and, by its influence, became a Pundit, rivalled by none in this world.
11	45	During every festival the Brâhmans chanted his praise and the Munis used to narrate his story in detail.
11	46	On hearing his fame spreading all around, his father Devadatta who forsook him before, recalled him to his hermitage and took him again in his family with great honour and affection.
11	47	Therefore O King! You should always worship and serve that Great Goddess, the Prime Energy, the Cause of all this Universe.
11	48	O King! With due Vedic rites you perform that sacrifice to that Goddess which will surely yield results at all times and all desires. I already spoke to you about this.
11	49	That Great Goddess is known as Kâmadâ (the giver of all desires); for She grants all desires when men with devotion remember Her, worship Her, take Her name, meditate Her and eulogise Her.
11	50-56	O King! The wise sages ought to see the persons diseased, distressed, hungry, those without any wealth, the hypocrite, the cheat, the afflicted,the sensual, the covetous, the incapable, always suffering from mental troubles; again those who are wealthy with their children and grand-children, prosperous, healthy, with enjoyments, versed in the Vedas, literary, kings, heroes, those who command over many, those attended with relations and kinsmen and endowed with all good qualities; and then judge for themselves that those people did not worship the Goddess and therefore they were sufferers and these people worshipped the Goddess and hence they were happy in this world.
11	57	Vyâsa said :-- Thus I heard from the mouth of Lomas'a Muni, in assembly of the sages, the good merits of the Great Goddess.
11	58	O King! Consider all these and you will find that the Highest Goddess, the Bhâgavatî is to be worshipped always with devotion and unselfish love.Here ends the Eleventh Chapter on the merits of the Devî in the story of Satyavrata in the Third Skandha of the Mahâ Purânam S'rî mad Devî Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâsa.
12	1	The king spoke :-- O Lord! Kindly describe the rules and regulations as to how the Devî Yajña (sacrifice) is performed with its duly prescribed rites and ceremonies. Hearing it I will unwearied perform it, as far as it lies in my power, with as little delay as possible.
12	2	How the worship is done, what are the mantras, what are the articles required for oblations, how many Brâhmins are required and what Daksinâs are to be paid to them, describe in detail all these.
12	3-5	Vyâsa said :-- O king! I am telling you duly how the Yajña is performed, hear. The actions are always threefold according as the preparations are made and according as they are practised with regard to the observed rules. The threefold divisions are Sâttvik, Râjasik and Tâmasic. The Munis do the Sâttvik Pûjâ, the kings celebrate Râjasic and the Rakshasas do the Tâmasik Pûjâs. There is another Pûjâ which is devoid of qualities and which is performed by the liberated ones. I will describe to you all these in detail.
12	6-7	O king! The Yajña is then called Sâttvik, when it is performed in a Sâttvik country, like Benares, etc., in Sâttvik time, e.g., in Uttarâyana, when the materials collected are earned rightly, when the mantras are those of the Vedas, when the Brâhmin is Srotriya, where there is Sâttvik faith, void of any attachment towards the sensual objects, when all these happen to coincide. O king! When all the above takes place and there is purification of materials, actions, and mantras, i.e., when thematerials are all right, when the actions are done as they ought to be, and where there is no error or omission, etc., in the mantras, etc., then and then only the Yajña becomes perfect and no doubt yield full results; there would be nothing contrary to this.
12	8-9	If the Yajña is performed with articles not rightly earned, then there is no fame either in this world nor there is any reward in the next world. Therefore it is necessary that the Yajña should be performed with rightly earned materials; then there is fame in this world and better state in the next world; and happiness is also acquired; there is no doubt in this.
12	10	O king! It is before your eyes, as it were, that the Pândavas performed the Râjasûya Yajña, the king of sacrifices, and, on the completion whereof, the excellent Daksinâs were paid to the Brâhmins and others.
12	11	In that Yajña the highly intelligent S’rî Krisna Himself, the Lord of the Yâdavas was present, as well as many other Brâhmanas, like Bhâradvâja and other fully enightened souls.
12	12	But within three months after completing the sacrifice, the Pândavas suffered extreme hardships and had to live, with extreme difficulty, as exiles in the forest.
12	13	Consider the insult shown towards Draupadî, the Pândava's defeat in the play of gambling, their going away to dwell in the forest; these hardships were borne by the Pândavas. What rewards did then the Pândavas derive from the Râjasûya Yajña?
12	14-15	All the high-souled Pândavas had to work as slaves of Virâta; and Draupadî, the best of women, was very much troubled and insulted by Kichaka. When all these occurred, any one can easily ask where were the ashirvâdas of the pure souled Brâhmanas? Also what result did they derive from their unflinching devotion towards S’rî Krisna when they were involved in the above critical state?
12	16	No one protected Draupadî, the chaste and the best, the daughter of Drupada, when she was drawn by her hair on her head into the hall of assembly where gambling was being played?
12	17	O king! How could all these happen in a place where S’rî Bhagavân Kesava Himself and the high souled Yudhisthîra were present? If one argues, one would conclude “there must have been something wrong in that Yajña.”
12	18	If you say that nothing wrong happened in the Yajña, all these were caused by Fate; then it comes to this :-- that the Vedic mantras, Âgamas and the other Vedic rites are all fruitless.
12	19	If it be argued that though the Vedic mantras are powerful enough to bear fruits, yet whatever is predestined to come to pass, will surely pass, then the proposition resolves into this :-- that all the means, expedients, and appliances lead to meaningless conclusions.
12	20	Then the Âgamas, the Vedas merely recommend a vidhi or precept by stating the good arising from its proper observance and the evils arising from its omission and also by adducing historical instances as its support; in other words, they are powerless as far as bearing fruits is concerned; all the acts are meaningless, asceticism to attain Heaven comes as useless and the peculiar duties of caste are fruitless. O king! This view is exceedingly culpable; it is never fit for acceptance by the highsouled persons.
12	21	O King! If what is laid by God in the womb of futurity (a state of things preordained by God in which it is sure to take place in the fullness of time), be taken as the first-hand proof, then all the other proofs are rendered null and void. Therefore Fate and human exertion both are to be undoubtedly taken into account to ensure success.
12	22	Human exertions being applied, if the results come otherwise, the wise Pundits would infer that some defects, omissions or imperfections crept into the work.
12	23	All the Pundits, very learned and instituters of sacrifices have classed Karmas under different headings according as the agents, mantras, and articles employed in the worship vary.
12	24	Once on an occasion Vis’varûpa, ordained as a Guru by Indra (in a Yajña) (intentionally) did things contrary so as to benefit the Daityas, who belonged to his mother's side.
12	25	Vis’varûpa uttered repeatedly the mantrams beneficial to the gods, while they were present; and, during their absence, prayed heartily for the welfare of the Daityas; and, in the long run, protected the Daityas.
12	26	On seeing the Asuras gaining strength, Indra, the Lord of the Devas, became very much enraged and instantly cut off Vis’varûpa's head by his thunderbolt.
12	27	O King! This is then the instance where the contrary fruits were borne out by the agent employed in performing the Yajña; there is no doubt in this. This is not possible in the other cases.
12	28	See, again, the king of Pânchâla performed his sacrifice to get a son to kill Drona, the son of Bhâradvâja; and though he did this out of angry motives, still Dhristadyumna was born out of fire; and Draupadî sprang out of the altar.
12	29	Again, in days of yore, Das’aratha, the king of Kosala, was sonless; and he instituted a sacrifice to get one son; and lo! be got four sons.
12	30	Therefore O King! If the Yajña be performed according to proper rules and regulations, it yields fruits in all respects; again if it be done unrighteously, without any regard for the rules, etc., it yields results just the contrary; there is no doubt in this.
12	31-32	Therefore, there must have been some defects in the Yajña of the Pândavas; hence contrary effects ensued, and therefore the truthful king Yudhisthîra and his powerful brothers and the chaste Draupadî were all defeated in the play at dice.
12	33	It might be that the materials were not of a good stamp; they were all earned by killing the kings, good many in number, and earned thus unrighteously; or it might happen that the Pândavas did their Yajña with too much egoism. However, this is certain that there had crept in some defects in their actions.
12	34	O King! The Sâttvik Yajña is rare; it can be done only by the Sâttvik Munis who live in the  order of the household life or who live as hermits.
12	35-36	The ascetics that eat daily the Sâttvik food, the roots and fruits, collected from forests and obtained rightly, that is good to the Munis and that is well cleaned and purified, are the only ones that can perform with full devotions the Sâttvik Yajñas, where no animals are sacrificed (where there are no sacrificial posts to which the victim is fastened at the time of immolation) and where offerings of cakes of ground rice in vessels are given. These are the best of all the Sâttvik Yajñas.
12	37	The Ksattriyas and the Vaisyas perform the Yajñas with Abhimân (self-conceit and egoism) where many presents are given, animals are sacrificed, and all things are well cleansed, purified and elaborately decorated. This Yajña is called Râjasic.
12	38	That Yajña is according to the sages, Tâmasik, where the Dânavas, puffed up with arrogance, infatuated with anger, jealousy and wickedness perform their acts with the sole object of killing their enemies.
12	39	That Yajña is called Mânas Yâg or mânasic (mental) where the high-souled Munis, void of worldly desires, collect mentally all the necessary articles and perform the Yajña with the sole object of liberation from the bondages of the world.
12	40	In all the other Yajñas (than the Mânas Yâg) some imperfections or other naturally arise, due to some defects in the materials, or want of faith, or in the performance or in the Brâhmins.
12	41	No other Yajñas can be so complete as the Mânasa Yajña; the reason being that in the other Yajñas some, imperfections come out due to time, place, and separate ingredients to be collected.
12	42-43	Now hear who are the persons fit to undertake this mental Yajña in honour of the Great Goddess. First this mind is to be purified, by making it void of the Gunas; the mind being pure, the body becomes also pure, there is no doubt. When the mind becomes completely pure, after it has abandoned all sensual objects, fit for enjoyment, then that man is entitled to perform the Mother's Yajña.
12	44-45	There he should build mentally the big hall for sacrifice, many Yojanas wide, decorated with high polished pillars out of the materials brought for the purpose (e. g., fortitude, etc.). Within the hall he will imagine a wide and spacious altar and place the Holy Fire on it mentally according to due rules and regulations.
12	46-47	He is to select mentally the Brâhmin priests and consecrate them as Brahmâ, Adharyu, Hotâ, Prastotâ, Udgâtâ, Pratihatrâ and other assistants. He is to worship mentally all these priests.
12	48	Then he will have to imagine the five Vâyus, Prâna, Apâna, Vyâna, Samâna, and Udâna, as the five fires and locate them duly on the altar.
12	49-50	Prâna Vâyu stands for Gârhapatya; Apâna, for Âhavanîya; Vyâna for Daksinâ; Samâna for Avasathya; and Udâna for Sabhya Agni. These fires are all very terrible; then one should place these carefully on the altar with great concentration of mind. He is to collect then all the other necessary materials and think that all are very pure and free from any defects.
12	51-57	In the Mânasic Yajña, mind is the offerer of oblations and mind the Yajamâna, the performer of the Sacrifice; and the Presiding Deity of the Sacrifice is the Nirguna Brahmâ. The Great Goddess, the Nirguna Energy, who is always auspicious and gives the feeling of dispassion and indifference to worldly objects is the awarder of fruits in this Yajña. She is the Brahmâ Vidyâ, She is the substratum of all and She is all pervading. The Brâhmin is to take the Devî's name and offer oblations in the fire of Prâna, the necessary articles for the Devî's satisfaction. Then he is to make his Chitta and Prâna void of any worldly thought, or any worldly support and to offer oblations to the Eternal Brahmâ through the mouth of Kundalinî (the Serpent Fire.) Next, within his Nirvikalpa mind, by means of Samâdhi, be should meditate own Self, the Mahes'varî Herself by his consciousness. Thus, when he will see his own self in all the beings and all the beings in his own self, thenthe Jîva will get the vision of the Goddess Mahâvidyâ, giving auspicious liberation (Moksa). O King! After the high souled Munis have seen the Goddess, of everlasting intelligence and bliss, then he becomes the knower of Brâhman. All the Mâyâ, the cause of this Universe becomes burnt up; only, as long as the body remains, the Prârabdha Karma remains.
12	58	Then the Jîvas become liberated, while living; and when the body dissolves, he attains to final liberation. Therefore, O Child! Whoever worships the Mother becomes crowned with success; there is no doubt in this.
12	59	Therefore follow the advice of the Guru, the Spiritual Teacher; and with all attention, hear, think and meditate on the Great Goddess of the World.
12	60	O King! Liberation is sure to ensue of this Mânasa Yajña. All the other Yajñas are Sakâma (with some object in view) and therefore their effects are temporary.
12	61-62	He who wants enjoyments in Heaven, should perform the Agnistoma Yajña, with due rites and ceremonies; such is the Vedic injunction. But when the acquired merit expires, the sacrificer will have to come again into this world of mortals. Therefore the Mânasa Yajña is eternal and best.
12	63-65	This Mânasa Yajña is not fit to be performed by kings intent on getting victory. The Yajña that you performed, the serpent Yajña, is Tâmasic, for you wanted to take vengeance on your enemy, the serpent Taksaka; and millions of serpents were made to be burnt in that sacrifice.O King! Hear now about the Devî Yajña, that was performed by Visnu in the beginning of the creation. You better now do that Devî Yajña with due rules.
12	66-67	I will tell you all about the rules; there are Brâhmins that know the rules and know best also the Vedas; they know also the seed mantrams of the Devî, as well as the rules of their application; they are clever in all the mantrams. These will be your priests and you yourself will be the sacrificer.
12	68	O King! Do this sacrifice duly and deliver your father from hell by the merits that you will acquire thereby.
12	69	O Sinless One! The sin incurred on account of insulting a Brâhmin is serious and leads the sinner to hell. Your father committed that sin and incurred the curse from a Brâhmin. Therefore he has gone to the hell.
12	70	Your father died also out of a snake bite which is not a meritorious one. The death occurred also in a palace built high up in the air (on a pillar), instead of taking place on the ground on a bed of Kus'a grass.
12	71	O best of the Kurus! The death did not occur in any battle nor on the banks of the Ganges. Void of proper bathing and charities, etc., he died in a palace.
12	72	O best of Kings! All the ugly causes, leading to hell, were present in the case of your father. See, again, there is also one thing which done will lead to one’s liberation; but that was absent too with your father.
12	73-76	That is this :-- Let a man remain, wherever he may, whenever he comes to learn that his end is approaching, even if he had not practised before any good practices or meritorious deeds, and even if he becomes senseless in the trial time of death, when dispassion comes to an individual whose mind gets, for the time being, clear and free from any worldly thoughts, then he should think thus :-- “This my body, composed of five elements, will soon be destroyed; there is no cause whatsoever in having any remorse for it; let whatever come, that it may; I am free, void of qualities; and I am the Eternal Purusa; death is not capable to do any harm to me. All the elements are liable to decay and destruction; what remorse can overtake me? I am not a man of the world, I am always free, Eternal Brahmâ; I have got no connection with this body that is merely the outcome of actions.
12	77	Before I did meritorious or unmeritorious acts, leading to happiness and pain; therefore I have got this mortal coil and am enjoying the fruits of my past auspicious or inauspicious Karma.”
12	78	Whoever thinks thus and dies, even if he does not take proper purificatory bath or make any charity, he gets himself freed from the awful Samsâra and never comes to see himself again born in this world.
12	79	O King! This method of parting from one’s body is rarely attained even by the Yogins; this is the acme, the highest height of all the human efforts towards liberation.
12	80	But your father, hearing even the curse from a Brâhmin, retained his attachment towards his body; therefore he did not attain dispassion.
12	81	He thought thus :-- “My body is now free from any disease; my kingdom is free from enemies or any other source of danger; how can I now get myself saved from this untimely death.” Thinking thus, he ordered to call the Brâhmans, who know the mantrams.
12	82	Then that king ascended to the palace, with medicines, many mantras and many other instruments.
12	83-84	He considered his fate to be the strongest and therefore did not take his bath in any holy place; he did not perform any charities, did not sleep on the ground or remember any mantram of the Devî. Due to Kali entering into his body, he committed the sin of insulting an ascetic and plunged himself in the ocean of delusion and died bitten by the Taksaka snake on the top of a palace.
12	85	The King has now fallen undoubtedly to the hell, on account of those vicious deeds. Therefore, O King! dost Thou deliver your father from the sin.
12	86	Sûta said, O Risis! Hearing these words from the fiery Vyâsa, the king Janamejaya became very sad and tears came from his eyes and flowed down his cheeks and throat.He then exclaimed in a suffocating voice “Fie on me! my father is still in the hell. I will now do at once whatever leads my father to heaven.”Thus ends the twelfth chapter on the Ambâ Yajña rules in the  Adhyâya of S’rî Mad Devî Bhâgavatam, the Mahâ Purânam of Eighteen Thousand verses composed by Mahârsi Veda Vyâsa.
