Chapter	Text_no	Hymn
10	17-28	Vyâsa said :-- Hearing these words of the Devî, that minister, surrounded by forces, replied in reasonable words thus :-- “O Devî! You are speaking in words befitting a woman and puffed up with pride. You are a woman; the lord of the Daityas is a hero; how can a battle be engaged between you two. It seems to me impossible. Your body is delicate, a girl in full youth; especially you are alone and Mahisa is of huge body and powerful; so the fight comes next to impossibility. He has elephants, horses, chariots, infantry, etc., and countless soldiers all armed with weapons. Therefore, O Beautiful One! He will find no difficulty in killing you in battle as an elephant finds no difficulty in treading over the Mâlati flowers. Rather, if I utter anything harsh to you, that would go against the sentiment of love, with you; therefore I cannot speak rudely to you out of my fear not to interrupt the above feeling. True, that our king is an enemy of the gods; but be has become extremely devoted to you. Therefore it is wise to speak words full of conciliation or generosity. Were it otherwise, I would have shot arrows at you and would have killed you in as much as you have thus boasted in vain and spoken so dire a falsehood, resting merely on the strength of your youthful pride and cleverness. My master has become fascinated on hearing your extraordinary beauty hardly to be seen in this world; it therefore behoves me to speak sweet words to you for the sake of pleasing my master. O Large-eyed! This kingdom and the wealth thereof are all yours; in fact, Mahisa will be your obedient servant; therefore, better forsake your anger, leadingto your death; and cultivate friendship with him. O Sweet Smiling One! I am falling at your feet; you better go to him and become at once queen-consort. O Handsome Woman! No sooner you become the queen of Mahisa than you will get at once all the pure wealth of the three worlds and the unbounding happiness of this world.”
10	29-45	The Devî said :-- “Minister! I now speak what is pregnant with goodness and wisdom to you, according to the rules of the S'âstras, keeping in view also the cleverness that you have shown in using your words. Now I come to understand from your talk, that you are the chief secretary of Mahisa; and therefore your nature and intelligence are like those of a beast. And how can he be intelligent, whose ministership is occupied by a man of your nature! Nature has ordained connection between two persons of like nature. O Stupid One! Did you think a little beforehand the meaning of your words when you told me of my feminine nature? Though I am not apparently a man, yet my nature is that of the Highest Purusa (Man); I shew myself simply in a feminine form. Your master asked before from Brahmâ that he would prefer death, if possible, at the hands of a woman ; therefore, I consider him quite illiterate and ignorant of the sentiment, worthy of a hero. Because to die at the hands of a woman is very painful to one who is a hero; and this is gladly welcome to one who is a hermaphrodite. Now see that your master Mahisa has shown his intelligence, when he courted his death from the hands of a woman. For that very reason, I have come here in the shape of a woman to effect my purpose; why shall I fear, then, to hear your words, contradictory to those of the S'âstras. When Fate goes against any one, a grass comes like a thunderbolt; and when fate goes in favour of anyone, a thunderbolt becomes as soft as a bundle of cotton. What does it avail even when one possesses an extensive army or various weapons in abundance, taking shelter in a wide extending fort? What will his soldiers do to him, whose death has come close at hand? Whenever, in due time, the connection of the Jîva (the human soul) with this body is brought about, then his pleasures, pains and death are written. Know this as certain, very certain, that death will come to  him in the manner as written by the hands of Fate; it will never be otherwise. As the birth and death of Brahmâ and other gods are ordained, your death has been similarly ordained; no, there is no need of taking the example further than this. Those who are tied up by the hands of death are surely fools and of extremely blunt intellect, if they think simply on the strength of their getting some boons “that they would never die.” Therefore go quickly to your king and speak to him what I have said; you will then surely obey what he commands you to do. If he wantshis life, he, with his retinue, would at once go down to Pâtâla; let Indra and the other Devas get possession of the Heavens and their share of Yajñas. If he holds a contrary opinion, let him be eager to go to the house of Death and come and fight with Me. If he thinks that Visnu and the other Devas have fled from the battle-fields, he has nothing to boast of; for he has not shewn his manliness at all even then; for his victory is solely due to his having got the boon from Brahmâ.”
10	46-52	Vyâsa said :-- Hearing these words of the Devî, the Dânava began to think whether I ought to fight or to go to Mahisa? The King has become very enamoured and has sent me hither to negotiate for marriage; how then will I be able to go to him if I make this affair unpleasant and interrupted in the middle in its course of harmony. Now it is wise for me to go to the King without fighting; let me then go as early as possible in this way and inform him about this whole affair. The King is exceptionally intelligent and experienced; he will consult with his other experienced ministers and do what is best. Therefore I ought not to fight here rashly; for victory or defeat would alike be distasteful to my monarch. Whether this Lady kills me, or I kill this Lady, the king will be angry in either case. I will therefore go now to the king and tell him what the Devî has said; he will do whatever he likes.
10	53-66	Vyâsa said :-- Thus that intelligent son of the minister argued and went to the king. Then, bowing down before him, he began to say thus :-- O King! That excellent woman, fascinating to the world, the beautiful Devî is sitting on a lion with weapons in all her eighteen hands. O King! I told her “O Beautiful Lady! Be attached to Mahisâsura; you will become, then, the queen-consort of the king, the lord of the three worlds. You will certainly then be his queen-consort; he will pass his life, ever obedient to you like an obedient servant. O Beautiful One! If you choose to make Mahisa your husband, you will become fortunate amongst women and will enjoy ever all the wealth of the three worlds.” Hearing my these words, that large-eyed woman, puffed up with egoism, laughed a little and said thus :-- “Your king is born of a buffalo and is the worst of brutes; I will sacrifice him before the Devî for the benefit of the gods. Is there any woman in this world so stupid as to select Mahisa as her husband? O You stupid! Can a woman like me ever indulge in bestial sentiments! A female buffalo has got horns; she, being excited with passion, may select your Mahisa with horns as her husband and come to him bellowing. I am not stupid nor like her so as to make him my husband. O Villain! I will fight and destroy the enemies of the gods in the battle-field. Orif he desires to live, let him flee to Pâtâla. O King! Hearing those rough words uttered by Her in a moment of madness, I have come to you, thinking also how to redress this wrong. O King! Only I feared not to interrupt in your love sentiment; and therefore I did not fight with Her; especially, without Your command, how can I engage myself in useless excitement? O Lord of the Earth! That handsome woman rests maddened on Her own strength; I do not know what is in the womb of future or whatever is destined to happen, will surely come to pass. You are the sole master in this matter; I will do whatever you order me. The matter is very difficult to be reflected upon; whether it is better to fight or it is better to fly away, I cannot say definitely.”Here ends the Tenth Chapter of the Fifth Skandha on the messenger's news to Mahisa, in S'rî Mad Devî Bhâgavatam the Mahâ Purânam, of Eighteen Thousand verses by Maharsi Veda Vyâsa.
11	1-3	Vyâsa said :-- The King Mahisâsura, maddened with pride, heard the messenger’s words and called the aged and experienced ministers and said thus :-- O Ministers! What am I to do now? Better judge you all well, and speak out definitely to me. Is it that this Devî has been created by the Devas like the Mâyâ of Sambarâsura and thus has appeared before us? You are all dexterous and know where to apply the four means of success, viz., conciliation, gift or bribery, sowing dissensions, and war; and therefore you would better tell me which one of the above four, I am to adopt now.
11	4-7	The ministers said :-- O King! One should always speak true and at the same time pleasant; the wise ones should then select only those which are beneficial and apply them. O King! As a medicine, though bitter, cures diseases, so true words, though appearing unpleasant, lead to beneficial results. Those that are simply pleasant, are generally injurious as to their effects. O Lord of the Earth! The bearers and approvers of truth both are very rare; truth speakers also are very difficult to be seen; laudatory sycophancy is found in a great measure in this world. O King! Nobody in the three worlds knows what will be good or what will lead to inauspicious results? How can we then definitely pronounce our judgment in this difficult matter?
11	8-9	The King said :-- Let each of you say separately, according to his own intellect, what is his opinion; I will hear them all and considerfor myself. Clever persons should hear the opinions of several persons, then judge for himself what is the best and then adopt that as what is to be done.
11	10	Vyâsa said :-- Hearing his words, the powerful Virûpâksa came out foremost of all and began to say pleasant words to the King.
11	11-16	O King! Please take for certain, what has been spoken by that ordinary woman, swelled with vanity, as words simply to scare you. The efforts and courage of a woman are known to all; who will be afraid therefore, to hear abusive language from a woman, praising her ownself in matters of warfare? O King! You have conquered the three worlds by your own heroic valour; now if you acknowledge your inferiority, out of fear to a woman, you would be subject to very much disgrace in this world. Therefore, O King! I will go alone to fight with Chandikâ and I will kill Her. You can stay here now without any fear. O King! See my prowess now; I am just now going with my army and I will kill that violent Chandikâ, maddened with pride, or I will tie Her down by a coil of snakes and bring Her before you; then that Lady, seeing Herself helpless, will become quite submissive to you; there is no doubt in this.
11	17-30	Vyâsa said :-- Hearing these words of Virûpâksa, Durdhara said :-- O King! Virûpâksa is very intelligent; what he has said just now is all reasonable and true. O King! You are intelligent; hear my words full of truth also. As far as I think, I consider that woman with beautiful teeth as passionate. For that woman of broad hips has expressed a desire to bring you under control by making you fearful; the mistresses, proud of their beauty generally use such words when they become passionate. When they behave in this way, people call these amorous gestures. These crooked words of mistresses are the chief causes in attracting dear persons unto them. Those who are skilled in the art of love affair, some of them can know these things thoroughly well. O King! That woman has said, “I will pierce and kill you by arrows, face to face, in the battlefield.” The sense of this is different. The wise persons that are clever and experienced in the art of finding out the cause, declare that the above sentence is pregnant with deep and esoteric meaning. You can easily see that the handsome women have no other arrows with them; their side-glances are their arrows. And their words carry their hidden meanings, and, expressing their desires, are their flowers. O King! Brahmâ, Visnu and Mahes’a even have no powers to shoot arrows at you; how can, then, that helpless woman, who appears so passionate, dart real arrows at you? O King! That lady said :-- “O Stupid! I will kill your King by my arrow-like eye-sight.” But the messenger was wanting in that power to appreciate; so he, no doubt, understood her words in theircontrary sense. The saying of that lady, “I will lay your lord in the death-bed in the battle-field” is to be taken in the light of inverted sexual intercourse, where woman is above the man. Her utterance, “I will take away the vitality (life) of your lord” is also significant. The semen virile is known as the vitality (life). Therefore the above expression means that she will make you devoid of your virility. There can be no other meaning. O King! Those women that are excellent shew by too much of their covert expressions (innuendos) that they select and like very much their beloved. The experts only in these amorous affairs will be able to appreciate these things. Knowing thus, dealings ought to be made with Her so that the harmony in amorous sentiments be not broken. O King! Sâma (conciliation) and Dâna (gifts) are the two means to be adopted; there is no other way. By these two, that Lady, whether she be proud or angry, is sure to have brought under control; I will go now and bring Her before you by such sweet words. O King! What is the use of my talking too much? I will make Her submissive to you like a slave girl.
11	31-44	Vyâsa said :-- Hearing those words of Durdhara, the Dânava Tâmra, who was very experienced in finding out the real nature, said :-- “I am telling you what is sanctioned by virtue and is at the same time full of sweet amorous feelings, pregnant with deep meanings. Kindly hear; O Giver of honour! This intelligent woman is not at all passionate nor devoted to you; nor has that woman used any covert expressions to you. O Great Hero! This is strange indeed that a Lady, beautiful, handsome, and of strange features, at the same time alone and helpless, has come here to fight. A good-looking woman, powerful, and having eighteen hands is never heard of, nor ever seen by me in these three worlds. She is holding in each of Her hands powerful weapons. O king! All these seem to be the contrary actions of Time. O King! I saw ominous dreams during the night; and I conclude, therefore, that great dangers are over our heads. Early in the morning twilight, I saw in my dream that a woman, wearing a black raiment, was weeping in the inner courtyard; that some inauspicious events are forthcoming can be easily judged from the above. O King! The birds were screaming hoarsely in every house and various calamitous events were seen in various houses; at this time that woman, firmly resolved, was challenging you to fight; it, therefore seems to me that there is something very serious in this matter. O Lord! This woman is neither human, nor a Gandharvî, nor the wife of any Asura. Only to cause delusion to us, she, this wondrous Mâyâ has been created by the gods. O King! In no case, weakness is to be resorted; it is wise by all means to fight as best as possible; what is inevitable will come to pass; this is my opinion. No one is able to unriddle the doingsof the Devas, whether they would be auspicious or inauspicious. Therefore intelligent ones should weigh pros and cons carefully and remain patient and steady. O King! Life or death is at the hands of Destiny; Nobody, therefore, can do it otherwise.”
11	45-51	Hearing this, Mahisâsura said :-- “O Highly fortunate Tâmra! Better, then, stand for fight, fully resolved and go to that Lady, beautiful, and conquer Her according to rules of justice and bring Her before me. In case She does not come under your control in fight, kill Her; but if She comes round, then show Her honour; do not kill Her. O All-knowing! You are a great hero and at the same thoroughly conversant with Kâma S’âstra (science of love); therefore conquer that Fair One by any means you can. O valiant Tâmra, of mighty prowess! Go then with a mighty force and ponder over again and again and find out Her intention. Is She prompted by passion or by real inimical feeling or by any other motive? Try to find out whose Mâyâ is this? Know all these beforehand; then find out the remedy; next fight with Her according to your strength and prowess. Weakness should not be shown nor merciless behaviour is to be resorted; you should behave with Her according to the bent of Her mind.”
11	52	Vyâsa said :-- O king! Thus hearing the King’s words, Tâmra coming as if under the sway of Death, saluted the king Mahisa and marched away with his army.
11	53-66	That wicked Dânava, who, on his way, began to see all the fearful inauspicious signs, indicative of Death, became surprised and was caught with fear. When he arrived at the spot, he saw the Devî standing on a lion, while She was decorated with all the weapons and instruments, and all the Devas were chanting hymns to Her. Tâmra, then bowed down before Her with humility and modesty and addressed Her with sweet words, according to the rules of the policy of conciliation. “O Devî! Mahisa, the lord of the Daityas, has become enchanted on hearing Your beauty and qualifications and has become desirous to marry You. O Beautiful One! You would better be graciously pleased with that conqueror of the Immortals, the Mahisâsura; O Thou of delicate limbs! Make him your husband and enjoy all the exquisite pleasures of the Nandana garden as best as you can. The end and aim of attaining this human form, beautiful in every respect and the abode of all bliss, is to enjoy, in every way, all the pleasures of human existence and to avoid the sources of all troubles. This is the rule.“O Thou of beautiful thighs like those of the young of an elephant! Your soft and delicate lotus-like hands are fit to play only with nice balls offlowers; why then are You holding in Your hands all the weapons and arrows? What is the use of holding ordinary arrows, when those two eye-brows like bows, are existing with You? What need have you to take ordinary arrows when you are graced with those piercing eye sights, your arrows. The war is exceedingly painful in this world; those who know thus ought never to fight. It is only those human beings that are prompted by greed that fight with each other. What to speak of those sharpened arrows, one ought not to fight with flowers even; O Devî! You can well say who is it that feels pleasure, when one’s own body is pierced? Therefore, O Delicate One! Gladly you can worship Mahisa, the lord of the world and the object of worship of the Devas and Dânavas. Then he will satisfy all your desires. What more to say, you will no doubt be his queen-consort. O Devî! If one tries one’s best, it is doubtful whether one would be crowned with success; therefore keep my this request; you will surely get all the best pleasures. O Beautiful! You are well acquainted with all the politics; therefore you better enjoy thoroughly the pleasures of the kingdom for full many years. And if you marry Mahisa you will have beautiful sons and those sons again will be kings; and enjoying the pleasures of your full grown womanhood, you will no doubt, be happy in your old age.”Here ends the Eleventh Chapter of the Fifth Book on the appearing of the Dânava Tâmra before the Devî in S’rî Mad Devî Bhâgavatam, the Mahâ Purânam, of Eighteen Thousand verses, by Maharsi Veda Vyâsa.
12	1	Vyâsa said :-- The World-Mother, hearing Tâmra’s words, spoke laughing a little and with a deep voice like that of a rumbling thunder cloud.
12	2-13	The Devî spoke :-- “O Tâmra! Go and say to your Lord Mahisa who, it seems, is stupid, whose end is nigh, who has become very passionate, and who is void of knowledge what is proper and what is improper. I am not like your grown up mother, the she-buffalo, having horns, eating grass, with a long tail and a big-belly. I do not like to have Visnu, the god S’ankara, Brahmâ, Kuvera, Varuna, or Fire. How then can I select a beast? If I do so, I will be an object of much censure amongst the several worlds. I am not desirous of any more husband; my Husband is existing; though He is the Lord of all, Witness of All, yet He is not the Actor; He is without any desires and He is calmand tranquil. He, the S’iva, is devoid of any Prakritic qualities, without any attachment, the Great Infinite, without anyone to rely on, without any refuge, omniscient, omnipresent, the Great Witness, the Full, and the seat of the Full, the Auspicious. He is the abode of all, capable to do all, the peaceful, capable to create everything and He is seeing everywhere. How can I then leave Him and try to serve the dull, stupid Mahisa? Let him come and fight with this understanding that he will be defeated and be made the conveyance of Yama, the God of Death or the carrier of water of the human beings. And if that impious heretic desire to live, let him fly at once to Pâtâla with all his demon comrades; else I will slay him in battle. See! The combination of similar substances leads to happiness; and if out of ignorance, the connection takes place between things entirely different in their natures, it becomes at once the source of all pains and troubles. You are a thorough illiterate when you ask me to worship your lord; do you not see me endowed with exquisite beauty? and what is your Mahisa? A buffalo with horns; how can then creation become possible between us? Better fly away or fight if you like; I will kill you and your friends, and if you leave the region of Heavens and the share of Yajñâ, then you will become happy.”
12	14-30	Vyâsa said :-- O King! Thus saying, the Devî howled and roared so loudly that it appeared strange and it caused a great terror to the Dânavas who took it as the great dissolution of the universe at the end of a Kalpa. The earth and the mountains trembled; the wives of the Dânavas, had miscarriages at that terrific noise. Tâmra hearing that sound was terrified; his mind became unsteady and he at once fled to Mahisa. O King! The Dânavas present in the city became deaf; thy fled and became very anxious and were absorbed in the thought whence and how that sound came. The lion, too, enraged and, raising up its manes, roared so loud that the Daityas became very much terrified. Mahisa, too, became confounded to see Tâmra returning; he then held a council with his ministers what ought to be done next? Mahisâsura said :-- “O best of the Dânavas! Shall we now take our shelter within the forts? Or shall we go out and fight? Or will it be favourable to us if we fly away? You all are intelligent and versed in all the S’âstras and unconquerable by your foes; therefore ought you all to consult over the the matter in utmost privacy for our success at the present moment. The root of Kingdom lies in the council in the secret place (cabinet) and Statesmanship; if this counsel be kept well preserved in secrecy, then that Kingdom is also kept entire; therefore it is highly incumbent that the plan be kept in strictest confidence amongst the good and virtuous ministers. If the plan be out, then destruction comes both to the King and his Kingdom; hence the plan must be kept secretby those wanting glory, lest it be taken advantage of and rendered ineffective by other persons. O Ministers! Now declare, taking due consideration of time and place, after duly discussing and ascertaining what is the best course to adopt, what would be beneficial and full of reason and intelligence. First find out the cause why this powerful woman, created by the Devas has come here alone and helpless? That woman is challenging us to fight. What more wonder can there be than this? Who can say in the three worlds what the result will be, whether it will be good or otherwise? Victory comes not to many persons nor defeat comes to a single individual; therefore victory or defeat lies at the hands of the Luck and Destiny. Those who plead for place, policy, statesmanship, they say what is Fate? Is there anyone who has seen Fate? (Adrista) No one has seen His appearance. It may be argued that there may exist such a thing as Fate; to which it might be replied, what proofs are there for such an existence? Thus the weak persons alone hold it out as their only hope; nowhere are seen energetic persons who can fulfil their ends by their own efforts, by those who enrol themselves under Fate. Therefore “effort,” “energy” are the words of the heroes and “Fate” is the word of the cowards. You should all consider today these subjects fully and intelligently and then decide what are we to do?”
12	31-39	Vyâsa said :-- Thus hearing the King, the famous Vidâlâksa with folded hands spoke thus :-- O King! First it should be definitely ascertained whose wife is she, this woman possessing large eyes? Whence and for what purpose has she come here; next what ought to be done should be decided. It seems to me that the Devas, knowing that your death will ensue from the hands of a woman, have created very carefully this lotus-eyed woman out of their own essences. And they are lying in wait, unknown to anybody in the celestial space with a desire to see the battle but really to fight with you. In due time, they will undoubtedly help this woman. When the war will ensue, Visnu and the other Devas will put this woman in front and slay us all. Whereas this Devî will slay you. This is their earnest desire. O King! I have come to know this beforehand; but what will be the actual result I cannot say. I cannot say also whether it is advisable for You to fight now; therefore it would be better if you consider yourself well on this matter of the gods and do accordingly. Our duty, the duty of your servants lies in this :-- That we should sacrifice at any moment our lives for the preservation of your prestige and to enjoy with you whenever you are enjoying. But, O King! It is extremely advisable to ponder over this very carefully when we see that this woman, though alone, is challenging us to fight who are armed with powerful soldiers.
12	40-44	Durmukha said :-- O King! I know for certain, that we will not get victory in this battle; still we ought not to show our backs; for that would lead us to sheer disgrace. Even in our encounter with Indra and other Devas, we did nothing hateful and blameable; then how can any of us fly away when we come face to face with a helpless woman? Therefore fight we must; that is certain; let whatever happen. What is inevitable, must come to pass. Thus considered, what need we care for the result? If we die in the battle, we will get name and fame; if we be victorious, we will get happiness. Thus thinking both the cases, we must fight today. Death is inevitable when our longevity expires; our prestige will suffer if we fly away; therefore we ought not to spend uselessly our time in thus expressing our vain regret for life or for death.
12	45-51	Vyâsa said :-- O King! Hearing thus the Durmukha’s words, Vâskala, the eloquent speaker, thus spoke to the king, with clasped hands and his head bowed down. O King! You need not think thus in agony with this unpleasant affair; alone I will kill that Chandikâ, of unsteady eyes. O Best of kings! To be always prompt and energetic indicates that one is steady in one’s heroic valour; to consider one’s enemy as dreadful is contrary to above; so we ought now to take recourse to heroic valour. O King! Therefore I will discard fear altogether and fight out valiantly; I will no doubt, send Chandikâ in the battlefield to the abode of Death. I fear not Yama, nor Indra, nor Kuvera, nor Vayu nor Agni, nor Visnu, nor S’ankara, nor Moon nor Sun; I do not fear any of them; what fear can I, then, entertain of that vain arrogant woman, who has got none to support her. I will kill Her with these arrows, sharpened on stones. You can see today the prowess of my arms and enjoy peace; you will not have to go to battle anymore to fight with Her.
12	52-65	Vyâsa said :-- O King! Vâskala having said thus to the lord Mahisa in a haughty spirit, Durdhara bowed down and said thus :-- O Lord of the earth! Let the purpose be whatsoever, with which the beautiful Devî with eighteen hands, the creation of the gods, may come hither, I will vanquish Her. O King! I think, it is simply to terrify you, as the Suras have thus created this Mâyâ woman; therefore, do you forsake your delusion by knowing this merely as a scare. O King! Such is the statesmanship; now hear about the workings of the ministers. Ministers in this world are of three kinds :-- (3) Sâttvik; (3) Râjasik and (3) Tâmasik. Those ministers in whom the Sattva quality is predominant, they perform their Master’s duties according to their own strength. The Sâttvik Mantris (ministers) are well versed in their Mantra S’âstras (the policies and statesmanship), virtuous and one-pointed in their thoughts, they never do any injury to their king and they fulfiltheir own purposes. The Râjasik Mantris are of different sorts; they are always after their own interests; at times, whenever they like, they do the State duties. The Tâmasik Mantris always look of their own interests out of their greedy nature; they serve their ends even by ruining the regal interests. It is the Tâmasik Mantris that are influenced by the bribes from the enemies, become separated at their hearts from their own masters and give out the secrets to the enemies, while staying in their homes. They always advise alienation policy like the sword ensheathed in a scabbard; and when the time of war comes, they always frighten their masters. Therefore, O King! Never put your trust on ministers; if you do so, they will always hinder you in your actions and counsels; what harm cannot be done by those ministers that are treacherous, greedy, deceitful and void of any intelligence and always addicted to vicious acts, when they are trusted! Therefore, O King! I will go myself to the battle and serve your purpose; you need not be at all anxious in this matter. I will soon bring before you that vicious woman; I will do your actions by my own strength and powers. Let you be calm; and look at my strength, fortitude and valour.Here ends the Twelfth Chapter of the Fifth Book on the holding of counsel by Mahisâsura in S’rî Mad Devî Bhâgavatam the Mahâ Purânam, of Eighteen Thousand Slokas by Maharsi Veda Vyâsa.
13	1-6	Vyâsa said :-- O King! The two powerful Dânavas Vâskala and Durmukha, well-versed in arts of warfare, went out for battle, maddened with their prowess. The two Dânavas, elated with vanity, went to the battle-field and began to address the Devî in voice deep as the rumbling of a cloud. O Beautiful Devî! You better choose and worship the Lord of the Daityas, that high-souled Mahisâsura who has conquered all the Devas. He will come before you in privacy in a human shape, with all auspicious signs and adorned with beautiful ornaments. O Sweet smiling One! better place your highest feelings of love on the lovely Mahisa as your husband, and you will get all the pleasures of the three worlds as you desire. O Sweet speaking! In short, if you select him as your husband, you will be the mistress of those incomparable worldly happinesses that women always aspire.
13	7-13	Hearing thus the words of Vâskala and Durmukha, the Devî said :-- “O Stupid! Do you think Me as deluded by passion? Do I not possess strength and intelligence that I will worship that hypocrite Mahisaas husband? See! The ladies of a high family select those persons that are equal in rank as far as family and distinctions, qualifications and propriety of conduct are concerned or those who are superior in beauty, cleverness, intelligence and other qualifications. Then how can a Devî, becoming passionate, worship the worst of all beasts, the beast Mahisa? O two Asuras! Go you immediately to your King Mahisa resembling in his body like an elephant and having a pair of horns and tell him, Go either to Pâtâla (the nether regions) or come and fight with Me; the Lord of the Devas will no doubt be happy if the war ensues.  O Stupid! My advent here cannot go in vain; I will easily slay you and then depart; knowing this do as you like. O Beast! Without conquering Me, you would get no shelter either in the heavens, or in this earth, or in the caves of mountains?”
13	14-25	Vyâsa said :-- Hearing thus, the two powerful Daityas, with eyes reddened with anger, firmly resolved to fight and took bows and arrows in their hands. O Descent of Kuru! The Devî then made a terrible noise and fearlessly stood there. The two Dânavas then began to shoot dreadful arrows at Her. For the victory of the Devas, the Devî also begin to hurl arrows after arrows on the two Dânavas, emitting a sweet sound. Vâskala first came forward with no delay; and Durmukha stood aloof there simply as a witness. The terrible fight then ensued between the Devî and Vâskala; arrows, swords and weapons were seen shining in the air and raised terror to those that were dull in intellect. Then the Mother of the Universe seeing Vâskala growing turbulent shot at him five arrows sharpened on stone. The Dânava, too, cut off the arrows of the Devî and hurled seven arrows at Her, seated on a lion. The Devî cut off the Dânava’s arrows and shot at that hypocrite, sharpened arrows and began to laugh frequently. She again cut off his arrows with Ardhachandra arrow; Vâskala then pursued the Devî with a club in his hands to slay Her. Seeing the arrogant Dânava with club in his hands, Chandikâ Devî struck him down on the ground with Her own club. The very powerful Vâskala fell down on the ground but rose up within a very short time and hurled again on the Devî his club. Seeing him again attacking Her, the Devî got angry and pierced him with Her trident; Vâskala fell down, thus pierced, and died.
13	26-38	Vâskala falling thus dead on the field, the soldiers of the wicked demon routed; whereas the Devas became glad and repeatedly shouted aloud, “Victory to the Devî.” On this Daitya being slain, Durmukha came forward on the battle-field, filled with anger and accompanied by a stronger army. Mounted on a chariot, shielded all over hisbody with a coat of armour, Durmukha came before the Devî, shouting all along, “Wait, wait, O You weak woman!” and with bows and arrows in his hands. The Devî blew Her conchshell and made sounds by stretching Her bow in order to make the Dânava infuriated with anger. The Asura then began to shoot sharp arrows after arrows like poisonous snakes. The Mahâmâyâ, by Her own arrows, cut off those of Her enemy and began to shout loudly. The fight then raged furiously, when both parties began to use arrows, S’aktis, clubs, Musalas, and Tomaras. Blood began to flow in the battle-field in torrents like rivers and on the banks of that river of blood, were seen the severed heads of the dead bodies which looked like so many hollow shells of  gourds, as if kept there by the attendant of the god of Death, for their swimming purposes. The battle-field, then, became very dreadful and impassable; at some places dead bodies are lying; wolves are feeding on their flesh; at other places are seen jackals, dogs, herons, crows, vultures, eagles, and other voracious birds and beasts and iron-tipped arrows, eating the dead bodies of those wicked demons. Air began to emit an offensive smell, because of its contact with these corpses; and there were heard the heart-rending sounds of various carnivorous birds and animals. Then the wicked Durmukha began, as if inspired by the god of Death, to address the Devî angrily and arrogantly with his right hand raised up before Her. “Your brain has become perverted; fly away just now or I will send you unto death, or you better accept the proud Mahisa, the lord of the Daityas, as your husband.”
13	39-50	The Devî said :-- “O Villain! I see your death at hand this very day; therefore you are deluded and therefore raving like a mad man. I will kill you today like Vâskala. O Stupid! Better fly away; or if you prefer death, then wait; I will slay you first; then the dull Mahisa, the son of a she-buffalo.” Hearing thus, Durmukha, as if prompted by Death, hurled dreadful arrows on the Devî. Instantly the Devî, too, cut off all his arrows and, infuriated with anger, pierced the Dânava by sharpened arrows as Indra had pierced Vritrâsura before. The fight then turned out very dreadful. O King! Weak persons become very afraid and strong ones become very excited. Instantly the Devî cut off the Asura’s bow and broke his chariot by five arrows. On seeing his chariot broken, the powerful Durmukha attacked on foot the Devî with his club, very hard to overcome. He knocked at the head of the lion with that club with great force; but the powerful lion did not become unsteady, though so very hard hit. Seeing the demon thus standing before Her, the goddess Ambikâ cut down his head by her sharpened axe. On his head being thus severed, Durmukha fell down dead on the field. The band of Immortals, then, loudly shouted, “Victory to the Devî.” When Durmukha was slain, theImmortals from the celestial space began to chant praises and hymns to the Devî, showered down flowers on Her head and gave shouts of “Victory to the Devî.” The Risis, Siddhas, Gandarbhas, Vidyâdharas, and Kinnaras all became very glad to see the Demon dead on the field.Here ends the Thirteenth Chapter of the Fifth Book on the killing of Vâskala and Durmukha in S’rî Mad Devî Bhâgavatam, the Mahâpurânam, of Eighteen Thousand verses by Maharsi Veda Vyâsa.
14	1-4	Vyâsâ said :-- Hearing the death news of Durmukha, Mahisâsura became blind with anger and began to utter repeatedly to the Dânavas, “O! What is this? What is this? Alas! That delicate woman has slain in battle the two heroes Durmukha and Vâskala! Lo! Now look at the wonderful workings of the Daiva (Fate). It is the acts virtuous, or otherwise that make men dependent; and the powerful Time awards pleasure or pain accordingly. The two powerful Demons are killed; what are we to do hereafter? You all judge and say what is reasonable at this critical juncture.”
